order_request_id,driver_id,completed_day_id,completed_time
2174,3192,3.0,16:16:33.450000
2175,3044,3.0,18:18:49.526000
2176,1475,3.0,16:26:04.191000
2177,635,3.0,16:26:16.568000
2178,1561,3.0,16:19:16.613000
2179,2983,3.0,16:57:14.388000
2180,4242,3.0,16:11:23.377000
2181,2058,3.0,17:06:19.864000
2182,854,3.0,16:38:38.522000
2183,1594,3.0,16:29:22.760000
2184,2444,3.0,16:33:10.454000
2185,2602,3.0,16:34:00.086000
2186,3032,3.0,16:26:48.718000
2187,972,3.0,17:29:42.522000
2189,3310,3.0,16:37:02.257000
2190,2714,3.0,16:26:39.365000
2191,1455,3.0,16:44:29.571000
2192,1673,3.0,16:13:28.490000
2193,4648,3.0,16:53:01.005000
2194,2896,3.0,16:25:53.161000
2195,1141,3.0,16:31:18.965000
2196,310,3.0,16:20:38.523000
2197,2074,3.0,16:24:16.898000
2198,1747,3.0,16:21:58.317000
2199,1115,3.0,16:21:55.364000
2200,3397,3.0,16:20:11.477000
2201,2840,3.0,16:50:29.982000
2203,698,3.0,16:38:44.139000
2204,1482,3.0,16:30:34.583000
2205,1414,3.0,16:54:31.184000
2206,3776,3.0,17:05:31.783000
2207,2594,3.0,17:00:57.545000
2208,2082,3.0,16:35:08.684000
2209,4110,3.0,16:23:06.617000
2210,4301,3.0,17:51:23.468000
2211,482,3.0,16:59:32.472000
2212,335,3.0,16:31:03.808000
2213,3677,3.0,16:52:33.158000
2214,4423,3.0,17:05:09.961000
2215,453,3.0,17:10:41.600000
2216,1516,3.0,18:00:04.540000
2217,2630,3.0,16:43:50.159000
2218,1422,3.0,16:33:55.706000
2219,1475,3.0,16:38:56.655000
2220,2287,3.0,19:37:53.543000
2221,2852,4.0,11:05:08.349000
2222,1379,3.0,17:46:23.702000
2223,3452,3.0,16:59:46.992000
2224,2169,3.0,17:04:16.253000
2225,1511,3.0,16:34:16.356000
2226,3273,3.0,17:23:30.300000
2227,626,3.0,16:46:29.763000
2228,1363,3.0,16:42:18.897000
2229,3586,3.0,16:49:27.776000
2230,999,3.0,16:47:21.575000
2231,4524,3.0,17:21:52.359000
2232,1931,3.0,16:37:40.570000
2233,4469,3.0,22:42:58.079000
2234,4935,3.0,16:27:44.888000
2235,3578,3.0,17:59:11.542000
2236,1798,3.0,17:26:05.275000
2237,954,3.0,17:52:26.512000
2238,3195,3.0,17:16:28.688000
2239,3649,3.0,16:52:21.577000
2241,2831,3.0,16:58:51.260000
2242,3136,3.0,17:36:08.822000
2243,310,3.0,17:54:29.303000
2244,4167,3.0,17:27:11.517000
2245,2189,3.0,17:09:22.933000
2247,2592,3.0,16:40:34.675000
2248,1593,3.0,17:21:12.232000
2249,1652,3.0,16:49:18.086000
2250,1682,3.0,17:50:46.419000
2251,2240,3.0,17:35:11.066000
2252,2327,3.0,17:34:43.136000
2254,2764,3.0,17:18:39.120000
2255,2539,3.0,17:04:49.184000
2256,1328,3.0,17:09:02.579000
2257,1275,3.0,16:35:58.342000
2258,2448,3.0,17:25:19.575000
2259,3454,3.0,17:14:10.779000
2260,1281,3.0,17:30:52.844000
2261,2861,3.0,17:27:37.655000
2262,115,3.0,17:40:30.648000
2263,604,3.0,17:18:41.826000
2265,2223,3.0,16:45:38.011000
2266,4906,3.0,17:31:58.381000
2267,1869,3.0,16:54:31.357000
2268,535,3.0,17:06:24.151000
2269,2955,3.0,17:16:41.543000
2270,2514,3.0,17:30:50.051000
2271,3310,3.0,16:55:49.622000
2272,3474,3.0,17:32:46.382000
2273,1884,3.0,17:06:11.727000
2274,3004,3.0,16:46:42.673000
2275,3503,3.0,18:35:05.795000
2276,450,3.0,17:38:21.475000
2277,1352,3.0,17:10:10.627000
2278,1613,3.0,17:23:46.808000
2279,2295,3.0,16:43:26.473000
2280,2123,3.0,17:20:03.062000
2282,86,3.0,17:20:27.486000
2283,1234,3.0,17:22:57.096000
2285,3329,3.0,17:29:06.572000
2287,3109,3.0,17:24:01.330000
2288,1943,3.0,17:12:57.550000
2289,2373,3.0,17:11:35.940000
2291,4873,3.0,17:45:59.200000
2292,2411,3.0,18:26:25.480000
2293,3222,3.0,17:19:05.949000
2294,3456,3.0,17:42:38.343000
2295,4454,3.0,19:18:55.841000
2297,2014,3.0,17:10:25.019000
2298,4797,3.0,19:50:11.473000
2299,1040,3.0,17:20:46.836000
2301,3616,3.0,17:22:59.699000
2302,2922,3.0,17:16:43.783000
2303,4039,3.0,17:47:55.454000
2304,2230,3.0,17:34:56.662000
2305,1917,3.0,17:09:12.316000
2306,3089,3.0,17:40:29.766000
2307,1423,3.0,17:31:05.977000
2308,2210,3.0,18:07:48.901000
2309,2654,3.0,17:45:44.250000
2310,394,3.0,18:44:14.806000
2311,762,3.0,18:58:10.069000
2312,1638,3.0,17:37:09.192000
2313,1037,3.0,17:25:40.322000
2314,4030,3.0,17:49:38.127000
2315,3011,3.0,18:07:12.352000
2316,1021,3.0,17:47:40.004000
2317,2987,3.0,17:34:07.023000
2318,4719,3.0,17:42:15.102000
2319,632,3.0,17:23:55.887000
2320,4769,3.0,17:28:23.196000
2321,1414,3.0,17:27:25.005000
2322,2953,3.0,17:13:00.594000
2323,4630,3.0,17:32:27.834000
2325,2461,3.0,17:58:31.031000
2326,2506,3.0,17:44:57.859000
2328,353,3.0,18:37:49.494000
2329,3418,3.0,17:55:06.110000
2330,3794,3.0,17:46:15.549000
2331,4186,3.0,17:42:46.137000
2332,4491,3.0,17:57:33.793000
2333,4308,3.0,17:51:17.918000
2335,3968,3.0,17:34:19.133000
2337,1489,3.0,17:39:20.434000
2338,1069,3.0,17:59:09.038000
2339,724,4.0,13:47:45.890000
2340,4858,3.0,18:50:08.804000
2342,2005,3.0,17:47:59.636000
2343,1121,3.0,17:50:43.685000
2344,4796,3.0,18:31:58.851000
2345,3310,3.0,17:28:28.875000
2346,1899,3.0,17:41:18
2347,1447,3.0,18:18:46.819000
2348,373,3.0,17:36:51.887000
2349,940,3.0,18:13:34.653000
2350,2104,3.0,18:06:15.883000
2352,3876,3.0,18:05:37.766000
2353,4911,3.0,17:51:53.842000
2354,4182,3.0,18:45:23.982000
2355,40,3.0,17:54:32.847000
2356,4866,3.0,18:48:39.998000
2357,3601,3.0,17:44:58.319000
2358,320,3.0,18:06:23.894000
2359,4390,3.0,18:16:09.053000
2360,2098,3.0,18:06:58.747000
2361,1016,3.0,17:37:09.589000
2362,4265,3.0,17:37:22.943000
2363,1286,3.0,17:43:31.551000
2364,4051,3.0,18:03:53.128000
2366,2315,3.0,17:55:58.337000
2367,85,3.0,17:48:15.088000
2368,2136,3.0,17:56:14
2369,1687,3.0,18:27:42.250000
2370,1911,3.0,18:02:50.780000
2371,2316,4.0,08:12:47.350000
2373,3715,3.0,18:24:51.505000
2374,3914,3.0,17:54:01.819000
2375,3908,3.0,18:33:14.726000
2376,1779,3.0,17:58:40.888000
2377,4198,3.0,17:45:21.345000
2378,3627,3.0,18:12:09.867000
2379,1823,3.0,18:30:59.332000
2380,449,3.0,18:40:57.822000
2381,4327,3.0,18:56:58.862000
2382,2728,3.0,18:03:09.178000
2383,2114,3.0,18:55:21.883000
2384,1660,3.0,18:24:58.505000
2385,1931,3.0,18:02:08.892000
2386,2663,3.0,18:31:14.324000
2387,1955,3.0,19:11:56.374000
2388,3514,3.0,18:56:15.747000
2389,172,3.0,18:18:57.667000
2390,1958,3.0,19:17:09.481000
2391,1295,3.0,18:56:30.275000
2392,335,3.0,18:06:22.834000
2394,3491,3.0,18:53:03.325000
2395,1850,3.0,18:25:32.831000
2396,2229,3.0,18:12:16.687000
2397,3136,3.0,18:23:44.866000
2398,450,3.0,18:35:49.695000
2399,4916,3.0,18:35:15.179000
2401,570,3.0,18:23:00.147000
2402,472,3.0,18:27:46.919000
2403,3553,3.0,18:10:17.184000
2404,387,3.0,17:53:16.619000
2405,2987,3.0,18:30:15.773000
2406,4652,3.0,19:41:39.904000
2407,4519,3.0,18:42:53.170000
2408,1997,3.0,19:10:32.036000
2409,4076,3.0,19:09:02.423000
2410,373,3.0,18:55:43.558000
2411,3882,3.0,20:02:40.026000
2412,4146,3.0,18:24:13.570000
2413,4791,3.0,18:35:53.356000
2414,4772,3.0,19:13:53.870000
2415,3662,3.0,18:37:37.875000
2416,1209,3.0,18:15:35.322000
2417,2058,3.0,18:29:09.363000
2418,4322,3.0,18:55:28.937000
2419,2913,3.0,18:29:16.392000
2420,3847,3.0,18:27:18.801000
2421,750,3.0,19:14:30.525000
2422,1618,3.0,19:20:21.677000
2423,1332,3.0,19:15:29.535000
2424,3310,3.0,18:22:12.481000
2425,4198,3.0,18:37:38.273000
2426,2889,3.0,19:22:42.423000
2427,1200,3.0,18:34:46.545000
2428,1984,3.0,18:26:53.157000
2429,1261,3.0,18:53:25.497000
2430,4835,3.0,19:04:54.304000
2431,1417,3.0,18:41:16.287000
2432,1746,3.0,18:54:36.919000
2433,4903,3.0,20:45:22.078000
2434,1118,3.0,19:21:09.530000
2435,1496,3.0,18:49:35.464000
2438,4212,3.0,18:32:31.230000
2439,2881,4.0,09:56:29.504000
2440,4017,3.0,18:58:07.604000
2441,2532,3.0,18:56:03.976000
2442,630,3.0,18:32:02.148000
2443,1079,3.0,18:31:01.296000
2444,4404,3.0,19:43:56.859000
2446,3737,3.0,19:29:09.316000
2447,1911,3.0,19:24:33.063000
2448,4013,3.0,20:02:45.312000
2449,465,3.0,19:37:25.401000
2450,494,3.0,18:57:30.294000
2451,2056,8.0,08:15:25.806000
2452,4005,3.0,21:27:00.558000
2454,3136,3.0,19:27:58.161000
2455,3814,3.0,18:52:14.869000
2456,3222,3.0,18:43:59.020000
2457,79,3.0,19:03:43.994000
2458,4454,3.0,19:28:46.384000
2459,291,3.0,20:06:31.142000
2460,1154,3.0,19:22:08.313000
2461,4245,3.0,19:46:51.431000
2462,1651,4.0,09:07:47.290000
2463,1139,3.0,19:06:03.048000
2464,2965,3.0,18:52:20.061000
2465,1294,4.0,10:10:43.619000
2466,3032,3.0,19:07:49.216000
2467,4785,3.0,19:10:43.476000
2468,4372,3.0,19:19:43.858000
2469,4361,3.0,19:52:29.266000
2471,3538,3.0,19:08:23.737000
2472,4416,3.0,19:02:49.496000
2473,4206,3.0,19:17:25.260000
2474,3350,3.0,18:46:04.396000
2475,1538,3.0,19:16:32.119000
2476,2471,3.0,19:50:57.565000
2477,3704,3.0,19:20:33.792000
2478,3847,3.0,19:21:03.902000
2479,3709,3.0,19:42:59.436000
2480,4443,3.0,19:22:56.659000
2481,1277,3.0,20:19:40.945000
2482,4929,3.0,19:39:35.877000
2483,3813,3.0,19:37:18.674000
2484,1240,3.0,19:26:39.730000
2485,1971,3.0,20:19:39.163000
2486,2099,3.0,19:17:41.222000
2487,4123,3.0,19:21:07.818000
2488,4878,3.0,19:22:51.797000
2489,1984,3.0,19:24:09.170000
2490,4860,3.0,18:58:49.425000
2491,3753,3.0,18:55:15.501000
2493,565,3.0,19:39:52.637000
2494,4652,3.0,19:59:02.393000
2495,1273,4.0,00:27:13.736000
2496,1094,3.0,19:27:33.851000
2497,4322,3.0,19:09:54.067000
2498,3514,3.0,21:13:18.844000
2499,3491,3.0,19:51:16.794000
2500,4044,3.0,20:21:22.176000
2501,2646,3.0,19:40:21.479000
2502,4747,3.0,19:30:46.667000
2503,1405,3.0,19:48:58.318000
2504,1217,4.0,16:50:25.198000
2505,4869,3.0,19:54:44.125000
2506,4057,3.0,19:51:00.763000
2507,2730,3.0,19:47:39.270000
2508,4386,3.0,19:18:21.124000
2509,3353,3.0,20:31:38.178000
2510,652,3.0,19:58:04.605000
2511,630,3.0,19:43:11.475000
2512,1586,3.0,19:42:22.122000
2513,750,3.0,19:57:39.131000
2514,1125,3.0,20:47:19.890000
2515,4454,3.0,19:53:37.909000
2516,106,4.0,18:04:56.842000
2517,2856,3.0,19:42:42.048000
2518,2889,3.0,19:57:35.440000
2519,2100,3.0,20:03:11.858000
2520,1570,3.0,20:10:23.114000
2521,2194,3.0,19:48:13.491000
2522,938,3.0,19:46:51.484000
2523,94,3.0,20:32:30.614000
2524,40,3.0,19:32:57.866000
2525,3442,3.0,19:56:19.247000
2526,4543,3.0,19:59:14.365000
2527,4054,3.0,19:53:22.512000
2529,153,3.0,20:27:52.296000
2530,4601,3.0,20:25:52.248000
2531,406,3.0,19:48:49.368000
2532,1692,3.0,20:09:14.962000
2533,3032,3.0,20:14:22.389000
2534,3367,3.0,20:19:37.310000
2536,1583,3.0,20:19:57.990000
2537,4705,3.0,20:38:47.677000
2538,3503,3.0,20:52:37.510000
2539,5,3.0,20:33:35.230000
2540,3683,3.0,20:04:37.919000
2541,3403,3.0,20:18:53.149000
2542,4322,3.0,20:30:57.999000
2543,4133,3.0,20:38:18.464000
2544,4953,3.0,20:45:34.686000
2545,4535,3.0,20:52:50.413000
2546,4477,3.0,20:54:33.117000
2547,2555,3.0,20:02:47.645000
2548,2362,3.0,21:00:10.830000
2549,3455,3.0,20:36:32.368000
2550,3301,3.0,20:27:40.924000
2551,3032,3.0,20:38:26.089000
2552,357,3.0,20:17:07.468000
2553,3119,4.0,09:51:21.517000
2554,2257,3.0,20:52:57.300000
2555,2278,3.0,20:48:39.942000
2556,3720,3.0,20:49:14.284000
2557,878,3.0,21:08:37.554000
2558,2646,3.0,21:00:23.791000
2559,4912,3.0,20:44:41.188000
2560,4527,3.0,20:43:02.609000
2561,1603,3.0,20:57:30.830000
2563,3331,3.0,21:00:37.873000
2564,2257,3.0,21:03:08.424000
2565,1428,3.0,20:59:33.330000
2566,4140,3.0,21:00:51.848000
2567,389,3.0,21:35:29.816000
2568,50,3.0,21:39:36.575000
2569,4719,3.0,21:13:36.764000
2570,3316,3.0,20:54:31.504000
2571,2794,3.0,22:03:22.072000
2572,4421,3.0,21:45:40.840000
2573,4355,3.0,21:02:57.578000
2574,4167,3.0,21:28:17.454000
2575,3457,3.0,21:20:07.810000
2576,119,3.0,20:58:22.167000
2577,4527,3.0,21:22:37.768000
2578,3032,3.0,21:28:00.114000
2579,2546,3.0,21:04:15.237000
2580,4305,3.0,21:42:10.103000
2581,330,3.0,22:16:42.915000
2583,1841,3.0,22:13:03.103000
2584,3580,3.0,21:24:02.354000
2585,1725,3.0,21:11:52.719000
2586,809,3.0,21:14:49.405000
2587,4727,3.0,21:42:46.547000
2588,4486,3.0,21:44:31.617000
2589,3523,3.0,22:05:38.110000
2590,2516,3.0,21:48:39.548000
2591,4324,3.0,21:56:07.658000
2592,539,3.0,21:56:54.848000
2593,4175,3.0,22:08:57.025000
2595,3412,3.0,22:14:05.241000
2596,2267,3.0,21:57:24.013000
2597,3359,3.0,22:23:42.887000
2598,182,3.0,22:13:57.872000
2599,357,3.0,22:24:46.718000
2600,4449,3.0,22:21:48.427000
2601,3599,4.0,13:51:10.806000
2602,2783,3.0,23:05:35.065000
2603,3767,3.0,22:30:11.441000
2604,2577,3.0,22:48:48.976000
2605,4727,3.0,22:39:51.103000
2607,1841,3.0,22:26:21.848000
2608,4652,3.0,23:15:08.860000
2609,539,3.0,23:16:14.858000
2610,296,3.0,23:03:42.168000
2611,3037,3.0,22:54:49.859000
2612,1075,3.0,22:52:03.210000
2613,4863,3.0,22:31:54.197000
2614,4891,3.0,23:01:09.411000
2615,3683,3.0,23:25:30.792000
2616,2896,3.0,23:10:11.061000
2617,3225,3.0,22:58:24.854000
2618,2004,3.0,22:45:51.501000
2619,1570,3.0,23:58:05.249000
2620,2483,3.0,23:08:09.521000
2621,42,3.0,23:10:37.872000
2622,4014,3.0,23:38:02.292000
2623,2628,3.0,23:42:21.674000
2624,3887,3.0,23:21:51.694000
2625,3124,5.0,00:33:40.338000
2626,4626,3.0,23:34:17.970000
2627,3914,3.0,23:34:04.911000
2628,2705,4.0,00:17:26.854000
2629,3706,3.0,23:35:14.097000
2630,2818,3.0,23:58:27.449000
2632,4489,3.0,23:39:43.590000
2633,1917,3.0,23:47:55.144000
2635,3412,4.0,00:20:20.303000
2636,4705,4.0,00:09:57.080000
2637,4321,3.0,23:50:27.343000
2638,1355,3.0,23:57:19.991000
2639,601,4.0,00:22:29.373000
2640,4058,4.0,00:18:39.234000
2641,3130,4.0,00:45:55.749000
2642,3566,4.0,01:36:27.221000
2645,2929,4.0,02:54:54.823000
2647,2520,4.0,01:55:04.853000
2648,2856,4.0,02:14:53.512000
2650,2711,4.0,07:35:48.666000
2651,1636,4.0,07:38:21.731000
2652,3655,4.0,07:43:41.268000
2653,4305,4.0,07:45:07.179000
2654,4461,4.0,12:53:55.205000
2655,2453,4.0,08:16:17.755000
2656,872,4.0,07:44:56.148000
2657,2677,4.0,09:25:03.449000
2659,195,4.0,08:43:10.969000
2660,3876,4.0,08:30:41.623000
2661,4963,4.0,10:44:09.600000
2662,1153,4.0,11:49:41.714000
2663,450,4.0,08:38:26.412000
2664,4543,4.0,08:54:14.309000
2665,3656,4.0,10:48:28.972000
2666,917,4.0,09:15:33.301000
2667,924,4.0,09:46:37.351000
2668,1374,4.0,10:34:27.167000
2669,4221,4.0,08:57:04.192000
2670,1863,4.0,09:22:44.598000
2671,1547,4.0,08:56:12.218000
2672,3085,4.0,08:39:57.892000
2673,1673,4.0,08:41:19.227000
2674,3060,4.0,08:55:24.903000
2675,676,4.0,08:50:46.556000
2676,817,4.0,08:53:51.791000
2677,1597,4.0,08:36:50.578000
2678,834,4.0,08:57:33.240000
2679,991,4.0,08:50:30.784000
2680,3793,4.0,09:16:58.280000
2681,556,4.0,09:28:29.886000
2682,57,4.0,09:09:14.646000
2683,4039,4.0,09:07:20.284000
2684,3269,4.0,09:20:15.876000
2685,2291,4.0,09:10:12.032000
2686,2142,4.0,09:37:55.472000
2687,4681,4.0,09:17:15.098000
2688,3343,4.0,09:25:07.136000
2689,3403,4.0,09:31:13.705000
2690,3772,4.0,09:22:12.873000
2691,474,4.0,10:14:22.309000
2692,2692,4.0,09:52:18.011000
2693,1475,4.0,09:17:17.674000
2694,581,4.0,09:16:39.575000
2695,1344,4.0,10:06:15.464000
2697,1523,4.0,10:05:49.304000
2698,3144,4.0,10:31:50.623000
2699,1722,4.0,09:55:48.504000
2700,637,4.0,11:39:03.979000
2702,3700,4.0,09:42:01.925000
2703,2391,4.0,09:45:12.212000
2704,4858,4.0,10:59:26.863000
2705,4162,4.0,09:43:20.039000
2706,1218,4.0,09:33:04.925000
2707,2960,4.0,09:22:02.415000
2708,9,4.0,10:21:39.640000
2709,3677,4.0,09:54:21.951000
2711,3889,4.0,09:22:48.996000
2712,4163,4.0,10:09:53.918000
2713,1391,4.0,10:15:05.417000
2714,4179,4.0,10:18:01.305000
2715,4491,4.0,09:42:19.793000
2716,3865,4.0,09:55:33.871000
2717,2200,4.0,09:41:49.947000
2718,675,4.0,09:31:18.703000
2719,2663,4.0,09:50:54.524000
2720,3522,4.0,10:31:12.840000
2721,2254,4.0,09:45:06.728000
2722,1180,4.0,09:47:01.558000
2723,3060,4.0,10:47:39.223000
2724,1561,4.0,10:00:04.422000
2725,1675,4.0,10:24:27.718000
2726,3947,4.0,10:00:49.269000
2727,4314,4.0,09:45:18.945000
2728,281,4.0,09:44:39.933000
2729,201,4.0,09:47:55.362000
2730,1323,4.0,09:56:15.837000
2731,3154,4.0,10:30:55.661000
2732,2091,4.0,09:30:51.244000
2733,2607,4.0,10:36:29.571000
2734,1295,4.0,09:36:36.450000
2735,475,4.0,10:35:15.172000
2736,4637,4.0,09:58:05.036000
2737,711,4.0,10:12:24.630000
2738,1676,4.0,09:52:12.807000
2739,808,4.0,09:42:37.394000
2740,736,4.0,09:35:18.668000
2741,3889,4.0,10:09:36.845000
2743,3545,4.0,10:21:14.082000
2744,2136,4.0,09:51:33.474000
2745,3558,4.0,10:06:19.919000
2746,4377,4.0,10:12:56.892000
2747,3048,4.0,11:27:30.705000
2748,3833,4.0,10:22:03.895000
2749,3085,4.0,09:57:00.322000
2750,587,4.0,10:05:21.356000
2751,712,4.0,09:52:55.733000
2752,3822,4.0,10:14:47.008000
2753,1234,4.0,10:10:35.190000
2754,1038,4.0,10:28:32.277000
2755,3106,4.0,10:00:34.753000
2756,3886,4.0,10:32:12.174000
2757,1460,4.0,09:46:26.525000
2758,4523,4.0,12:30:24.793000
2759,2349,4.0,10:05:25.559000
2760,4427,4.0,10:26:13.538000
2762,1651,4.0,10:28:47.549000
2763,817,4.0,10:07:11.530000
2764,4767,4.0,10:33:35.838000
2765,600,4.0,10:05:42.186000
2766,921,4.0,10:40:13.945000
2767,1466,4.0,10:08:06.021000
2768,4775,4.0,10:16:22.581000
2769,4310,4.0,10:14:03.956000
2770,1931,4.0,09:59:07.839000
2771,3447,4.0,10:34:10.955000
2772,1546,4.0,10:25:48.593000
2774,4105,4.0,10:33:45.636000
2775,1279,4.0,10:13:40.225000
2777,4239,4.0,10:07:44.625000
2778,990,4.0,10:17:51.639000
2779,76,4.0,10:04:18.714000
2781,1945,4.0,10:04:46.671000
2782,3369,4.0,10:32:54.308000
2783,101,4.0,11:20:19.331000
2785,4632,4.0,10:32:04.828000
2786,485,4.0,10:22:50.979000
2787,671,4.0,10:19:39.414000
2788,980,4.0,10:01:55.773000
2789,1647,4.0,09:55:22.531000
2790,1063,4.0,10:29:06.391000
2791,3648,4.0,11:17:25.001000
2792,3559,4.0,10:47:36.572000
2793,4265,4.0,10:12:43.520000
2794,4250,4.0,10:34:16.422000
2795,1223,4.0,10:23:27.487000
2796,577,4.0,11:30:22.329000
2797,3784,4.0,10:34:15.319000
2798,4151,4.0,10:07:41.277000
2799,608,4.0,10:55:18.957000
2800,3059,4.0,10:50:36.951000
2801,1753,4.0,10:34:21.422000
2802,684,4.0,10:31:25.181000
2803,1047,4.0,10:09:00.187000
2804,4956,4.0,10:51:02.760000
2805,1517,4.0,10:34:25.646000
2807,4903,4.0,10:47:57.363000
2808,977,4.0,11:04:07.774000
2809,1654,4.0,11:02:34.300000
2810,12,4.0,10:04:28.659000
2811,2812,4.0,10:54:58.790000
2812,3329,4.0,11:14:45.282000
2813,4674,4.0,10:46:48.193000
2814,3310,4.0,10:43:58.049000
2815,602,4.0,10:42:01.012000
2816,4225,4.0,10:45:07.221000
2818,2883,4.0,11:12:43.805000
2820,1758,4.0,10:10:32.360000
2821,1502,4.0,10:31:48.522000
2822,393,4.0,10:20:17.047000
2823,4276,4.0,10:29:53.308000
2824,406,4.0,10:41:17.162000
2825,963,4.0,10:17:02.289000
2826,3609,4.0,10:40:29.482000
2827,3755,4.0,11:11:39.337000
2828,4236,4.0,11:02:58.346000
2829,4646,4.0,10:57:45.074000
2830,1687,4.0,10:29:42.065000
2831,4444,4.0,10:45:50.277000
2832,1661,4.0,10:17:58.049000
2833,2728,4.0,10:41:05.149000
2834,2944,4.0,10:23:36.493000
2835,852,4.0,11:10:56.028000
2836,2564,5.0,09:25:53.442000
2838,40,4.0,10:41:31.225000
2839,2013,4.0,10:29:33.249000
2840,3556,4.0,10:26:49.769000
2841,1268,4.0,10:42:59.617000
2842,2864,7.0,09:57:03.188000
2843,2531,4.0,10:38:11.746000
2844,2654,4.0,11:26:29.195000
2846,1751,4.0,10:35:27.231000
2847,2305,4.0,10:26:01.691000
2849,3797,4.0,11:23:15.780000
2850,474,4.0,11:13:25.262000
2851,3595,4.0,10:35:50.988000
2853,4245,4.0,11:39:17.654000
2854,3413,4.0,11:30:44.653000
2855,4551,4.0,10:47:59.986000
2856,254,4.0,10:32:47.507000
2857,2576,4.0,10:42:40.778000
2858,4460,4.0,11:43:15.038000
2859,1470,4.0,11:38:47.320000
2860,4259,4.0,11:31:39.465000
2861,2137,4.0,10:51:19.264000
2863,1237,4.0,10:42:53.763000
2864,3876,4.0,11:14:20.931000
2866,935,4.0,11:09:03.246000
2867,2832,4.0,10:57:44.200000
2868,4466,4.0,11:00:23.609000
2869,1920,4.0,11:44:12.033000
2870,1993,4.0,11:19:28.518000
2871,2248,4.0,11:18:46.676000
2872,1460,4.0,10:31:55.269000
2873,3509,4.0,12:24:25.007000
2874,1360,4.0,11:04:46.715000
2876,1186,4.0,11:17:46.818000
2877,967,4.0,10:38:48.434000
2878,1909,4.0,11:01:57.771000
2879,276,4.0,14:02:06.776000
2880,4239,4.0,12:13:27.343000
2882,4953,4.0,11:33:19.260000
2883,3497,4.0,12:06:01.934000
2884,1848,4.0,11:12:01.552000
2885,1320,4.0,11:21:13.389000
2886,3039,4.0,10:45:01.900000
2887,57,4.0,11:08:40.614000
2888,2835,4.0,12:36:22.271000
2889,3542,4.0,10:53:26.092000
2890,1772,4.0,11:21:04.386000
2891,1377,4.0,10:31:53.576000
2892,442,4.0,13:17:31.592000
2893,2995,4.0,11:36:54.523000
2894,4237,4.0,11:10:12.966000
2895,2322,4.0,11:24:36.073000
2896,1162,4.0,12:25:53.036000
2898,2064,4.0,11:12:30.774000
2899,1429,4.0,11:33:54.246000
2900,1136,4.0,11:07:56.691000
2901,3085,4.0,10:49:03.635000
2902,1935,4.0,11:05:40.638000
2903,1474,4.0,11:00:29.458000
2904,2989,4.0,11:00:23.159000
2905,2581,4.0,11:16:31.304000
2906,2786,4.0,11:45:22.715000
2907,2388,4.0,11:29:19.822000
2908,1998,4.0,12:15:58.876000
2909,86,4.0,11:29:44.172000
2910,4478,4.0,10:58:05.743000
2911,2112,4.0,11:19:42.435000
2912,3905,4.0,11:26:23.750000
2913,4082,4.0,11:13:23.262000
2914,1377,4.0,11:04:16.851000
2915,671,4.0,11:02:23.973000
2916,515,4.0,11:12:04.197000
2917,664,4.0,11:11:06.755000
2919,2459,4.0,11:33:27.804000
2920,3269,4.0,11:02:37.377000
2921,2134,4.0,11:24:04.003000
2922,1366,4.0,12:08:36.337000
2923,1073,4.0,12:22:55.012000
2924,430,4.0,11:19:51.634000
2925,3267,4.0,11:14:35.772000
2928,2098,4.0,11:07:38.486000
2929,64,4.0,11:09:02.458000
2930,3925,4.0,11:25:52.614000
2931,2789,4.0,11:38:11.443000
2932,1964,4.0,11:40:38.641000
2933,4327,4.0,11:41:03.692000
2934,1063,4.0,12:12:41.148000
2935,146,4.0,11:28:10.814000
2936,3253,4.0,11:17:12.171000
2937,3951,4.0,11:58:06.475000
2938,3447,4.0,11:29:14.400000
2939,1948,4.0,11:40:54.638000
2940,1669,4.0,11:29:10.891000
2941,2362,4.0,11:55:01.208000
2942,4265,4.0,11:09:58.498000
2943,2920,4.0,11:48:16.232000
2944,3423,4.0,11:12:36.807000
2945,1574,4.0,11:53:31.516000
2946,876,4.0,11:19:40.188000
2948,1651,4.0,11:11:16.094000
2949,2003,4.0,11:15:41.069000
2950,1377,4.0,11:33:43.491000
2951,3847,4.0,11:26:06.887000
2952,4183,4.0,11:34:28.800000
2953,31,4.0,11:40:42.019000
2954,333,4.0,17:41:40.833000
2955,2525,4.0,11:25:41.560000
2956,252,4.0,12:11:00.017000
2957,2726,4.0,11:43:26.529000
2958,495,4.0,12:25:06.008000
2959,282,4.0,12:18:46.445000
2960,3318,4.0,11:39:15.878000
2961,1464,4.0,13:30:33.835000
2963,2451,4.0,12:13:54.192000
2964,4723,4.0,11:44:32.124000
2965,2101,4.0,11:32:48.295000
2966,308,4.0,11:27:53.664000
2967,641,4.0,11:29:21.827000
2968,3278,4.0,11:49:45.492000
2969,1187,4.0,12:02:23.132000
2970,3102,4.0,11:35:45.258000
2971,1323,4.0,11:23:12.471000
2972,4764,4.0,12:05:18.127000
2973,1914,4.0,11:34:30.104000
2974,284,4.0,11:27:33.672000
2975,629,6.0,12:20:39.935000
2977,1789,4.0,12:52:11.796000
2978,2205,4.0,14:03:03.596000
2979,1591,4.0,12:14:11.818000
2980,1177,4.0,11:58:37.704000
2981,1618,4.0,11:24:23.404000
2982,2001,4.0,12:05:37.796000
2983,1035,4.0,11:47:55.962000
2984,1672,4.0,11:49:48.821000
