id_listing_anon,room_type,listing_neighborhood,total_reviews
05987777-ff2b-47a7-b8b2-7df82f7fc8c5,Entire home/apt,Copacabana,70.0
417658d0-4f76-44a7-a139-2a648943a362,Entire home/apt,Copacabana,17.0
baa21d29-cbab-415c-a688-6d983d45cbac,Private room,Copacabana,0.0
5cb6604f-067c-4b32-9dd6-b999ea61a3e5,Entire home/apt,Botafogo,0.0
a87b5692-2eda-40b6-a1f3-8e8d57e7af25,Entire home/apt,Ipanema,3.0
77871fa8-0ccb-49e6-ac79-e700e87023f8,Private room,Ipanema,0.0
86e3b8d5-d8f2-496e-ab6d-533ee46b90ba,Entire home/apt,Copacabana,15.0
24ad897d-ed5a-4d5a-8ed8-5705e0c266a2,Entire home/apt,-unknown-,1.0
544ef142-8d7d-41b1-a39a-d459aee5e365,Entire home/apt,-unknown-,2.0
d27be0e9-f81d-45e9-b1a5-eda8f950cf86,Private room,Lagoa,5.0
b42ce73c-08bf-452a-849b-3c009626a351,Private room,-unknown-,1.0
4f2f963e-1e9b-45b5-bad8-8b107f381067,Entire home/apt,-unknown-,0.0
79a35cd4-1e86-4a1a-9cab-de5756d2c5b8,Shared room,Santa Teresa,0.0
ff3c4787-0645-4c08-b542-3e12fd0b4a2e,Private room,Botafogo,43.0
667c013d-e903-45f6-8e38-c74d1dc4d2d2,Entire home/apt,Recreio dos Bandeirantes,0.0
6e24b9ac-84f2-42ae-a9cd-46a9a07d441f,Entire home/apt,Leme,5.0
83ec1b74-2e3d-4eee-bb08-b7b985ee1595,Private room,-unknown-,0.0
3e063bf6-4e6c-4352-8947-178b167e31ab,Entire home/apt,-unknown-,0.0
6c94973b-d5c7-4422-bfb7-e2a219426a23,Private room,Leme,0.0
e6561131-0869-4548-9b54-42635a677436,Entire home/apt,Ipanema,0.0
529a3139-c01a-40f4-935d-5139d4f79290,Entire home/apt,-unknown-,0.0
60c72f88-1544-45ec-8ad7-353b325e9855,Entire home/apt,-unknown-,0.0
c0a64411-0a7a-4c9f-af67-93bff7c1d1fc,Entire home/apt,Lagoa,4.0
4c11b2c0-8296-4a77-8be0-44c6e5bfa06a,Entire home/apt,Copacabana,63.0
e1372d5d-040f-49aa-86fe-292680b3d8cf,Entire home/apt,-unknown-,6.0
92cf4f3f-74b8-4cdf-99c2-9ceb1555c790,Entire home/apt,-unknown-,2.0
136a607f-0fa8-4107-88f9-da3ac109b17f,Entire home/apt,Copacabana,1.0
00995c6b-c470-4758-8b30-443826c6fe7a,Private room,-unknown-,10.0
ff1d2af3-9907-4610-8892-cc73b8caec33,Private room,Ipanema,130.0
9c745f8e-43f3-4f4d-8c8c-892812ba8210,Entire home/apt,-unknown-,0.0
a37187b0-2e1d-488a-a5a8-1e06acc63925,Private room,Humaitá,0.0
7a1788dd-6b75-423a-9983-9a9e4e8f28b4,Private room,-unknown-,13.0
e8b0fb55-c0b6-4d57-bf10-08bf9d97dc76,Entire home/apt,Copacabana,0.0
65f2d2be-b45f-4905-beb7-b9ee68655be0,Entire home/apt,-unknown-,0.0
8cdbd269-4705-4174-995a-f3adf5ffa775,Entire home/apt,Copacabana,5.0
0e1ae37c-7212-4031-9e5a-e251885d1949,Private room,Laranjeiras,0.0
faefebf2-b454-43a5-b321-a485c221115b,Entire home/apt,-unknown-,0.0
41d9a415-956a-4f45-b3a3-b733b645b843,Entire home/apt,Copacabana,4.0
f8f839ca-8e66-4abb-b23b-61f251bd8581,Private room,Copacabana,9.0
66b8f65b-d00a-4da0-8bc1-c6f46dc33881,Entire home/apt,-unknown-,0.0
bdf6e4e5-e5ca-4bbc-b089-0bdd73bd64c7,Private room,Copacabana,0.0
9acc7b7d-8540-41ce-a89e-6ae1b5e5fb68,Entire home/apt,-unknown-,1.0
1de1c443-4439-48b1-a775-b5e7837c296e,Entire home/apt,Copacabana,0.0
ba5d403b-6632-4776-9e13-215636cb844a,Entire home/apt,-unknown-,0.0
7bd00f35-f2a7-4950-96b6-6f00cd4bf5da,Entire home/apt,Leme,0.0
4206b9ab-95b6-4d4d-aad5-3dbedf8b5604,Entire home/apt,Leblon,11.0
63a57970-b863-4aed-8689-43e71808a59e,Entire home/apt,Barra da Tijuca,1.0
4fb5033d-0ae8-42ba-9297-2c1328155c8f,Entire home/apt,-unknown-,0.0
fc09068b-3ae1-4c46-96d1-928da759a5f7,Entire home/apt,-unknown-,0.0
0e797345-6c89-4b02-a1e8-94eb00331837,Shared room,-unknown-,0.0
23e92355-d145-476e-878c-754881099ac9,Entire home/apt,-unknown-,6.0
86438b85-8d9b-4ec6-871b-64d4fdf59da5,Entire home/apt,-unknown-,0.0
ce2ba967-18e8-482a-b946-fe1df8e187ed,Entire home/apt,-unknown-,0.0
938643d9-7720-4a12-9c49-b8f7aa84fef8,Entire home/apt,-unknown-,0.0
cf0b0f2f-ce10-471d-92ad-1ac2c1f52281,Private room,Copacabana,10.0
72b69cc4-fa38-44b3-8901-347279cf1a4c,Entire home/apt,-unknown-,6.0
d8f004d9-a6ff-4704-916d-9b6e89ba87bb,Entire home/apt,Ipanema,0.0
b4f942d0-20f1-4845-9677-cfb4e12a5d78,Entire home/apt,Copacabana,0.0
c31789d5-cd99-47df-931a-1eba8bd99ea2,Entire home/apt,Copacabana,38.0
9f53b6c7-5cbf-4c73-9bc8-31322e702b69,Entire home/apt,Barra da Tijuca,0.0
529987d3-a6fb-4654-baf4-0b78f0bf8b06,Entire home/apt,-unknown-,0.0
3d7b4cb3-4f54-4daa-b0de-ff67d049c60c,Entire home/apt,-unknown-,0.0
6e899914-ed70-47a1-9eab-92fc8e8d91fb,Entire home/apt,-unknown-,1.0
0633ef1c-4478-413b-be50-24ee415942a1,Private room,-unknown-,0.0
bc0a1088-d293-429d-a1af-1c0e67e14c80,Entire home/apt,Ipanema,0.0
1774fb82-4aa9-40e1-8f1a-661bb12f8e6e,Entire home/apt,Leblon,0.0
0eeba5c3-330f-4ad2-9d56-af5bdeb49af2,Entire home/apt,-unknown-,37.0
82b1055e-9108-4947-8f28-ff49249c06d2,Entire home/apt,Copacabana,0.0
367ab51f-6112-4b43-bbc8-bf851edbf81b,Entire home/apt,-unknown-,21.0
37f7cff7-9319-4713-a744-85cb699f638b,Private room,-unknown-,0.0
7084ccaa-cf72-44fe-a777-29085cc02cb2,Entire home/apt,-unknown-,1.0
60fcc29c-5cce-48f9-9fa0-da73b4b5d906,Entire home/apt,Copacabana,62.0
fd1a4e2d-24fd-48dd-b538-dfb9665e55da,Entire home/apt,Copacabana,18.0
37031526-0e44-444c-af32-2fa204107e80,Entire home/apt,Copacabana,0.0
7523d74b-4f12-47ce-925d-aad0e82c208d,Private room,-unknown-,0.0
611f9476-5ae6-46af-8904-2cf799649c1a,Entire home/apt,Copacabana,4.0
8d9815a4-ce0a-4330-9b5a-5f9fbce1e64f,Private room,Santa Teresa,-34.0
a19ecb3a-a2c0-4201-ab0a-567f15224dca,Entire home/apt,-unknown-,0.0
5e0af345-4fac-4734-b034-4b5948d76cca,Entire home/apt,-unknown-,0.0
a21fcd5c-25ae-4a3c-aadf-4884914182c6,Shared room,-unknown-,0.0
3c6de735-407f-4c45-a3dd-efad159f12e5,Entire home/apt,-unknown-,1.0
5d8a312e-96a7-469c-b87a-9c09b9f5cd26,Entire home/apt,-unknown-,1.0
c45fa8ac-8d20-4bbf-a3f3-d5ae1b0d7b98,Shared room,-unknown-,4.0
71cd086a-4e3d-4ab7-b285-07db1c1a210b,Entire home/apt,Botafogo,6.0
8a2e7886-058e-430c-a2d1-9112b390de76,Private room,-unknown-,0.0
a909d441-3fe2-4687-aa79-7d399a43c3b8,Entire home/apt,Ipanema,20.0
6599ae6b-9a31-4beb-b24f-5796946e1147,Entire home/apt,-unknown-,0.0
abc678b0-c3b1-4733-9758-7dacc547ff61,Entire home/apt,Copacabana,0.0
8f66d3d5-d2b4-4c60-b98e-0c906ea33959,Entire home/apt,-unknown-,2.0
7999a223-216d-4e0f-8235-ce0b56def3f5,Entire home/apt,Lapa,15.0
55bfee3a-284f-46a2-85ca-2a8a05e2b2fd,Entire home/apt,Barra da Tijuca,11.0
36af9783-3115-4299-ad06-ac4e362c0e7e,Entire home/apt,-unknown-,8.0
44ed6264-0960-4296-9ed3-ce92ef379b1f,Entire home/apt,Copacabana,12.0
993b1e9c-b612-4aea-86b0-691f9dda1513,Entire home/apt,Copacabana,0.0
bc59ffbe-777c-4cb1-b377-e415bc4565b8,Entire home/apt,Santa Teresa,5.0
b0b95c79-a142-4768-b66c-1898d5b19df3,Private room,-unknown-,0.0
ee83ccd1-6153-4ee8-960e-5cb3de724ec5,Entire home/apt,Copacabana,0.0
ca39d9f3-986a-4227-92c4-769940079125,Private room,Lagoa,1.0
490a4900-c81a-47be-91ee-daa10f8dc7a8,Entire home/apt,-unknown-,1.0
c5e16c83-83eb-48c0-91a0-d47750416910,Entire home/apt,-unknown-,0.0
129ebc62-9c6e-4b58-a031-a961cbd982ae,Entire home/apt,Ipanema,8.0
56f687ef-c75e-4152-aae9-66e751690daa,Entire home/apt,-unknown-,0.0
fd1224d6-c6a7-4484-9b6f-85d6f94c1399,Private room,Leblon,2.0
0e64dd4d-81ac-401f-87ba-aa0143e722ed,Entire home/apt,Copacabana,0.0
d0773b6c-9bdd-4a7a-982e-b92c89f1116b,Entire home/apt,Lagoa,1.0
69f63fd0-bc18-4998-a160-613b06adea55,Entire home/apt,-unknown-,1.0
b2bf77a8-dfcc-45d3-82ab-a39d589e72c3,Private room,-unknown-,0.0
a78345c3-6b9d-46dc-ba86-ea83cc8d6696,Entire home/apt,Catete,1.0
a16dd120-c19a-4178-9192-78d4ed9afe59,Entire home/apt,Flamengo,8.0
b5fb954d-5e74-4512-90c7-067649674f41,Entire home/apt,Ipanema,0.0
074f25cc-6c15-40c2-be14-9f00ec15e8c3,Entire home/apt,-unknown-,0.0
5a66934a-1e1a-4726-bb46-84a6266b38ff,Private room,-unknown-,0.0
37f287fe-3eab-4217-86fb-b7a548fe68a3,Private room,Laranjeiras,2.0
47c9a2ff-b72a-4030-b7f8-37cb09248743,Entire home/apt,-unknown-,1.0
0839678a-e917-4cbb-b783-1a96c579ec4d,Entire home/apt,-unknown-,0.0
d4ae46ff-486f-4a81-80bb-42742a7835a9,Entire home/apt,Vidigal,0.0
bc4cfd85-b536-4ce4-8f84-165bc5e52d66,Entire home/apt,Copacabana,10.0
4328cdb0-8e17-4f4e-ba7a-0c1536fdde81,Entire home/apt,-unknown-,0.0
ea356fca-e04b-4ecf-892e-9bd6af79db16,Shared room,Glória,1.0
e670c8f5-b731-4dee-ac09-04d6d288ae90,Entire home/apt,Ipanema,43.0
517e1048-f3a0-4fd1-96c4-de4da53f1846,Private room,Tijuca,0.0
b43cb081-e18b-4581-8bef-a91b96f9f570,Entire home/apt,-unknown-,3.0
74b508e4-503b-4fbd-aac5-0f36f0ff2fa3,Entire home/apt,Lapa,10.0
112a81e2-92b9-45db-ae94-91d160556d02,Entire home/apt,Barra da Tijuca,0.0
f9d222c5-7868-481b-be12-b6ff83a84ae8,Entire home/apt,Copacabana,147.0
1d9ffaac-f557-41dc-927a-5120457d65d0,Entire home/apt,Copacabana,0.0
e9bd532f-445c-4e97-a709-04cea7d0c1c3,Entire home/apt,-unknown-,6.0
302a11bb-9c51-45f7-976f-54c619676c04,Private room,São Cristóvão,0.0
9650e54f-0c08-4219-b6e1-0b5e87919701,Entire home/apt,-unknown-,0.0
edd295f4-349a-4dd3-aa4a-22f38a9db507,Entire home/apt,Recreio dos Bandeirantes,0.0
04608b02-6418-4bdf-b1c8-2905d8382d52,Entire home/apt,Copacabana,0.0
1a9ae7a4-f92e-47bb-8811-aca3dbe388e0,Entire home/apt,-unknown-,0.0
73a0b3d7-8145-4ee5-88a3-7b5c7288a3fd,Entire home/apt,Lapa,0.0
4124c6ef-c37e-4183-83ef-87b6081f4ca4,Private room,-unknown-,0.0
777cdd46-ce83-4c5f-8295-490e57af2497,Entire home/apt,Copacabana,2.0
b1759ba2-e038-402e-a8e2-bc9f0b9bb46d,Entire home/apt,-unknown-,44.0
376f02b5-7435-47f0-be8f-c7b14ac01814,Private room,-unknown-,0.0
3d25156f-3e08-4f69-93fa-4f7a8e28a8bb,Private room,Glória,41.0
97e60419-1039-4ada-beb0-525266459ba1,Entire home/apt,Copacabana,11.0
cf39cadf-916f-49cd-8b8b-68732a60b6e4,Private room,-unknown-,0.0
3f621c32-d14d-4c94-9205-7ad595668ab6,Entire home/apt,-unknown-,14.0
4cf9c747-9179-4195-a62e-4ca8a7ae199e,Private room,Ipanema,2.0
ca35f737-41dd-4034-b4c7-b98ee173fd7e,Entire home/apt,Copacabana,0.0
dc4a9539-d8b9-496c-bd30-c0aa6169298c,Entire home/apt,-unknown-,1.0
a366368c-9db2-44dd-966b-adbfdb00694f,Entire home/apt,-unknown-,0.0
4435b4fb-80e6-40a9-97dd-eb79adaa59de,Entire home/apt,Ipanema,0.0
4368aba7-0ce5-4853-846b-0df756997e82,Entire home/apt,Recreio dos Bandeirantes,9.0
a04fdf6d-6dc4-476f-9d31-b876c8e41b98,Shared room,-unknown-,27.0
4e17cce5-b33a-4642-a724-8459347ba7a0,Entire home/apt,Copacabana,3.0
db081726-33e8-416f-a70a-c6ed34a08163,Entire home/apt,-unknown-,0.0
cef074bc-24d3-4d64-a93a-9d1d50c347c6,Entire home/apt,Flamengo,3.0
54ec2b0d-0bb3-427e-ab2c-1d6f211ce024,Entire home/apt,Flamengo,0.0
af76a185-4882-4129-86c8-42eb95f0dd2b,Entire home/apt,-unknown-,0.0
fb259867-63c2-4104-884d-3da4225a2fbb,Private room,Vila Isabel,0.0
9da1dd05-4e2e-4a99-b621-0c73c0360020,Private room,Barra da Tijuca,0.0
693500a6-f585-493b-91f0-98df040d443e,Entire home/apt,Leblon,5.0
4c5b01d5-c81d-4963-aace-a671f849a47f,Private room,Botafogo,0.0
2794cc67-37ed-4d47-974b-cf3c113003ec,Entire home/apt,-unknown-,0.0
57996096-1f5e-4e6f-aae6-3cbe4d00ffa0,Entire home/apt,Copacabana,0.0
f3a17ab7-d7bc-4a6d-90a0-a0e951647893,Entire home/apt,-unknown-,0.0
e5c5c4ad-60f1-4a94-82e7-08a1ad9e5524,Entire home/apt,Lagoa,4.0
2cd4a2cc-b5a2-4e31-8ad9-ed0488cc1f24,Entire home/apt,-unknown-,0.0
eea6cfd0-561a-4c21-b1f8-f30361e1f707,Private room,-unknown-,0.0
6421b190-715a-44a0-93af-f5a33ecdc512,Entire home/apt,Copacabana,0.0
4e9ff89b-67b0-47ac-bcac-fbf89b6e918b,Entire home/apt,Copacabana,0.0
1450b242-d9e6-468f-b22f-d8f352764839,Private room,-unknown-,0.0
2086e117-bd00-4d7a-8f61-6cc2620f7f90,Entire home/apt,Barra da Tijuca,0.0
bd6b3c8e-1188-49d8-b5aa-b995d181a9f3,Entire home/apt,Copacabana,0.0
89b96067-e0bc-4466-a455-fb86e41d6516,Private room,-unknown-,6.0
6ca11747-8bdb-4b3f-8cd5-187265e41ed8,Entire home/apt,Ipanema,5.0
13cb1efe-17d4-4b90-8e1c-742b06e9b05f,Entire home/apt,Ipanema,0.0
0d417219-2a9a-4775-8701-108a8edd337d,Entire home/apt,-unknown-,2.0
7f79dae1-d79a-4366-a440-ded519e06104,Entire home/apt,-unknown-,2.0
5124a24e-fa5f-4ce1-be33-b1e45190b7b6,Entire home/apt,Lagoa,1.0
15492428-bb62-4d35-9a60-4efd82aa56aa,Entire home/apt,Humaitá,0.0
edd5e954-4bb3-4b29-84bb-0017ec176078,Private room,Santa Teresa,0.0
b6dd5a42-9aa8-4f90-b530-63dca269d6bc,Private room,-unknown-,1.0
8ac99c21-61ed-435b-b46c-e90ddda55f16,Entire home/apt,-unknown-,0.0
f466fbf4-1d24-491a-95b0-839bc4ac008f,Entire home/apt,-unknown-,0.0
85e0dff0-4074-4d47-9ef2-be6737f44423,Entire home/apt,-unknown-,1.0
fa34338e-c0a5-464d-a566-186b86f006f7,Entire home/apt,Copacabana,1.0
d8bb1f51-f56f-4b29-8017-6c93e6f2db8d,Entire home/apt,-unknown-,0.0
50813a29-c35c-4441-b222-f05dde4be684,Entire home/apt,-unknown-,0.0
b1edb338-94c2-4f3b-9ccf-ad91516b84cd,Private room,Barra da Tijuca,10.0
7fbb368c-87ba-40e1-8b8c-e35093db9a8f,Entire home/apt,Recreio dos Bandeirantes,20.0
7315427c-d5e1-4b85-b2c0-52a64fc272cd,Entire home/apt,Flamengo,9.0
77cee0fc-d811-4f05-a65d-8827272897d5,Entire home/apt,Flamengo,0.0
6da06fb1-2eee-41ac-a2f0-1319de0b58c4,Entire home/apt,Copacabana,32.0
88cb6ded-f2fb-45cc-940f-0ce1fa66f995,Entire home/apt,-unknown-,6.0
aa122c21-1ba9-496e-b196-e67fe2d9c867,Entire home/apt,-unknown-,0.0
4510c3f3-0304-4084-a064-a588fbf1e8f4,Entire home/apt,-unknown-,0.0
b4df9a6a-a89b-4d1e-8165-3da3d42bcb4f,Entire home/apt,-unknown-,0.0
7bd62395-d80b-433e-b404-9d4ef1ec3c67,Private room,Ipanema,128.0
a2615850-877c-486f-8607-e281dbdf86d4,Entire home/apt,Copacabana,3.0
b94ccfd8-62a7-4b64-ad28-00a7417b07a7,Private room,-unknown-,1.0
52b84899-b8a1-48bd-9c09-af07df73994f,Private room,-unknown-,25.0
aaf35dbd-3f9d-4bdd-a7b5-e8046ed74df6,Entire home/apt,-unknown-,0.0
1478255b-590a-4080-bb9e-48ee4234afb3,Entire home/apt,-unknown-,1.0
55e267cd-0c2d-4e36-98ed-c09141d12aa7,Private room,-unknown-,11.0
4e8fd27b-2476-4b7e-8612-106bb8122d1a,Private room,-unknown-,0.0
a14c92fb-d228-4c49-9438-b563e7df4391,Entire home/apt,Ipanema,10.0
10c9d3b4-f63c-4337-92b4-1a35c033b071,Entire home/apt,Copacabana,81.0
70fd7478-4a35-42e1-be1e-eb6202d13a37,Entire home/apt,-unknown-,0.0
a9a421e9-2311-434b-a357-4cf4bc3b3657,Private room,Recreio dos Bandeirantes,0.0
707d33a4-f377-4ed9-834d-a8a0871314b1,Entire home/apt,-unknown-,19.0
e43bf2d3-df5f-4cab-a2b6-92eb775cdab2,Entire home/apt,Botafogo,7.0
96ad64b9-6e84-4b48-9065-1f8636c2b82e,Entire home/apt,Copacabana,0.0
0bf7e438-7738-4652-ae87-75fd760d7ef1,Entire home/apt,Ipanema,15.0
e816b9e4-986e-41ba-8617-33fea3e526e5,Shared room,Glória,3.0
4941a259-7579-434c-8b64-09491ff8b3de,Private room,-unknown-,3.0
15c21a74-7284-4243-a341-d899c5cde9ea,Entire home/apt,-unknown-,0.0
a89f1f6f-3b3c-4ad9-ba3c-cecc390a15ec,Entire home/apt,Copacabana,0.0
4118fbad-6a7d-4fa0-b3c0-c465ddcae51d,Entire home/apt,São Conrado,0.0
190ce7bc-77a7-4918-90d4-82b655e86bb3,Entire home/apt,Ipanema,0.0
3e780a22-1389-4b3e-94fb-e42ed1af5754,Entire home/apt,Copacabana,37.0
632f8833-ab28-4909-9ccc-bf3b55d6d348,Entire home/apt,Copacabana,15.0
a73ce3ce-7e0b-4951-b50b-fde4932ae00d,Entire home/apt,Copacabana,2.0
327d28e0-3fd5-4cad-a616-ff2b6bad4364,Entire home/apt,Urca,15.0
eadf5c17-5e53-4433-82c8-29936f3923ee,Entire home/apt,Ipanema,11.0
af103f8b-a93c-4700-8e1f-9d9d386f724e,Entire home/apt,Santa Teresa,23.0
0f06f335-e5a9-438b-9f19-cf3c96f14c25,Entire home/apt,Copacabana,2.0
fba58e71-6f89-4fb5-a683-db3d2e1bf73e,Entire home/apt,Copacabana,0.0
e739c588-f94a-4bae-ae62-55ac6ad5b4b3,Entire home/apt,Barra da Tijuca,0.0
ab8b0541-c4a3-4f99-a9db-1054a02eac8a,Private room,Flamengo,0.0
933f1ea1-cdaa-41ce-8a93-fca1339c790e,Entire home/apt,-unknown-,0.0
f7381fca-96e8-489d-bf14-103783f68f4b,Entire home/apt,-unknown-,24.0
9d76ac2f-8b8b-4899-9d76-60195286f598,Entire home/apt,Ipanema,0.0
a6ab4415-1f9f-41d8-96f3-d769aff31b0c,Private room,-unknown-,0.0
70c61ba8-dfd8-4b76-9bec-864cdd93de20,Entire home/apt,-unknown-,0.0
deee346e-4b31-4de8-9a53-99549e3a37ca,Entire home/apt,Leme,0.0
e0821b11-543e-4219-bf5d-01466cf911f8,Private room,Botafogo,9.0
ceecb2df-64a8-403e-a438-19b30e9cc7ef,Entire home/apt,Jardim Botânico,0.0
82b34d46-08be-487b-96d8-7824569cec51,Entire home/apt,-unknown-,42.0
ead3bee1-6ffa-447a-acf7-20e3b66653c3,Entire home/apt,Copacabana,4.0
cb9925a8-c46f-4062-a3ee-d930d62e66c1,Entire home/apt,-unknown-,0.0
62f61f46-ead1-41c7-88d3-eca8dde324e8,Entire home/apt,Botafogo,0.0
1803950d-acc2-4987-a2bc-e5e87dd7722e,Private room,-unknown-,0.0
68d93006-c0a7-41c5-8e05-a94cfceb93ad,Private room,Recreio dos Bandeirantes,0.0
c40058d3-2b83-4d7b-af7f-5a8d9c1283b0,Entire home/apt,-unknown-,10.0
0ebf4b30-6381-43b9-9a14-9f060619f3ee,Entire home/apt,Barra da Tijuca,0.0
af8e3de6-a49e-4d61-81a3-e5133eabdd39,Entire home/apt,Botafogo,0.0
a6c55c35-ca9f-46cc-95e3-6bf851de63e4,Entire home/apt,-unknown-,3.0
0ca874ee-85db-4b89-9172-76e53b3deb16,Entire home/apt,-unknown-,0.0
30ae6ea4-7f49-4d68-a65a-22cca4ebf7c4,Private room,Ipanema,148.0
35382c7b-73bb-4052-8a68-31dcc2db3778,Entire home/apt,-unknown-,1.0
49ee37ec-5938-47ba-b987-3e8dab1121ee,Entire home/apt,-unknown-,0.0
71d5be17-86c9-443e-ae2f-00dbad9c9d6d,Private room,Centro,23.0
b37a6fb0-345a-4569-9553-cb3b0455bda8,Entire home/apt,Ipanema,0.0
9aede6ba-e9e5-4946-b024-40f3b5655d4c,Private room,-unknown-,3.0
0c777b79-f60a-4952-81d7-b58f5826a12f,Private room,-unknown-,0.0
af0c8358-4124-4c1b-adf6-c520c8b8b8b2,Private room,Ipanema,3.0
aee71003-3a2c-4d8b-8d5f-e0c7f5aec8d0,Entire home/apt,-unknown-,1.0
be0c9720-48f5-4552-b423-2fa6a0e2fbdd,Entire home/apt,Copacabana,0.0
bcab19dc-1a38-421b-8ae8-de65940f3e02,Entire home/apt,Gávea,0.0
43101f39-2891-499d-82bf-44a23a162d91,Entire home/apt,Copacabana,2.0
0ef60326-ac87-4d36-979c-9188b16f0bb0,Shared room,Copacabana,41.0
261a714b-a362-4e7e-976d-265fcd11f416,Private room,-unknown-,0.0
2aec91af-151a-4a18-9252-6a24662eb726,Entire home/apt,-unknown-,0.0
38438a72-5171-4cca-bb4e-dcf439505916,Entire home/apt,-unknown-,1.0
c3ca5370-c54b-46a8-bd51-1ed91f814f43,Shared room,Ipanema,4.0
f2db355f-69a3-45b8-8505-633c06f32f58,Entire home/apt,-unknown-,1.0
b105af6c-5ae2-4dc7-a156-1df031474c90,Private room,Copacabana,3.0
aad31c0c-3e28-4bb9-bebc-533470828116,Entire home/apt,Copacabana,0.0
c3378260-7685-46ca-9c26-629ac1b5bed8,Entire home/apt,Copacabana,2.0
ba1db2d4-5b8d-4732-82c1-044de23d8c0f,Private room,Copacabana,24.0
ab08daa0-7984-4163-9e2d-7a7b024e44ab,Entire home/apt,-unknown-,0.0
053c1e1d-d90e-43c6-913b-f2aa564de2fc,Entire home/apt,Copacabana,0.0
6887f140-fcec-4cfc-974c-edea52b77d9c,Private room,Copacabana,0.0
e14660b7-40df-424c-891e-9dc03c926fe1,Private room,Flamengo,-25.0
161a4a45-f881-4f5e-8e98-e71e900cba40,Entire home/apt,-unknown-,0.0
2885b104-6c54-4b78-9aaa-85832f64fb31,Entire home/apt,Copacabana,5.0
cc44acd5-1cd6-4115-ab07-26cb01c8e253,Entire home/apt,-unknown-,0.0
fe06e23b-0acc-4195-b249-96b67122721d,Entire home/apt,-unknown-,0.0
51c80491-7816-4f6a-8ce6-b42134389824,Entire home/apt,-unknown-,0.0
728e9019-e814-46af-a1d8-d67bdd02b196,Entire home/apt,Santa Teresa,0.0
15a729f0-e11a-4d49-813b-928eb7b549ed,Entire home/apt,-unknown-,0.0
1e67a52f-85c1-41db-822a-c30a0a88a46a,Entire home/apt,Copacabana,28.0
822e0c67-787f-47cd-991e-18a32521abb0,Entire home/apt,-unknown-,1.0
a1efcdd8-efa5-42cc-96ed-de06c275bd77,Private room,-unknown-,0.0
896adf4d-8a20-4507-a351-f676487bef2c,Entire home/apt,-unknown-,0.0
ef8ae835-1679-4927-b7bf-2458b34ee07c,Private room,-unknown-,0.0
55bbef99-5626-48b7-a19f-de2c6d1fd5b6,Entire home/apt,-unknown-,0.0
13fb4a3f-1f67-4701-9748-87d72aa319ee,Entire home/apt,-unknown-,9.0
662a330a-ee26-4d7d-a361-17bc667b95aa,Entire home/apt,-unknown-,0.0
5dc556f1-808f-4a47-b31f-876c6ed32a16,Entire home/apt,-unknown-,1.0
867a99f2-f1c8-4c20-9369-84f89ed09844,Entire home/apt,-unknown-,0.0
e242640a-a78a-414e-877b-b9a165b73176,Private room,-unknown-,8.0
ff6f4aeb-9988-4d3f-8d3f-2f20734d3388,Entire home/apt,Copacabana,9.0
db2c6eb4-8fd3-4c2f-a4ac-a6b2f913dad3,Entire home/apt,Leblon,2.0
c9d96d24-da62-423a-80ba-59f4d9c73c4e,Entire home/apt,-unknown-,1.0
9d0755a2-367a-437c-9089-059b3e1cc625,Entire home/apt,-unknown-,0.0
3f62af46-d7da-47e7-9d53-8115638862f5,Entire home/apt,Copacabana,78.0
c773b536-f35f-4073-9de8-b7a0138b7dbd,Entire home/apt,-unknown-,0.0
732429e1-4521-44ed-87a0-757b61f7f2f7,Entire home/apt,Vidigal,137.0
f424de8e-f9df-4ca2-93ed-555b4fc026f9,Private room,Botafogo,39.0
d29f8a3f-9da6-4e62-a9df-ee5fbf4c167d,Private room,Gávea,1.0
5072a5d5-4f97-40ce-aed6-c19a5c0b6e07,Entire home/apt,-unknown-,0.0
a1d1f812-4a5a-4af4-a93a-b37dd0abed0b,Entire home/apt,Flamengo,57.0
9783533c-42ae-481e-b75f-31f40ec68c7d,Entire home/apt,Leme,4.0
71b903ea-2153-492b-a824-9bb297a2042f,Entire home/apt,-unknown-,1.0
57190cdb-6285-4462-84e0-74a4d9de0146,Entire home/apt,Lapa,4.0
9566e5c4-76e6-4cec-856e-8ae98cccac8f,Entire home/apt,Botafogo,4.0
b68560fc-5880-4767-bf13-cdd758024954,Entire home/apt,Botafogo,1.0
535d38ff-a9af-41b2-8a73-79712725ae18,Entire home/apt,Copacabana,2.0
f8f15ad4-3543-49d3-aeb3-20940cad0fc1,Entire home/apt,-unknown-,0.0
e8154345-ebb2-43bd-9f29-75f71fa041da,Entire home/apt,-unknown-,15.0
db4f1b29-d942-4b7e-8aa2-3bf6f4c09c21,Shared room,Copacabana,0.0
42ef2f13-bc5c-4f76-8e40-d537953acbd4,Entire home/apt,-unknown-,0.0
780c8fdc-a476-4a03-8631-7c74f4d8d09c,Entire home/apt,Copacabana,2.0
7da25fda-3eb7-4e47-a1c7-1ec458df68a0,Private room,-unknown-,3.0
4ac4dfcd-4369-462f-9c1f-c428a73f678a,Entire home/apt,Copacabana,1.0
2f45d8f6-be92-421b-8251-0e9637b14d89,Shared room,-unknown-,0.0
518c0293-9033-45eb-8c6a-ef8a01d050e4,Entire home/apt,-unknown-,0.0
79a03677-9b38-4338-95c1-49673003593c,Entire home/apt,Copacabana,0.0
