incident_id,timeline.incident.day,timeline.incident.month,timeline.incident.time,timeline.incident.year,actor,action,attribute.confidentiality,attribute.integrity,attribute.availability,asset,asset.variety,confidentiality.medical_records,confidentiality.payment_records,confidentiality.personal_records,confidentiality.total_record_count,victim.employee_count,victim.state,victim.country,victim.victim_id,summary,reference
09E06F34-1AE3-4FF3-A22E-2222C7F516D0,7.0,10.0,,2010,external,physical,True,False,True,user dev,u - desktop,928.0,0.0,0.0,928.0,1 to 10,CA,US,"Lorenzo Brown, MD, Inc.",,
4F92AED3-94C0-4496-BA31-B33294BC630F,17.0,9.0,,2014,external,hacking,True,True,False,server,s - web application,30000.0,0.0,0.0,30000.0,small,CA,US,Reeve-Woods Eye Center,"I am writing on behalf of Reeve-Woods Eye Center (the Eye Center), which is an eye clinic with two facilities: (1) 460 W. East Avenue, Suite 110, Chico, California 95926; and (2) 6009 Pentz Road, Paradise, California 95969. We recently discovered a security breach of the Eye Centers computer systems that may have compromised the privacy of patients personal health information. We are sending this letter to you to notify you of a possible breach of your personal information as part of our commitment to patient privacy.  On September 17, 2014, our information technology consultant discovered that unknown individuals had breached the Eye Centers server and installed malware on two computers, one at each facility. The malware was capturing screenshots (i.e., a copy or image of what is seen on a computer screen at a given time) which included patients protected health information. We suspect the malware may have been installed in or around August 2014. The following is a non-exhaustive list of the types of information about patients that may have been accessed: name; social security number; date of birth; home address; phone numbers; dates of service; Medi-Cal ID number, Medicare ID number, and/or other insurance information; information regarding Medi-Cal appeals; diagnosis codes; treatment information; and medical history.",http://www.phiprivacy.net/reeve-woods-eye-center-notifies-30000-patients-after-malware-discovered-on-computers/; https://oag.ca.gov/system/files/3041402_1_0.pdf
247E3DF0-B5C6-40FD-8CDD-EB99C811874F,,,,2011,external,physical,True,False,True,media,m - documents,0.0,0.0,0.0,0.0,1001 to 10000,,GB,Medway Maritime Hospital,"Sensitive data has gone missing entirely. During an office move, a consultant filled two black bin bags with the contents of their desk, both of which went missing after being left unattended.    The consultant faced disciplinary action for the breach.",http://www.kentonline.co.uk/kent/news/hospital-faxes-patients-records-to-27296/
72C7FAAB-34AC-4FA5-A0E1-E0BD6D1C06AE,,2.0,,2012,external,misuse,True,True,False,person,p - end-user,0.0,0.0,834.0,834.0,1001 to 10000,FL,US,South Miami Hospital,"Following a recent trend of tax fraud resulting from patient data breaches, there are now more details regarding the patient data breach at South Miami Hospital involving 834 patients that occurred between June of 2011 and February 2012.  Photos have now surfaced of convicted identity thieves Alci Bonannee and Chante Mozley taking money derived from stolen tax refunds out of Florida banks. According to NBCMiami.com, those refunds belonged to Joseph Szot and can be traced back to his identity being stolen while he was a patient at South Miami Hospital. Bonannee and Mozley allegedly paid South Miami Hospital respiratory therapist Betty Cole for patient data that included Social Security numbers.  Baptist Health, which owns South Miami Hospital, released this statement back on Mar. 1 (via PHIPrivacy.net):  Baptist Health says its privacy office has recently learned that a South Miami Hospital employee inappropriately accessed 834 patient records.  According to the hospital, the records, dated from June 2011 through February 2012, included patient names, dates of birth and Social Security numbers.  The breach came to light during a collaborative investigation with federal law enforcement officials.  The hospital said the investigation showed that the employee disclosed information to individuals involved in filing fraudulent tax returns.  The South Miami Hospital employee has been terminated, and efforts are underway to prosecute the individual to the fullest extent possible, said the hospital. The only details previously available had been the hospital stating that the employee disclosed information to individuals involved in filing fraudulent tax returns. NBC 6 said that it reached out to Betty Cole but she refused to be interviewed.",http://healthitsecurity.com/2013/03/15/new-details-emerge-in-south-miami-hospital-data-breach/; http://www.nbcmiami.com/investigations/Hospital-Identity-Theft-Growing-Amid-South-Florida-Hospitals-197866811.html; http://www.phiprivacy.net/?p=11930
967e4890-df6c-11e7-98c9-5b20d709bc39,23.0,3.0,,2017,internal,misuse,True,False,False,server,s - database,5511.0,0.0,0.0,5511.0,1001 to 10000,MO,US,Children’s Mercy Kansas City,"On March 23, 2017, Children’s Mercy Kansas City in Missouri suffered a security incident involving patient information.  Children’s Mercy said it discovered an unauthorized website containing information collected by one of the hospital’s physicians. That employee was reportedly using the website to create an educational resource.",http://healthitsecurity.com/news/5.5k-patients-affected-in-childrens-mercy-security-incident
D7AD0874-C743-471C-AE35-1F22207D01A6,22.0,2.0,,2010,external,physical,True,False,True,media,m - tapes,1860.0,0.0,0.0,1860.0,1 to 10,MA,US,"Daniel J. Sigman MD, PC",,
2BECA049-709F-4D3E-A674-2081859DD3CD,,,,2013,internal,error,True,False,False,media,m - documents,0.0,0.0,150.0,150.0,101 to 1000,,GB,Leicestershire Partnership NHS Trust,"More than 150 letters containing results from a school programme measuring children's heights and weights were sent to the wrong addresses a fortnight ago. The issue came to light when a head teacher contacted Leicestershire County Council and a parent Leicestershire Partnership NHS Trust, which was responsible for sending out the letters. ",http://www.thisisleicestershire.co.uk/Children-s-health-details-sent-wrong-parents/story-19144883-detail/story.html#axzz2UryGFoOQ
C2351F96-356D-4E6A-B368-3BB75FB974E3,,,,2009,internal,misuse,True,False,False,server,s - database,0.0,0.0,0.0,0.0,1001 to 10000,AR,US,Arkansas Childrens Hospital,"Former hospital employees who retained PHI following their termination at an Arkansas hospital did not commit a HIPAA violation, according to an Arkansas court decision.  Pam Howard previously worked at the Division of General Surgery of the University of Arkansas for Medical Sciences, also serving as director of the Burn Center at Arkansas Childrens Hospital. Eben Howard was employed by the Cardiology, Cardiovascular, and Cardiothoracic Surgery Department of Arkansas Childrens Hospital, according to the Eastern District of Arkansas Western Division.  The duo reportedly began to question Arkansas Childrens Hospital about how it billed the federal government. Specifically, they claimed that certain individuals created false records that caused Arkansas Childrens Hospital and third parties to bill the federal government for patient care and procedures.  Through normal job functions, the plaintiffs collected PHI, which they maintained after they had been terminated from the hospital. The information was then given to their attorney in anticipation of the pending court case, according to the decision. From there, Arkansas Childrens claimed they had committed a HIPAA violation by acquiring PHI and then disclosing it to their counsel. However, the plaintiffs claimed that they were protected under the HIPAA whistleblower exception.    The defendants filed a motion for partial summary judgment on their defense that the plaintiffs are not entitled to whistleblower status under the False Claims Act, the decision explained. The plaintiffs, in turn, filed a response to the motion for partial summary judgment and a second verified motion to stay the time for a response to the motion for partial summary judgment in order to take depositions and to obtain discovery sought in a separately-filed motion to compel.  Citing another court case, the decision added that the plaintiffs believed in good faith that the hospital was submitting false claims and illegally billing the government:  To constitute protected activity, an employees conduct must satisfy two conditions. (1) it must have been in furtherance of an FCA action and (2) it must be aimed at matters which are calculated, or reasonably could lead, to a viable FCA action, meaning the employee in good faith believes, and . . . a reasonable employee in the same or similar circumstances might believe, that the employer is possibly committing fraud against the government. The decision explained that there were four main reasons that the court ruled that the plaintiffs qualified under the whistleblower protection and that HIPAA violations, therefore, did not take place. First, Arkansas Childrens is a covered entity, which makes it susceptible to certain rulings. Secondly, Pam Howard and Eben Howard were hospital employees and acquired the sensitive information under their normal duties.  Third, the plaintiffs believed that Arkansas Childrens Hospital behaved unlawfully, violated professional or clinical standards, or was endangering patient safety, the court explained. And finally, the disclosure was to attorney Brian Brown and to Luther Sutter, for purposes of determining their legal options with regard to their concerns. Therefore, the plaintiffs have met their burden of showing that they qualify as whistleblowers under the HIPAA regulations.",http://healthitsecurity.com/news/no-hipaa-violation-for-employees-retaining-phi-says-court; https://docs.justia.com/cases/federal/district-courts/arkansas/aredce/4:2013cv00310/93539/110
3A8F53C4-FDE3-4ABE-A306-BAB9D1174C14,,6.0,,2012,internal,physical,True,False,True,media,m - payment card,0.0,0.0,0.0,1.0,1001 to 10000,NY,US,"Adults and Children with learning and Developmental Disabilities, Inc","A Bay Shore woman who worked as an aide for mentally disabled adults was arrested Thursday accused of stealing the identity of a patient and going on a spending spree, Suffolk County police said.  For 21 years, Noreen Hanney, 38, of 1653 N. Thompson Drive, worked as a house manager for Adults and Children with Learning and Developmental Disabilities, Inc. (ACLD), police said. Detectives said the position allowed Hanney the access to the personal identities and banking information of the people living at the group home, located at 77 Vanderbuilt Blvd. in Oakdale.  Between June and September of 2012, police said Hanney used the debit card information of one of the mentally disabled residents and made several monthly payments on her 2008 Toyota Highlander. She also allegedly purchased airline tickets for a personal flight to Florida and withdrew cash multiple times at ATM machines, detectives said.  Sometimes she would use the [debit] card and sometimes just the number, said Det. Sgt. Mark Pulaski of the Suffolk police identity theft unit. He said in her job capacity, Hanney had access to the debit card number and ATM pin code. She was the caregiver for the mentally challenged people in the home. Their expenses had to be supplied and accounted for if they received federal and state monies, he said.  After the victim realized that more than $3,000 had gone missing from their bank account, Pulaski said the person reached out up the chain of command at the non-profit agency. The agency subsequently notified police on Oct. 9, he said.  Juliette McKenna, the director of development and community relations for the agency, said her organization discovered the theft using internal controls, and immediately notified police after noticing the alleged theft. McKenna said Hanney had access to the personal information of residents as part of her job, because most of the residents in the group home had limited capacity to understand and manage their finances. She said the agency conducted an internal investigation, which reflected that no other misconduct has occurred.  After the police department was notified, Hanney abruptly quit her job, McKenna said. It was at that point in October 2012, that she began working at the Association for Children with Down Syndrome (ACDS) in Plainview, according to a police news release. An organization spokesman said he believed the incident had nothing to do with ACDS.  Pulaski said that during the investigation, police conducted extensive surveillance operations on this subject. The investigation yielded Hanneys arrest on Thursday at her home in Bay Shore. She was charged with first-degree identity theft and is scheduled to be arraigned Friday at First District Court in Central Islip.  Pulaski said based on the nature of Hanneys job and her access to sensitive information, detectives are asking anyone who may be a victim to call the Identity Theft Unit at 631-852-6821. An investigation remains ongoing.",http://www.examiner.com/article/cops-aide-stole-identity-of-mentally-disabled-patient-at-oakdale-group-home
C4069257-1DCD-457A-AC6D-3938F7A95416,12.0,1.0,,2011,external,hacking,True,False,False,server,s - unknown,18871.0,0.0,0.0,18871.0,11 to 100,KY,US,Green River District Health Department,,
34467BDF-FF3A-4FF4-B26E-D8325FE56503,3.0,7.0,,2012,external,error,True,False,True,user dev,u - laptop,1137.0,0.0,0.0,1137.0,1 to 10,FL,US,"Luz Colon, DPM Podiatry",,
F2945D3A-3747-4A5C-AF05-2E781EEAA407,,,,2016,external,physical,True,False,True,media,m - documents,0.0,0.0,0.0,0.0,unknown,PA,US,Mountaintop Area Medical Center,Patient info taken from medical center,http://www.wearecentralpa.com/news/patient-info-taken-from-medical-center
9CEA2F1C-7BF0-43CE-B3D4-0DF6657001AF,2.0,11.0,,2010,external,physical,True,False,True,user dev,u - laptop,3159.0,0.0,0.0,3159.0,101 to 1000,MN,US,Mankato Clinic,,
0CA8005D-C670-41E3-8B72-291DEB3C7D76,,,,2014,internal,misuse,True,True,False,server,s - database,0.0,0.0,0.0,0.0,1 to 10,IN,US,"Empowerment Non-Emergency Medical Transportation, Inc.","From 2011 to 2014, in the Northern District of Indiana, the defendant knowingly engaged in a scheme to defraud Indiana Medicaid and knowingly misused the means of identification of Medicaid clients. As part of the fraud scheme, the defendant caused billings and claims for reimbursement to be sent to Indiana Medicaid for transportation services that were never in fact provided. Defendant Wanda Shorter caused billings and claims for reimbursement to be sent to Indiana Medicaid as well for the payment of inflated mileage claims and for medical transportation trips that had been cancelled and never occurred. Further, the defendant caused billings to be sent to Medicaid that were up-coded, that is, the defendants caused billings to be sent that were submitted for higher reimbursement amounts than were justified based on the actual transportation services provided. As part of the fraud scheme, the defendant knowingly used without lawful authority a means of identification of other persons during and in relation to her health care fraud scheme, including specifically that of multiple Medicaid beneficiaries. The loss caused by the fraud here was in excess of $1 million dollars.",http://www.databreaches.net/in-founder-of-empowerment-non-emergency-medical-transportation-found-guilty-of-fraud-identity-theft/; https://www.fbi.gov/contact-us/field-offices/indianapolis/news/press-releases/wanda-c.-shorter-found-guilty-by-jury-trial
0F2EFB3B-CE7B-4618-A68E-B35699A7566F,25.0,1.0,,2012,internal,misuse,True,False,False,media,m - documents,0.0,0.0,106.0,106.0,101 to 1000,FL,US,James A. Haley Veterans Hospital,"A volunteer at the James A. Haley Veterans Hospital has been accused of stealing patients identities and using that information to file fake income tax refunds of about $550,000, according to federal court documents. The scheme began on Jan. 25, 2012, when Rodriguez stole about 100 patients names and Social Security numbers from the official records of the VA hospital in Tampa, court documents said.  Rodriguez gave the patients information to Mitchell, who prepared and electronically submitted fraudulent income tax returns, authorities said. Rodriguez and Mitchell then used pre-paid debit cards, loaded with the illegally obtained tax refunds, to buy merchandise and make ATM withdrawals in Tampa and north Florida, according to court records.",http://tbo.com/news/breaking-news/haley-volunteer-accused-of-stealing-patientsx2019-identities-20130905/
7EE24C94-6C7E-432A-8FC3-DA44A782B98F,,,,2016,internal,error,True,False,False,server,s - database,498.0,0.0,498.0,498.0,11 to 100,,CA,Brant County Health Unit,PHI available on website,http://www.brantfordexpositor.ca/2016/08/09/health-unit-apologizes-for-security-breach
95DBE9A7-C65D-4B23-878C-63A19DBFBE00,1.0,3.0,,2016,external,hacking,True,True,True,user dev,u - desktop,0.0,0.0,31000.0,31000.0,1 to 10,MO,US,Laser & Dermatologic Surgery Center,fell victim to unauthorized access of its computer systems that may have led to the disclosure of certain patient information,https://www.databreaches.net/laser-dermatologic-surgery-center-notifies-31000-of-possible-phi-compromise/
7320B741-8C68-4638-AEDB-76D404A03E90,6.0,4.0,,2014,external,hacking,True,False,True,server,s - unknown,35357.0,0.0,0.0,35357.0,1 to 10,NJ,US,Orange Community MRI,"Orange Community MRI in New Jersey notified HHS of a breach involving their business associate, Vcarve LLC, who does business as MD Manage. The breach tool entry indicates that 585 patients were affected by a breach on April 6, 2014 that involved Unauthorized Access/Disclosure of data on their Network Server. ",http://www.phiprivacy.net/other-breaches-newly-disclosed-on-hhss-public-breach-tool/; http://www.hhs.gov/ocr/privacy/hipaa/administrative/breachnotificationrule/breachtool.html
E041C396-D7BE-48B6-BF6F-942A68141E31,16.0,5.0,,2013,internal,error,True,False,False,server,s - mail,0.0,0.0,0.0,0.0,101 to 1000,NH,US,Edgewood Centre,"Email was misdelivered to a distribution list.  The attachment contained a spreadsheet with employee names, SSN, bank account numbers and the amounts of transfers.",http://doj.nh.gov/consumer/security-breaches/documents/edgewood-centre-20130520.pdf
53ad2c30-e37b-11e7-8742-2bc46bd10713,11.0,1.0,,2017,external,hacking,True,True,True,server,s - database,0.0,0.0,0.0,0.0,small,IN,US,Little Red Door,"On January 11, 2017, TheDarkOverlord attacked Little Red Door with ransomware and demanded a payment of 50 Bitcoin (approximately $43,000) for return of the data. If the ransom wasn’t paid, the threat was that confidential information would be disclosed to the public. TheDarkOverlord wiped the company’s database and physical backups. Luckily, Little Red Door has much of the information in paper files and a cloud storage backup system and it is in the process of rebuilding the database and reconstructing the data. Its crackerjack IT folks will have the data back up and running this week. ",http://www.jdsupra.com/legalnews/cancer-services-provider-confronts-52149/
159D9559-F9B8-4CE0-970D-E16ACCB19FB0,,,,2010,internal,hacking,True,True,False,server,s - unknown,0.0,0.0,0.0,1.0,unknown,GA,US,Perry Hospital,"The tech, Rachael Rapraeger, pleaded guilty earlier this month to 10 misdemeanor charges of reckless conduct and one felony charge of computer forgery. She was sentenced to serve up to six months in a detention center, to serve 10 years on probation during which she can't work in the health care field and to pay a $12,500 fine.  The reasons she gave were vague. She told police she had personal issues that caused her to stop caring about her job, that she had fallen behind processing the piles of mammogram films that stacked up. So she went into the hospital's computer system, assumed the identities of physicians, and gave each patient a clear reading, an investigative report says. That allowed her to avoid the time-consuming paperwork required before the films are brought to a reading room for radiologists to examine, her lawyer Floyd Buford told the AP.  Her actions were uncovered in April 2010 after a patient who'd received a negative report had another mammogram three months later at another hospital that revealed she had breast cancer. As hospital staff began to investigate, it was determined that the doctor whose name was on the faulty report had not been at the hospital the day the report was filed. Rapraeger quickly confessed to her supervisor that she was responsible and was fired from her job about a week later, according to an investigator's report.",http://www.foxnews.com/us/2014/04/28/former-georgia-technician-falsified-nearly-1300-mammogram-reports/?intcmp=latestnews
4FB0C3B9-59FF-4760-94D3-6BA9F4ABD6AB,,6.0,,2016,external,physical,True,False,True,media,m - documents,0.0,0.0,27.0,27.0,unknown,,GB,Social Worker,stolen confidential documents from home,http://www.southwalesargus.co.uk/news/14544537.Council_could_be_fined_after_confidential_documents_stolen_from_social_worker__39_s_house/
6AA12732-978F-4E97-932B-0ED149B54E1E,,,,2016,internal,misuse,True,True,False,server,s - database,0.0,0.0,0.0,0.0,large,AK,US,Arkansas State Hospital,Identity Theft at Hospital,http://www.washingtontimes.com/news/2016/oct/6/ex-arkansas-hospital-orderly-sentenced-for-identit/
FD46C10E-290F-4656-BDBF-BEFECA9567FA,,2.0,,2016,external,hacking,True,False,False,server,s - database,0.0,0.0,1483.0,1483.0,unknown,ME,US,York Hospital,"York Hospital has been hit by cyber criminals who stole identifying information from employees, but the hospital says patient information was not targeted. A press release sent out Wednesday afternoon said there is no indication at this time that patient health information, which is stored on a system separate from staff employment information, was targeted in the Feb. 22 attack, nor was any medical information of York Hospital staff compromised. Jody Merrill, director of marketing, said employee names, addresses, social security numbers and 2015 wage information were stolen, but no bank information. She said she could not discuss the breach further, nor could she talk about how it was discovered because those matters are under investigation. York Hospital is working with the Boston office of the FBI to learn the identity of those responsible for this crime ""so that they can be prosecuted to the fullest extent of the law,"" the press release states. The hospital has engaged legal counsel for the benefit and future protection of the entire organization, and steps are being taken by information technology, human resources, and hospital leadership to ensure that no future thefts occur, according to the press release. ""I am very sorry that we have been victimized by these predatory thieves,"" said hospital President Jud Knox. ""My deepest apologies to all for the anxiety, disruption, and inconvenience this crime creates for everyone. I commit to providing protection and support for everyone at York Hospital."" Identity theft security and mitigation services will be available to all staff at no cost to them so that credit rankings, bank accounts and IRS status can be protected for the upcoming year, according to staff.",http://www.databreaches.net/me-data-breach-hits-york-hospital-employees/; http://www.seacoastonline.com/news/20160224/data-breach-hits-york-hospital-employees; http://www.scmagazine.com/york-hospital-breach-compromises-pii-of-1400-employees/article/479549/
C3F76200-3A77-4A27-8E9B-B7AD8FC35811,2.0,6.0,,2015,external,physical,True,False,True,user dev,u - laptop,9000.0,0.0,9000.0,9000.0,unknown,CA,US,Dr. Olartino Dyoco,"As often discussed on this site, health data breaches can stem from numerous areas. Covered entities and their business associates need to ensure they have a comprehensive data security plan, and are able to implement the necessary physical, administrative, and technical safeguards. However, accidents still happen, which is what two facilities are currently experiencing.  An office burglary and a case of improper disposal show how health data security approaches often need to be adjusted, to ensure that the same type of incident does not happen again.  Calif. physician notifies patients after office break-in  Dr. Olartino Dyoco sent data breach notification letters to patients after certain information was potentially exposed following an office break-in. Dyoco noticed on June 2, 2015, that his office had been burglarized, according to a copy of the breach notification letter. Several computers were stolen, Dyoco reported, containing information such as patient names, dates of birth, telephone numbers, insurance numbers, treatment codes, and billing information.  ""The circumstances that resulted in this breach were unforeseeable, and Dr. Dyoco assures you that he has heightened procedures and safeguards to prevent a recurrence of this situation,"" stated the letter, which was dated July 13, 2015. ""He added levels of encryption to his computer systems, and advised his staff with regard to security training anything to avoid this situation in the future.""  The incident was reported to the Fresno, California police department, and if individuals have questions they are encouraged to contact the medical office's attorney.  The data breach notification letter did not specify how many patients were potentially affected, or if there was some type of encryption on the stolen laptops. However, the letter did say that patients' ""security, confidentiality, integrity and privacy of patient personal information are highly valued by Dr. Dyoco.""",http://healthitsecurity.com/news/health-data-breaches-from-theft-improper-disposal; https://oag.ca.gov/system/files/dyoco%20notification_0.pdf; https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf
FCF697F0-8989-476A-A6A3-6EAD6998AED1,,,,2008,internal,error,True,False,False,media,m - documents,278.0,0.0,0.0,278.0,unknown,AK,US,Lincare,"Woman leaves husband, woman leaves PHI behind, estranged husband reports that he has access to the data.",http://www.hipaajournal.com/lincare-inc-ordered-to-pay-239000-cmp-for-hipaa-violation-8296/;  http://homehealthcarenews.com/2016/02/home-health-provider-hit-with-240000-hipaa-penalty/
1792BEAF-F290-41B4-920C-BA04368F73F1,25.0,9.0,,2012,external,hacking,True,True,False,user dev,u - desktop,0.0,0.0,600.0,600.0,small,HI,US,Waipahu Aloha Club,Employee noticed odd computer activity indicative of remote access. PII of patients is considered at risk.,http://www.phiprivacy.net/?p=10528
B4568990-DA66-4236-ACDC-F63753B4A556,23.0,5.0,,2013,external,physical,True,False,True,media,m - documents,0.0,0.0,0.0,4500.0,25001 to 50000,CA,US,Sutter Health,"Patients who visited Sutter Health's Alta Bates Summit Medical Center, Sutter Delta Medical Center, or Eden Medical Center may have had their names, Social Security numbers, dates of birth, gender, addresses, zip codes, home phone numbers, marital status, names of employers, and work phone numbers exposed.  The Alameda County Sheriff's office notified Sutter Health of the potential breach on May 23.  It is unclear what the source of the breach might be.UPDATE (06/10/2013): The information was found during a narcotics raid.  The personal information of nearly 4,500 patients was discovered.",https://oag.ca.gov/system/files/Patient%20Notification%20Letter_0.pdf?
B415B46A-E9A6-4B71-A798-ECECB8EE28AF,,,,2015,internal,error,True,False,False,media,m - documents,60.0,0.0,0.0,60.0,1001 to 10000,,NZ,Southern District Health Board,Email sent with confidential patient information ,http://www.pressreader.com/new-zealand/the-southland-times/20150302/281483569838911/TextView;  http://www.stuff.co.nz/southland-times/news/66841318/Privacy-breach-victim-slams-Southern-District-Health-Board 
B533254C-4713-4FE7-A9F8-412ABB4EC664,31.0,8.0,,2016,external,hacking,True,False,False,server,s - web application,644.0,0.0,4400.0,5044.0,101 to 1000,,AE,Al Zahra Private Medical Centre,"hacked last month by the individual calling himself ""websites-hunter"" ",https://www.databreaches.net/uae-al-zahra-private-medical-centre-hacked/
228596FF-904C-4220-88AA-6619C9B032EC,,1.0,,2015,external,physical,True,False,True,media,m - documents,3000.0,0.0,0.0,3000.0,unknown,TX,US,Hunt Regional Medical Partners Family Practice at Westlake,"Between January 16-17, 2015, a warehouse storing patient records at Hunt Regional Medical Partners Family The intruders had access to an area that houses the records for Westlake Medical Center patients seen prior to 2010. As a precaution, Hunt Regional Medical Partners will also cover the cost for one year for you to receive credit monitoring from AllClear ID Alert Network. If you have interest in receiving this service, please contact us at our toll free number at 855-854-2283. It is also recommended that you call the toll-free numbers of any of the three major credit bureaus below to place a fraud alert on your credit report. This can help prevent an identity thief from opening additional accounts in your name. As soon as the credit bureau confirms your fraud alert, the other two credit bureaus will automatically be notified to place alerts on your credit report. All three bureaus will provide you a copy of your credit report free of charge. Equifax: (888)766-0008; www.fraudalerts.equifax.com. General: (800) 685-1111, www.equifax.com, P.O. Box 740241, Atlanta, GA 30374-0241 Experian: (888) 397-3742; https://www.experian.com/fraud/center.html. General: (888)EXPERIAN (397-3742); www.experian.com; 475 Anton Blvd., Costa Mesa, CA 92626. TransUnion: (800) 680-7289 (888-909-8872 for freeze); http://www.transunion.com/personal- credit/credit-disputes/fraud-alerts.page; TransUnion Fraud Victim Assistance Department, P.O. Box 2000, Chester, PA 19022-2000. General: (800) 680-7289; www.transunion.com; P.O. Box 2000, Chester, PA 19022-2000 We are committed to protecting the privacy of our patients. Please do not hesitate to contact us with any questions at our toll-free telephone number, 855-854-2283, by mail or at our website www.hrmpprivacy.org. Sincerely, Chad Martin Director, Hunt Regional Medical Partners Practice at Westlake was vandalized. These records may have included health information, address records and social security numbers. Having recently purchased the practice formerly known as Westlake Medical Center, Hunt Regional Medical Partners Family Practice at Westlake is taking full responsibility for the potential breach. The protection of private information is something we take very seriously. After being informed of the incident, Hunt Regional Medical Partners and the local Sherriffs department began an immediate investigation and are in the process of notifying the affected patients. We have relocated the records and are reviewing internal procedures to determine added safeguards for the future.",http://www.phiprivacy.net/tx-hunt-regional-medical-partners-family-practice-at-westlake-notifies-patients-that-records-were-stolen-from-warehouse/; http://www.huntregional.org/sites/www/Uploads/files/HRMP%20Breach%20for%20Web.pdf
2001DC48-1808-4191-9540-CE40043AB8BF,,,,2015,internal,misuse,True,False,False,server,s - database,300.0,0.0,0.0,300.0,unknown,,CA,Sault Area Hospital,"A former nurse at the Sault Area Hospital has pleaded guilty to professional misconduct and has been suspended for three months for snooping into the personal health files of more than 300 patients. Marcella Calvano, 42, pleaded guilty Tuesday at a disciplinary hearing at the College of Nurses of Ontario in Toronto of professional misconduct and engaging in conduct that is unprofessional and dishonourable. Calvano admitted to allegations of violating the privacy of patients who sought treatment in the emergency department at the hospital in 2011 and 2012, while an employee in the hospital's surgical department. In an email response, SAH public affairs officer Rose Calabani, said the hospital would not be commenting on this issue because it is a personnel matter. According to a three-page agreed statement of facts, Calvano, who obtained her nursing diploma from Sault College in 1995, was initially employed as a casual nurse and moved into a full-time position at the hospital in 2000. She worked as a critical care float nurse in the Intensive Care Unit and Emergency Department before transferring to the surgical unit wing in the spring of 2010. Access to emergency patient records was never cut off for Calvano, as they should have been, the disciplinary hearing heard. The electronic tracker allows users to see who is in the emergency department, the client's date of birth, the primary complaint and order entries like lab work, diagnostic imaging results and all lab results. Hospital policy states that no employee is permitted to access patient files for whom they are not involved in the patient's circle of care.",http://www.saultstar.com/2015/05/06/former-sah-nurse-suspended-for-snooping
0E682AC9-8AE6-4D3D-9571-6BF24A827844,9.0,3.0,,2010,external,error,True,False,True,media,m - flash drive,3500.0,0.0,0.0,3500.0,unknown,CA,US,Advanced NeuroSpinal Care,,
3B0349DE-7AD0-4B80-BD23-966CA05E3280,12.0,7.0,,2010,external,physical,True,False,True,user dev,u - laptop,3830.0,0.0,0.0,3830.0,10001 to 25000,NM,US,SunBridge Healthcare Corporation,,
2F7B8440-BB96-46BE-8F97-EDC6300057E6,19.0,11.0,,2010,unknown,unknown,True,False,False,media,m - documents,845.0,0.0,0.0,845.0,unknown,IN,US,"Manor Care of Indy (South), LLC",,
2EFA3B2F-B5AE-491E-AA65-8D92ABE94163,,,,2015,internal,misuse,True,False,False,server,s - database,0.0,0.0,0.0,0.0,unknown,WV,US,Huntington Retina Center,"Teresa Lewis, 60, of South Point, Ohio, was sentenced yesterday to a year and a day in federal prison for defrauding the Huntington Retina Center, where she worked, United States Attorney Booth Goodwin announced. Chief United States District Judge Robert C. Chambers imposed the sentence.  From 2012 to 2014, Lewis, working as a billing assistant at the Huntington Retina Center, used her position to gain access to credit cards in the name of the Center and one of its doctors. Lewis used the cards to make more than $52,000 in unauthorized personal purchases. She pleaded guilty in March 2015 to two felony counts of access device fraud.  The Huntington Retina Center provides medical care for vision disorders, eye injuries, and eye diseases. As part of her sentence, Lewis must repay $52,317 to the Center.  The case was prosecuted as part of U.S. Attorney Goodwin's effort to combat employee theft from West Virginia small businesses. The United States Postal Inspection Service, the Federal Bureau of Investigation,  and the Huntington Police Department conducted the investigation. Assistant United States Attorney Erik S. Goes handled the prosecution.",http://www.huntingtonnews.net/115335
FEB6C666-8B88-4BF7-AAD8-51DEB6D38927,23.0,9.0,,2011,external,physical,True,False,True,user dev,u - laptop,1259.0,0.0,0.0,1259.0,1 to 10,TX,US,Health Texas Provider Network,Stolen laptop leaves 1259 records exposed.,https://ocrportal.hhs.gov/ocr/breach/breach_report.jsf
2592B70D-6080-4BD0-9FAA-E2FD4CC97C9D,27.0,4.0,,2012,internal,misuse,True,False,False,user dev,u - desktop,0.0,0.0,10000.0,10000.0,unknown,NC,US,"Bruce G. Peller, DMD, PA",Patient information that was held on a computer at Bruce Peller's dentist office was either stolen by Christopher Church or the information was sent from Peller to Church.   ,http://www.journalnow.com/news/local/article_66287b04-2f0b-5ec8-9ed2-3d850bdbb303.html
E1E9078F-3B98-4FE4-B4B0-5ED9EEE8642D,,5.0,,2013,internal,error,True,False,True,media,m - documents,78.0,0.0,0.0,78.0,unknown,,GB,Royal Free Hospital,A midwife lost an appointments diary in May which contained details of visits by 78 women to antenatal clinics between January and May this year.,http://www.hamhigh.co.uk/news/royal_free_hospital_in_clear_after_losing_medical_records_of_78_pregnant_women_1_2796643 (20130925);http://www.hamhigh.co.uk/news/royal_free_hospital_loses_document_with_pregnant_women_s_medical_details_after_midwife_blunder_1_2223847 (20130925)
