campaign,date,spend,impressions,actions
fish_snake_plains,1/13/15,20.62,2530,"[{""action"": ""clicks"", ""c"": 52}, {""a"": 5, ""action"": ""clicks""}, {""action"": ""conversions"", ""x"": 20}, {""y"": 51, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 40}]"
fish_snake_plains,1/14/15,36.08,4820,"[{""action"": ""clicks"", ""c"": 24}, {""action"": ""clicks"", ""x"": 52}, {""action"": ""clicks"", ""z"": 96}]"
fish_snake_plains,1/15/15,36.25,4140,"[{""action"": ""views"", ""x"": 42}, {""y"": 27, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 74}]"
fish_snake_plains,1/16/15,94.25,9565,"[{""y"": 85, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 10}, {""action"": ""conversions"", ""x"": 92}, {""a"": 61, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 34}, {""action"": ""conversions"", ""z"": 62}]"
fish_snake_plains,1/17/15,64.76,7323,"[{""a"": 54, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 81}, {""action"": ""clicks"", ""b"": 49}, {""action"": ""clicks"", ""x"": 61}, {""y"": 62, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 83}]"
fish_snake_plains,1/18/15,26.61,3980,"[{""action"": ""views"", ""b"": 55}, {""action"": ""clicks"", ""z"": 58}, {""a"": 91, ""action"": ""conversions""}]"
fish_snake_plains,1/19/15,11.37,1439,"[{""action"": ""clicks"", ""z"": 86}, {""action"": ""clicks"", ""x"": 46}, {""action"": ""conversions"", ""b"": 100}, {""a"": 80, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 28}, {""y"": 66, ""action"": ""conversions""}, {""action"": ""views"", ""c"": 99}, {""action"": ""views"", ""z"": 3}]"
fish_snake_plains,1/20/15,26.63,3129,"[{""action"": ""clicks"", ""x"": 48}, {""y"": 69, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 65}, {""action"": ""clicks"", ""b"": 93}, {""a"": 12, ""action"": ""clicks""}, {""y"": 67, ""action"": ""views""}, {""action"": ""views"", ""b"": 39}, {""action"": ""conversions"", ""c"": 26}, {""y"": 63, ""action"": ""conversions""}]"
fish_snake_plains,1/21/15,48.81,6017,"[{""action"": ""views"", ""z"": 58}, {""action"": ""views"", ""c"": 70}]"
fish_snake_plains,1/22/15,55.2,6351,"[{""y"": 38, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 32}, {""a"": 85, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 57}, {""action"": ""conversions"", ""c"": 57}, {""action"": ""conversions"", ""b"": 27}]"
fish_snake_plains,1/23/15,49.74,9043,"[{""action"": ""views"", ""c"": 34}, {""y"": 98, ""action"": ""views""}, {""action"": ""views"", ""z"": 41}, {""action"": ""views"", ""x"": 89}, {""a"": 28, ""action"": ""views""}]"
fish_snake_plains,1/24/15,23.47,3816,"[{""action"": ""clicks"", ""x"": 79}, {""action"": ""clicks"", ""z"": 14}, {""action"": ""clicks"", ""b"": 18}, {""a"": 64, ""action"": ""conversions""}, {""a"": 63, ""action"": ""views""}, {""action"": ""views"", ""c"": 51}, {""y"": 95, ""action"": ""views""}, {""action"": ""views"", ""z"": 28}, {""action"": ""views"", ""b"": 87}]"
fish_snake_plains,1/25/15,61.61,9280,"[{""action"": ""conversions"", ""c"": 14}, {""action"": ""views"", ""z"": 64}, {""action"": ""views"", ""c"": 42}, {""action"": ""views"", ""b"": 56}, {""a"": 90, ""action"": ""views""}, {""y"": 81, ""action"": ""views""}, {""action"": ""views"", ""x"": 7}, {""a"": 20, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 6}, {""action"": ""clicks"", ""c"": 62}, {""action"": ""clicks"", ""x"": 43}, {""y"": 85, ""action"": ""clicks""}]"
fish_snake_plains,1/26/15,36.69,6340,"[{""action"": ""conversions"", ""c"": 32}, {""action"": ""conversions"", ""z"": 72}, {""action"": ""conversions"", ""x"": 80}, {""action"": ""conversions"", ""b"": 5}, {""a"": 83, ""action"": ""conversions""}, {""y"": 58, ""action"": ""conversions""}, {""y"": 67, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 22}, {""action"": ""views"", ""b"": 25}, {""action"": ""views"", ""z"": 14}, {""y"": 14, ""action"": ""views""}, {""action"": ""views"", ""c"": 31}]"
fish_snake_plains,1/27/15,80.99,8180,"[{""action"": ""views"", ""b"": 75}, {""a"": 14, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 58}, {""action"": ""conversions"", ""x"": 94}, {""action"": ""conversions"", ""b"": 55}, {""action"": ""conversions"", ""z"": 50}, {""action"": ""clicks"", ""z"": 76}, {""action"": ""clicks"", ""b"": 78}, {""action"": ""clicks"", ""c"": 29}, {""action"": ""clicks"", ""x"": 8}]"
fish_snake_plains,1/28/15,39.71,4165,"[{""action"": ""clicks"", ""z"": 22}, {""action"": ""clicks"", ""c"": 61}, {""a"": 81, ""action"": ""clicks""}, {""a"": 71, ""action"": ""conversions""}, {""y"": 61, ""action"": ""conversions""}]"
fish_snake_plains,1/29/15,42.86,4800,"[{""a"": 57, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 67}, {""y"": 96, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 74}, {""action"": ""conversions"", ""c"": 61}, {""action"": ""conversions"", ""x"": 41}, {""action"": ""clicks"", ""b"": 14}, {""a"": 2, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 69}, {""action"": ""clicks"", ""x"": 95}, {""y"": 100, ""action"": ""clicks""}, {""a"": 60, ""action"": ""views""}, {""action"": ""views"", ""x"": 3}]"
fish_snake_plains,1/30/15,70.17,9755,"[{""action"": ""conversions"", ""b"": 49}, {""action"": ""conversions"", ""x"": 37}, {""a"": 96, ""action"": ""conversions""}, {""y"": 37, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 56}]"
fish_snake_plains,1/31/15,80.43,9572,"[{""y"": 59, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 59}, {""action"": ""conversions"", ""b"": 84}, {""action"": ""conversions"", ""z"": 31}]"
fish_snake_plains,2/1/15,42.82,5649,"[{""a"": 41, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 92}, {""y"": 90, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 9}, {""a"": 68, ""action"": ""conversions""}, {""y"": 43, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 33}, {""action"": ""conversions"", ""x"": 47}, {""action"": ""views"", ""x"": 97}, {""action"": ""views"", ""c"": 44}, {""action"": ""views"", ""z"": 54}, {""a"": 21, ""action"": ""views""}, {""y"": 59, ""action"": ""views""}, {""action"": ""views"", ""b"": 68}]"
fish_snake_plains,2/2/15,6.35,931,"[{""action"": ""conversions"", ""x"": 89}, {""action"": ""conversions"", ""b"": 22}, {""a"": 91, ""action"": ""clicks""}, {""action"": ""views"", ""z"": 55}, {""y"": 86, ""action"": ""views""}, {""action"": ""views"", ""c"": 86}, {""action"": ""views"", ""b"": 100}, {""action"": ""views"", ""x"": 77}]"
fish_snake_plains,2/3/15,60.6,9645,"[{""action"": ""conversions"", ""b"": 62}, {""action"": ""conversions"", ""c"": 74}, {""action"": ""conversions"", ""z"": 83}, {""y"": 9, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 48}]"
fish_snake_plains,2/4/15,29.82,3126,"[{""y"": 62, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 45}, {""action"": ""clicks"", ""c"": 24}, {""a"": 71, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 97}, {""action"": ""clicks"", ""x"": 71}, {""y"": 32, ""action"": ""views""}, {""a"": 60, ""action"": ""views""}, {""action"": ""conversions"", ""c"": 96}, {""a"": 18, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 79}, {""action"": ""conversions"", ""b"": 52}, {""y"": 77, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 73}]"
fish_snake_plains,2/5/15,4.7,706,"[{""action"": ""views"", ""x"": 36}, {""y"": 66, ""action"": ""views""}, {""action"": ""clicks"", ""b"": 73}, {""action"": ""clicks"", ""z"": 49}, {""action"": ""clicks"", ""c"": 11}, {""y"": 94, ""action"": ""clicks""}, {""a"": 34, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 85}, {""action"": ""conversions"", ""z"": 72}, {""action"": ""conversions"", ""b"": 90}]"
fish_snake_plains,2/6/15,25.5,4685,"[{""action"": ""views"", ""b"": 21}, {""y"": 10, ""action"": ""views""}, {""y"": 35, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 53}]"
fish_snake_plains,2/7/15,2.93,481,"[{""action"": ""conversions"", ""x"": 76}, {""y"": 26, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 57}, {""action"": ""conversions"", ""z"": 11}, {""action"": ""clicks"", ""z"": 18}, {""action"": ""clicks"", ""b"": 1}, {""action"": ""clicks"", ""c"": 57}, {""action"": ""clicks"", ""x"": 60}, {""y"": 74, ""action"": ""clicks""}, {""a"": 34, ""action"": ""clicks""}]"
fish_snake_plains,2/8/15,48.52,5155,"[{""a"": 93, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 18}, {""action"": ""conversions"", ""z"": 81}, {""action"": ""conversions"", ""b"": 76}, {""y"": 64, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 16}]"
fish_snake_plains,2/9/15,63.31,7824,"[{""y"": 47, ""action"": ""conversions""}]"
fish_snake_plains,2/10/15,9.17,1273,"[{""y"": 94, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 77}, {""action"": ""conversions"", ""c"": 58}, {""action"": ""conversions"", ""z"": 77}, {""action"": ""views"", ""x"": 68}, {""a"": 47, ""action"": ""views""}, {""action"": ""views"", ""b"": 80}, {""y"": 40, ""action"": ""views""}, {""action"": ""clicks"", ""c"": 61}, {""a"": 3, ""action"": ""clicks""}]"
fish_snake_plains,2/11/15,51.28,6691,"[{""action"": ""conversions"", ""b"": 86}, {""y"": 70, ""action"": ""conversions""}, {""a"": 51, ""action"": ""conversions""}]"
fish_snake_plains,2/12/15,80.39,8363,"[{""action"": ""conversions"", ""b"": 25}, {""action"": ""conversions"", ""x"": 51}, {""a"": 15, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 80}, {""action"": ""clicks"", ""z"": 50}, {""action"": ""clicks"", ""b"": 7}, {""a"": 24, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 66}]"
fish_snake_plains,2/13/15,65.56,8628,"[{""a"": 11, ""action"": ""views""}, {""y"": 39, ""action"": ""views""}, {""action"": ""views"", ""b"": 29}, {""action"": ""views"", ""z"": 93}, {""action"": ""views"", ""c"": 91}, {""action"": ""views"", ""x"": 94}]"
fish_snake_plains,2/14/15,29.9,3984,"[{""action"": ""clicks"", ""b"": 95}, {""action"": ""clicks"", ""z"": 62}, {""action"": ""clicks"", ""c"": 6}, {""a"": 96, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 23}, {""y"": 24, ""action"": ""clicks""}, {""action"": ""views"", ""x"": 9}, {""a"": 57, ""action"": ""views""}, {""action"": ""views"", ""b"": 7}, {""y"": 20, ""action"": ""views""}]"
fish_snake_plains,2/15/15,68.24,8713,"[{""a"": 20, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 27}, {""action"": ""conversions"", ""z"": 38}]"
fish_snake_plains,2/16/15,36.83,6191,"[{""y"": 3, ""action"": ""views""}, {""a"": 90, ""action"": ""views""}, {""action"": ""views"", ""c"": 28}, {""action"": ""views"", ""z"": 71}, {""action"": ""views"", ""b"": 46}, {""action"": ""views"", ""x"": 16}, {""a"": 95, ""action"": ""clicks""}, {""y"": 66, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 18}, {""action"": ""clicks"", ""z"": 92}, {""action"": ""clicks"", ""x"": 79}, {""action"": ""clicks"", ""c"": 5}]"
fish_snake_plains,2/17/15,18.68,3415,"[{""action"": ""clicks"", ""x"": 40}, {""action"": ""clicks"", ""c"": 76}, {""action"": ""clicks"", ""z"": 10}, {""a"": 30, ""action"": ""clicks""}, {""y"": 46, ""action"": ""clicks""}, {""y"": 20, ""action"": ""views""}, {""action"": ""views"", ""z"": 22}, {""a"": 10, ""action"": ""views""}, {""action"": ""views"", ""x"": 20}, {""action"": ""views"", ""b"": 88}, {""action"": ""views"", ""c"": 21}, {""action"": ""conversions"", ""z"": 27}]"
fish_snake_plains,2/18/15,1.23,226,"[{""a"": 29, ""action"": ""views""}, {""y"": 2, ""action"": ""views""}, {""action"": ""views"", ""z"": 29}, {""action"": ""views"", ""c"": 47}, {""action"": ""views"", ""b"": 65}, {""y"": 25, ""action"": ""clicks""}, {""a"": 54, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 60}, {""action"": ""clicks"", ""x"": 25}, {""action"": ""conversions"", ""c"": 71}, {""action"": ""conversions"", ""z"": 28}, {""a"": 25, ""action"": ""conversions""}, {""y"": 60, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 36}, {""action"": ""conversions"", ""b"": 56}]"
fish_snake_plains,2/19/15,0.5,63,"[{""action"": ""clicks"", ""b"": 2}, {""action"": ""clicks"", ""c"": 96}, {""y"": 36, ""action"": ""views""}]"
fish_snake_plains,2/20/15,21.07,2203,"[{""action"": ""clicks"", ""x"": 59}, {""action"": ""clicks"", ""z"": 62}, {""action"": ""clicks"", ""b"": 38}, {""a"": 7, ""action"": ""views""}, {""a"": 98, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 53}, {""action"": ""conversions"", ""c"": 14}, {""action"": ""conversions"", ""b"": 26}, {""action"": ""conversions"", ""z"": 64}, {""y"": 93, ""action"": ""conversions""}]"
fish_snake_plains,2/21/15,59.85,9492,"[{""a"": 64, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 87}, {""action"": ""conversions"", ""x"": 14}, {""y"": 61, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 78}, {""action"": ""conversions"", ""z"": 61}, {""action"": ""views"", ""b"": 48}, {""action"": ""views"", ""c"": 86}, {""action"": ""views"", ""z"": 84}, {""action"": ""views"", ""x"": 28}, {""y"": 11, ""action"": ""views""}, {""a"": 46, ""action"": ""views""}]"
fish_snake_plains,2/22/15,53.7,7364,"[{""a"": 1, ""action"": ""conversions""}]"
fish_snake_plains,2/23/15,65.73,7805,"[{""y"": 98, ""action"": ""views""}, {""action"": ""views"", ""b"": 23}, {""a"": 58, ""action"": ""views""}, {""action"": ""views"", ""z"": 77}, {""action"": ""views"", ""c"": 36}, {""action"": ""views"", ""x"": 42}]"
fish_snake_plains,2/24/15,44.64,5406,"[{""action"": ""clicks"", ""c"": 75}, {""action"": ""clicks"", ""x"": 39}, {""y"": 41, ""action"": ""views""}, {""action"": ""conversions"", ""c"": 90}, {""action"": ""conversions"", ""x"": 31}, {""action"": ""conversions"", ""b"": 71}, {""y"": 5, ""action"": ""conversions""}, {""a"": 45, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 84}]"
fish_snake_plains,2/25/15,77.98,8645,"[{""action"": ""views"", ""x"": 61}, {""action"": ""views"", ""c"": 93}, {""a"": 86, ""action"": ""views""}, {""action"": ""conversions"", ""x"": 44}, {""action"": ""clicks"", ""x"": 53}, {""action"": ""clicks"", ""z"": 62}, {""action"": ""clicks"", ""b"": 95}, {""action"": ""clicks"", ""c"": 79}, {""y"": 19, ""action"": ""clicks""}, {""a"": 99, ""action"": ""clicks""}]"
fish_snake_plains,2/26/15,27.12,3695,"[{""a"": 27, ""action"": ""clicks""}]"
fish_snake_plains,2/27/15,54.43,5658,"[{""y"": 52, ""action"": ""views""}, {""action"": ""views"", ""x"": 85}, {""action"": ""views"", ""c"": 100}, {""action"": ""views"", ""z"": 24}, {""action"": ""views"", ""b"": 46}, {""a"": 85, ""action"": ""views""}, {""action"": ""clicks"", ""x"": 2}, {""action"": ""clicks"", ""c"": 34}, {""y"": 84, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 58}, {""a"": 59, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 33}, {""action"": ""conversions"", ""c"": 91}, {""y"": 59, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 90}, {""action"": ""conversions"", ""z"": 86}]"
fish_snake_plains,2/28/15,9.83,1387,"[{""y"": 22, ""action"": ""views""}, {""action"": ""views"", ""c"": 33}, {""action"": ""views"", ""z"": 70}, {""a"": 15, ""action"": ""views""}, {""action"": ""clicks"", ""z"": 9}, {""a"": 23, ""action"": ""clicks""}, {""action"": ""conversions"", ""c"": 49}, {""action"": ""conversions"", ""b"": 30}, {""y"": 80, ""action"": ""conversions""}]"
fish_snake_plains,3/1/15,28.21,5628,"[{""a"": 65, ""action"": ""views""}, {""action"": ""views"", ""c"": 49}, {""y"": 61, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 83}, {""action"": ""conversions"", ""z"": 35}, {""action"": ""conversions"", ""x"": 3}, {""action"": ""conversions"", ""c"": 63}, {""a"": 30, ""action"": ""conversions""}, {""a"": 46, ""action"": ""clicks""}, {""y"": 7, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 71}, {""action"": ""clicks"", ""c"": 37}, {""action"": ""clicks"", ""b"": 86}, {""action"": ""clicks"", ""z"": 28}]"
fish_snake_plains,3/2/15,44.11,6452,"[{""y"": 27, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 69}, {""a"": 90, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 90}]"
fish_snake_plains,3/3/15,32.84,6021,"[{""action"": ""clicks"", ""x"": 89}, {""a"": 41, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 74}, {""action"": ""views"", ""z"": 83}, {""y"": 71, ""action"": ""views""}, {""action"": ""views"", ""x"": 5}, {""action"": ""views"", ""c"": 47}, {""a"": 53, ""action"": ""views""}, {""action"": ""views"", ""b"": 43}, {""y"": 43, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 73}]"
fish_snake_plains,3/4/15,96.99,9748,"[{""action"": ""clicks"", ""c"": 11}, {""action"": ""clicks"", ""b"": 4}, {""a"": 52, ""action"": ""clicks""}, {""action"": ""views"", ""c"": 49}, {""action"": ""views"", ""z"": 6}, {""a"": 12, ""action"": ""views""}, {""a"": 30, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 93}, {""y"": 60, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 60}, {""action"": ""conversions"", ""x"": 57}, {""action"": ""conversions"", ""c"": 21}]"
fish_snake_plains,3/5/15,55.01,9097,"[{""action"": ""views"", ""z"": 62}, {""y"": 23, ""action"": ""views""}, {""y"": 41, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 49}, {""action"": ""conversions"", ""z"": 75}, {""action"": ""conversions"", ""b"": 19}, {""a"": 1, ""action"": ""conversions""}]"
fish_snake_plains,3/6/15,40.56,5038,"[{""action"": ""conversions"", ""b"": 1}, {""y"": 41, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 91}, {""a"": 81, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 94}, {""action"": ""conversions"", ""c"": 24}]"
fish_snake_plains,3/7/15,66.85,6824,"[{""y"": 40, ""action"": ""views""}, {""action"": ""conversions"", ""x"": 68}, {""a"": 17, ""action"": ""conversions""}]"
fish_snake_plains,3/8/15,70.4,7685,"[{""action"": ""conversions"", ""c"": 18}, {""action"": ""conversions"", ""z"": 74}, {""y"": 34, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 74}, {""action"": ""clicks"", ""x"": 89}, {""y"": 61, ""action"": ""clicks""}, {""y"": 87, ""action"": ""views""}, {""action"": ""views"", ""b"": 78}]"
fish_snake_plains,3/9/15,33.48,5635,"[{""action"": ""conversions"", ""z"": 54}, {""action"": ""conversions"", ""c"": 53}, {""a"": 88, ""action"": ""conversions""}, {""y"": 92, ""action"": ""conversions""}, {""action"": ""clicks"", ""z"": 76}, {""action"": ""clicks"", ""c"": 93}]"
fish_snake_plains,3/10/15,26.73,4103,"[{""y"": 59, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 62}, {""action"": ""clicks"", ""c"": 9}, {""a"": 63, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 23}, {""action"": ""clicks"", ""z"": 70}, {""y"": 96, ""action"": ""views""}, {""action"": ""conversions"", ""b"": 64}, {""action"": ""conversions"", ""z"": 96}, {""y"": 55, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 73}, {""a"": 91, ""action"": ""conversions""}, {""action"": ""conversions"", ""c"": 55}]"
fish_snake_plains,3/11/15,48.78,6534,"[{""action"": ""views"", ""x"": 12}, {""a"": 35, ""action"": ""views""}, {""action"": ""views"", ""b"": 40}, {""action"": ""views"", ""c"": 21}, {""action"": ""views"", ""z"": 13}, {""a"": 97, ""action"": ""conversions""}, {""action"": ""conversions"", ""x"": 19}, {""action"": ""conversions"", ""b"": 26}, {""action"": ""conversions"", ""c"": 35}, {""y"": 59, ""action"": ""conversions""}, {""action"": ""clicks"", ""c"": 66}, {""action"": ""clicks"", ""b"": 98}, {""action"": ""clicks"", ""z"": 33}]"
fish_snake_plains,3/12/15,2.96,360,"[{""action"": ""views"", ""z"": 64}, {""action"": ""clicks"", ""c"": 90}, {""action"": ""clicks"", ""z"": 79}, {""a"": 84, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 22}]"
fish_snake_plains,3/13/15,38.35,5379,"[{""y"": 87, ""action"": ""views""}, {""action"": ""views"", ""x"": 43}, {""action"": ""views"", ""z"": 80}, {""action"": ""views"", ""c"": 46}, {""a"": 18, ""action"": ""views""}, {""a"": 2, ""action"": ""clicks""}, {""action"": ""clicks"", ""x"": 86}, {""y"": 61, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 14}, {""action"": ""clicks"", ""z"": 31}, {""action"": ""conversions"", ""b"": 97}, {""action"": ""conversions"", ""x"": 79}, {""a"": 24, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 68}, {""y"": 51, ""action"": ""conversions""}]"
fish_snake_plains,3/14/15,4.86,914,"[{""action"": ""clicks"", ""x"": 20}, {""action"": ""clicks"", ""c"": 90}, {""y"": 84, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 74}, {""a"": 17, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 45}]"
fish_snake_plains,3/15/15,19.64,3846,"[{""action"": ""conversions"", ""c"": 18}, {""action"": ""conversions"", ""z"": 58}]"
fish_snake_plains,3/16/15,45.15,7829,"[{""action"": ""clicks"", ""z"": 59}, {""action"": ""clicks"", ""b"": 84}, {""action"": ""views"", ""x"": 46}, {""action"": ""views"", ""z"": 61}, {""action"": ""views"", ""c"": 80}, {""action"": ""conversions"", ""b"": 62}]"
fish_snake_plains,3/17/15,41.88,8033,"[{""y"": 22, ""action"": ""views""}, {""action"": ""conversions"", ""z"": 66}]"
fish_snake_plains,3/18/15,42.32,5684,"[{""action"": ""clicks"", ""z"": 63}, {""action"": ""clicks"", ""c"": 99}, {""action"": ""clicks"", ""x"": 17}, {""a"": 92, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 9}, {""action"": ""views"", ""z"": 24}, {""action"": ""views"", ""x"": 66}, {""action"": ""views"", ""c"": 48}, {""action"": ""views"", ""b"": 30}, {""y"": 19, ""action"": ""views""}, {""a"": 80, ""action"": ""views""}]"
fish_snake_plains,3/19/15,24.49,2797,"[{""a"": 61, ""action"": ""views""}, {""y"": 20, ""action"": ""views""}, {""action"": ""views"", ""c"": 56}, {""action"": ""views"", ""z"": 87}, {""y"": 78, ""action"": ""clicks""}, {""action"": ""clicks"", ""b"": 48}, {""action"": ""clicks"", ""c"": 14}, {""action"": ""clicks"", ""x"": 62}, {""action"": ""clicks"", ""z"": 42}, {""action"": ""conversions"", ""c"": 81}, {""y"": 56, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 68}, {""action"": ""conversions"", ""x"": 60}, {""a"": 79, ""action"": ""conversions""}]"
fish_snake_plains,3/20/15,17.85,2598,"[{""action"": ""conversions"", ""c"": 32}]"
fish_snake_plains,3/21/15,44.39,4974,"[{""y"": 57, ""action"": ""conversions""}, {""action"": ""conversions"", ""b"": 43}, {""a"": 10, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 79}, {""action"": ""conversions"", ""c"": 77}]"
fish_snake_plains,3/22/15,16.79,2150,"[{""action"": ""conversions"", ""x"": 99}, {""action"": ""views"", ""b"": 21}, {""action"": ""views"", ""x"": 1}, {""action"": ""views"", ""z"": 10}, {""action"": ""clicks"", ""b"": 76}, {""action"": ""clicks"", ""x"": 70}, {""action"": ""clicks"", ""z"": 61}, {""a"": 100, ""action"": ""clicks""}, {""y"": 60, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 37}]"
fish_snake_plains,3/23/15,5.96,824,"[{""action"": ""conversions"", ""b"": 10}, {""y"": 1, ""action"": ""conversions""}, {""a"": 86, ""action"": ""conversions""}, {""action"": ""conversions"", ""z"": 65}]"
fish_snake_plains,3/24/15,64.86,8321,"[{""action"": ""clicks"", ""z"": 91}, {""action"": ""clicks"", ""x"": 70}, {""action"": ""clicks"", ""c"": 52}, {""a"": 46, ""action"": ""views""}, {""action"": ""conversions"", ""c"": 76}, {""action"": ""conversions"", ""x"": 78}]"
fish_snake_plains,3/25/15,13.23,1347,"[{""action"": ""views"", ""c"": 51}, {""action"": ""conversions"", ""z"": 68}, {""action"": ""clicks"", ""z"": 87}, {""a"": 59, ""action"": ""clicks""}, {""y"": 23, ""action"": ""clicks""}, {""action"": ""clicks"", ""c"": 35}, {""action"": ""clicks"", ""x"": 22}]"
fish_snake_plains,3/26/15,51.11,6463,"[{""y"": 12, ""action"": ""clicks""}]"
fish_snake_plains,3/27/15,36.34,5590,"[{""action"": ""views"", ""z"": 52}, {""action"": ""views"", ""x"": 26}, {""action"": ""views"", ""c"": 92}, {""action"": ""views"", ""b"": 78}, {""a"": 69, ""action"": ""views""}, {""action"": ""conversions"", ""z"": 31}, {""y"": 66, ""action"": ""conversions""}]"
fish_snake_plains,3/28/15,28.05,3082,"[{""action"": ""clicks"", ""z"": 68}, {""action"": ""clicks"", ""b"": 38}, {""action"": ""clicks"", ""x"": 70}, {""a"": 49, ""action"": ""clicks""}, {""action"": ""views"", ""x"": 10}, {""a"": 58, ""action"": ""views""}, {""action"": ""views"", ""z"": 66}, {""action"": ""views"", ""b"": 35}, {""action"": ""conversions"", ""z"": 95}, {""action"": ""conversions"", ""x"": 91}, {""a"": 96, ""action"": ""conversions""}]"
fish_snake_plains,3/29/15,18.46,2317,"[{""action"": ""clicks"", ""b"": 61}, {""y"": 83, ""action"": ""views""}, {""action"": ""views"", ""b"": 90}, {""action"": ""views"", ""c"": 44}, {""y"": 84, ""action"": ""conversions""}]"
fish_snake_plains,3/30/15,41.2,5165,"[{""a"": 10, ""action"": ""clicks""}, {""action"": ""clicks"", ""z"": 34}, {""action"": ""clicks"", ""x"": 47}, {""action"": ""clicks"", ""b"": 88}, {""a"": 42, ""action"": ""views""}, {""action"": ""views"", ""b"": 30}, {""action"": ""views"", ""z"": 43}, {""action"": ""views"", ""c"": 36}, {""y"": 47, ""action"": ""views""}]"
fish_snake_plains,3/31/15,47.63,5214,"[{""a"": 26, ""action"": ""views""}, {""action"": ""views"", ""c"": 74}, {""action"": ""views"", ""x"": 70}, {""y"": 30, ""action"": ""views""}]"
fish_snake_plains,4/1/15,22.17,3423,"[{""a"": 72, ""action"": ""clicks""}]"
