PRODUCT_ID,PRODUCT_CATEGORY_NAME,PRODUCT_NAME,CURR_RETL_PRICE,HEIGHT,WIDTH,DEPTH,HAZMAT_FLG,MERCURY_FLG,ELECTRIC_FLG,CHEMICAL_FLG,LIQUID_FLG,AEROSOL_FLG,PESTICIDE_FLG,BATTERY_FLG,GAS_FLG,MARKETING_COPY
625265,SPRAY PAINT,PAINTERS TOUCH 2X GLOSS HUNTER GREEN,4.01,0.21,0.21,0.65,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss Hunter Green General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
627047,SPRAY PAINT,PAINTERS TOUCH 2X GLOSS CLEAR,4.01,0.21,0.22,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss Clear General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
627146,SPRAY PAINT,PAINTERS TOUCH 2X SATIN HEIRLOOM WHT,4.01,0.21,0.21,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Satin Heirloom White General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
627476,SPRAY PAINT,PAINTERS TOUCH 2X SATIN GRANITE,4.01,0.21,0.21,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Satin Granite General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
627707,SPRAY PAINT,UNIVERSAL METALLIC OIL RUBBED BRONZE,6.72,0.22,0.22,0.74,Y,N,N,Y,N,Y,N,N,Y,"Rust-Oleum Universal 11 oz. All Surface Metallic Oil Rubbed Bronze Spray Paint and primer in One is designed for diverse substrates and works on virtually any surface. Oil-based formula with excellent adhesion resists fading and chipping. A specially designed nozzle eliminates finger fatigue, protects against dripping and sprays from any-angle, even upside down."
628103,SPRAY PAINT,PAINTERS TOUCH 2X SATIN ESPRESSO,4.01,0.22,0.22,0.66,Y,N,N,Y,N,Y,N,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Satin Espresso General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
628928,SPRAY PAINT,PAINTERS TOUCH 2X MATTE CLEAR,4.01,0.21,0.21,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Matte Clear General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Clear formula adds a protective finish and double cover technology allows projects to be completed quickly. A great value.
628961,SPRAY PAINT,PAINTERS TOUCH 2X GRAY PRIMER,4.01,0.21,0.21,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painter's Touch 2X Ultra Cover 12 oz. Flat Gray Primer General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double Cover technology provides ultimate hiding power and forms a tight bond for topcoat application. A great value.
629159,SPRAY PAINT,PAINTERS TOUCH 2X GLOSS WHITE,3.94,0.22,0.22,0.66,Y,N,N,Y,N,Y,N,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss White General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
629376,PROJECT PANELS,1/8 2X4 TEMPERED HARDBOARD,4.65,,,,,,,,,,,,,"Hardboard is perfect for any small repairs, quick job around the house, DIY projects, home decor and more. Made of premium particleboard, this convenience-sized panels is easy to transport, install and customize to your project needs, with the durability, quality and price point that's important when working on any type of home project. California residents: See Proposition 65."
629654,SPRAY PAINT,PAINTERS TOUCH 2X GLOSS BLACK,3.94,0.22,0.22,0.66,Y,N,N,Y,N,Y,N,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss Black General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
630380,SPRAY PAINT,PAINTERS TOUCH 2X GLOSS APPLE RED,4.01,0.21,0.21,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss Apple Red General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
631007,SPRAY PAINT,PAINTERS TOUCH 2X FLAT WHITE,3.97,0.22,0.22,0.66,Y,N,N,Y,N,Y,N,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Flat White General Purpose Spray Paint (3 Pack) delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
631139,SPRAY PAINT,PAINTERS TOUCH 2X FLAT BLACK,3.97,0.21,0.21,0.65,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Flat Black General Purpose Spray Paint (3 Pack) delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
631172,SPRAY PAINT,PAINTERS TOUCH 2X ALUMINUM,4.01,0.21,0.21,0.67,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painters Touch 2X Ultra Cover 12 oz. Gloss Aluminum General Purpose Spray Paint delivers twice the coverage compared to other Rust-Oleum general purpose paints. Double cover technology allows projects to be completed quickly and paint and primer formula provides ultimate hiding power and durability. A great value.
639255,GAS SNOW BLOWERS,"SNOTEK 24"" 2STG E-START SNOWBLOWER",611.52,,,,,,,,,,,,,
719464,1HDL KITCHEN FAUCETS,FNDTNS 1HDL KITCH FAUCET W/SPRAY SS,74.11,0.23,0.78,1.49,N,N,N,N,N,N,N,N,N,"This Delta Foundations Single-Handle Integral Spray Kitchen Faucet in Stainless was designed to complement almost all kitchen decor styles. With the single-control handle, you can easily adjust both the water flow and temperature. An included color-matched side sprayer comes in handy for washing food and dishes, and rinsing the sink down. An escutcheon completes the polished look."
753749,PROJECT PANELS,1/2 2X4 PRESSURE TREATED PLYWOOD,15.56,,,,,,,,,,,,,"Pressure-Treated Project Panels are perfect for a wide variety of outdoor projects, crafts and hobbies. Our panels are manufactured from durable Southern Yellow Pine and appropriate for both above-ground and ground-contact, exterior use. Pressure treating provides increased resistance to the elements, insects, fungus, rot and decay, so your projects look great year after year. Kiln-dried plywood wont shrink and is easier to handle and transport than wet-treated plywood, plus, its ready for staining right away. Get results you'll love without the wait. California residents: See Proposition 65."
757410,CABLE TIES,"8"" NATURAL CABLE TIE 1000PK",24.56,0.29,0.77,0.88,N,N,N,N,N,N,N,N,N,"Gardner Bender's Patented Double Lock Cable ties are designed for strength, durability and reliability. Ideal for all bundling purposes; wires, cables, hoses, or ducts, you name it, and these ties will bundle it. Made from durable 100% nylon 6/6 material, these ties feature our patented Double Lock design, with locking teeth on both sides of the tie and at the head ensuring a stronger connection and 50% greater tensile strength than the industry standard. The bent tip ensures easy insertion into the tie head while close serrations on both sides of the tie promote precise adjustment. The smooth radiused edges ensure easy ""slip"" as you tighten while finger grips on the end ensure a secure and comfortable grip when hand-tightening. Investigated using requirements that allowed it to be a UL recognized component and with a serviceable temperature range from 0 C to 85 C (32 F to 185 F) these ties are designed to last. If you want a high-quality product that will fulfill all your application needs, then choose Gardner Bender DoubleLock cable ties."
758697,CABLE TIES,"11"" BLK UV RESIST CABLE TIE 500PK",28.46,0.23,0.96,1,N,N,N,N,N,N,N,N,N,"Multi-purpose ties have hundreds of uses around the house or on the job. From bundling wire to securing your tomato plants, this product is a necessity for any contractor or do-it-yourselfer's toolbox."
758727,CABLE TIES,"8"" BLK UV RESIST CABLE TIE 1000PK",24.47,0.26,0.91,1.18,N,N,N,N,N,N,N,N,N,"Gardner Bender's Patented Double Lock Cable ties are designed for strength, durability and reliability. Ideal for all bundling purposes, wires, cables, hoses or ducts, you name it and these ties will bundle it. Made from durable 100% nylon 6/6 material, these ties feature our patented Double Lock design, with locking teeth on both sides of the tie and at the head ensuring a stronger connection and 50% greater tensile strength than the industry standard. The bent tip ensures easy insertion into the tie head while close serrations on both sides of the tie promote precise adjustment. The smooth radiuses edges ensure easy slip as you tighten while finger grips on the end ensure a secure and comfortable grip when hand-tightening. Investigated using particular requirements that allowed it to be a UL recognized component and with a serviceable temperature range from 0 C to 85 C (32 F to 185 F) these ties are designed to last. If you want a high quality product that will fulfill all your application needs, then choose Gardner Bender Double Lock cable ties."
758793,CABLE TIES,8IN UV BLACK MOUNTING TIE 100PK,9.27,0.13,0.49,0.8,N,N,N,N,N,N,N,N,N,Our Mounting Tie is great for mounting to a surface such as a fence or wall. Tie is mounted with a screw (not included). Great for running cables or wires along a fence or a wall.
765861,WALL TILE,4X4 TUMBLED CHIARO TILE-CA-1SF,3.7,0.3,0.33,0.36,N,N,N,N,N,N,N,N,N,"Chiaro is a natural stone travertine that illustrates a rustic ""old world"" charm. Perfect for today's casual lifestyle. With a large selection of sizes and accessories to choose from, chiaro can easily be laid in a pattern or single layout. This particular travertine is suitable for residential and commercial installations, including kitchens and bathrooms. NOTE: Inspect all tiles before installation. Natural stone products inherently lack uniformity and are subject to variation in color, shade, finish, etc. It is recommended to blend tiles from different boxes when installing. Natural stones may be characterized by dry seams and pits that are often filled. The filling can work its way out and it may be necessary to refill these voids as part of a normal maintenance procedure. All natural stone products should be sealed with a penetrating sealer. After installation, vendor disclaims any liabilities."
785277,SHINGLES,GAF NS CHARCOAL,28.26,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
785941,SHINGLES,GAF NS WEATHERED WOOD (SG),27.25,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
787310,CABLE TIES,"8"" NTRL/BLK CABLE TIE SET 200PK",8.59,,,,,,,,,,,,,"The Gardner Bender 200-Piece Cable Tie Set features high-quality nylon construction for flexibility and excellent strength. These ties are ideal for general household organizational purposes and are suitable for indoor and outdoor use. This set includes 50 white 4 in. ties, 50 black 4 in. ties, 50 black 8 in. ties and 50 white 8 in. ties."
787375,SHINGLES,GAF NS SHAKEWOOD,25.74,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
787383,SHINGLES,GAF NS HICKORY,24.52,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
787421,SHINGLES,GAF NS BARKWOOD (SG),23.63,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
787991,SHINGLES,GAF NS PEWTER GRAY (SG),27.6,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
789096,SHINGLES,GAF NS SLATE (SG),22.47,,,,,,,,,,,,,"Professional installers have long preferred the rugged, dependable performance that only a Timberline roof can offer. But performance is only half the story. Since your roof can represent up to 40% of your home's curb appeal, you can improve its resale value with Timberline Natural Shadow Shingles from GAF. They'll give you the upscale look you want."
827573,1HDL KITCHEN FAUCETS,GB 1HDL KITCHEN FAUCET CH,36.33,,,,,,,,,,,,,Quality and efficiency are the perfect blend for this classic product line. Reliability and durability are built into each product. From the internal components to the outside finish you cannot go wrong this product choice.
835227,1HDL KITCHEN FAUCETS,GB 1HDL KITCHEN FAUCET W/SPRAY CH,37.44,,,,,,,,,,,,,Combine convenience with functionality and style with the Glacier Bay Single-Handle White Side Sprayer Kitchen Faucet. The simplicity of the design fits into any existing kitchen decor and it has a side sprayer that allows you to reach all over your sink to effortless clean up. The 1.8 GPM flow rate provides excellent water pressure for your needs.
838348,WALL TILE,3X6 WHITE MODULAR-CA-12.5SF,8.79,,,,,,,,,,,,,
874809,"GLOVES,SAFETY APPAREL","18""X11"" KNEELING CUSHION",6.52,,,,,,,,,,,,,
935779,PROJECT PANELS,7/16 2X4 OSB,6.31,,,,,,,,,,,,,"Oriented Strand Board (OSB) is an engineered wood product manufactured from rectangular wood strands oriented in a cross-layered pattern and waterproof, heat-cured adhesives. This lightweight panel is easy to use and install and shares many of the same performance characteristics as plywood at a much more affordable price. Features include resistance to deflection, delamination and warping, making OSB ideal for small flooring, wall and roof repairs. OSB panels are even tough enough to resist distortion when faced with forceful wind and seismic conditions. Great for home d cor projects too! California residents: See Proposition 65"
936010,PROJECT PANELS,3/16 2X4 WHITE MARKER BOARD,9.01,,,,,,,,,,,,,
939275,SHINGLES,GAF RS WEATHERED GRAY,11.96,,,,,,,,,,,,,"For just pennies-a-day more than standard architectural shingles, you can enjoy the most dimensional Timberline High Definition Shingle. Up to 53% thicker than standard architectural shingles (comparison refers to Timberline HD Shingles, thickness varies by plant, so see actual shingles for comparison) and featuring GAF's proprietary color blends, Timberline Ultra HD Shingles offer a natural beauty and incredible thickness that you'll notice and appreciate. Don't forget, they can also increase the resale value of your home."
939292,SHINGLES,GAF RS CHARCOAL,25.21,,,,,,,,,,,,,GAF Royal Sovereign 25-Year Charcoal 3-Tab Shingles offer simple good looks combined with excellent performance. These fiberglass strip asphalt shingles are designed to withstand wind speeds up to 60 MPH. They are ceramic-fired to resist fading and feature an extra-strong core for long life and durability.
939547,1HDL KITCHEN FAUCETS,NON METALLIC 1HDL KIT FCT W/SPRAY CH,9.11,,,,,,,,,,,,,Stylish and contemporary design schemes of the Single-Handle Kitchen Faucet with Side-spray in Chrome finish. The Single-control lever handle is designed to makes water control almost effortless. The included side sprayer is convenient for washing vegetables or for cleaning the sink.
968720,PROJECT PANELS,1/4 2X4 BIRCH PLYWOOD,13.21,,,,,,,,,,,,,"High-quality, veneered construction gives these birch project panels the structural strength, precision flatness and aesthetic beauty that any professional would be proud of. The decorative veneers are precision-milled, producing captivating woodgrains that showcase the beauty of natural wood. Birch is perfect for building cabinets, shelving, coffee tables, desks and any DIY home d cor projects where the finished appearance is of top importance. The core is manufactured by alternating the grain direction 90-degrees per layer. This cross-layering method creates exceptionally strong, lightweight and dimensionally stable hardwood plywood with excellent toughness and excellent holding power for screws and nails. Veneers have an elegant, smooth finish, perfect for paint or stain and allowing for maximum customization. California residents: See Proposition 65"
1000022276,GAS SNOW BLOWERS,"MODEL# 921046 ARNS DLX 28"" 2STG E-ST",1111.9,,,,,,,,,,,,,
1000022280,GAS SNOW BLOWERS,"MODEL #921047 ARIENS DLX 30"" 2STG",1409.39,,,,,,,,,,,,,
1000031813,1HDL KITCHEN FAUCETS,GB 1HDL KITCH FAUCET DECK-SPRAY CH,40.4,,,,,,,,,,,,,"The Glacier Bay Single-Handle Side Sprayer Kitchen Faucet in Chrome is classically styled with smooth and simple curves and a bright chrome finish that will complement many kitchen styles. Featuring a single lever handle for easy water control, this faucet also has a handy side sprayer for various kitchen tasks and a ceramic disk cartridge for drip free performance. Easy to install with only 3-sink holes required, this faucet will provide years of performance and functionality. The 1.8 GPM flow rate will provide excellent water pressure for your needs."
1000034882,1HDL KITCHEN FAUCETS,GB BUILDERS 1HDL KITCHEN FAUCET SS,48.43,,,,,,,,,,,,,
1000056560,WALL TILE,4X12 -CARRARA MARBLE-EA,6.98,0.1,0.34,1.02,N,N,N,N,N,N,N,N,N,The timeless art of Carrara Marble wall tiles combines old world and contemporary design styles. The Jeffrey Court 4 in. x 12 in. wall tile offers unlimited design possibilities for any space for an extraordinary design solution. Combine marble wall tiles with mesh-mounted mosaics to create a coordinated look.
1000057676,WALL TILE,6X6 TRAVISANO TREVI-CA-10.12SF,34.41,,,,,,,,,,,,,"The Travisano collection, by Marazzi, is a porcelain tile designed as a re-interpretation of classic travertine. The realistic natural stone look is achieved through a beautifully crafted surface, coupled with the latest in technological advances in tile, known as ink jet printing. This technology allows for the most realistic re-creation of authentic, ever-changing fissures and striations of luxurious travertine stone. This collection offers a wide variety of sizes, including this 6 in. x 6 in. Trevi floor/wall tile that has become sought-after for residential and commercial settings. The collection also includes an assortment of trim and mosaics, simplifying the design and selection process."
1000063296,WALL TILE,4X16 WHITE-EA,1.65,0.03,0.33,1.33,N,N,N,N,N,N,N,N,N,"With the MSI 4 in. x 16 in. White Ceramic Wall Tile, it's easy to add a splash of traditional styling to your decor. This attractive tile features 4 in. x 16 in. strips of glossy ceramic in pure white tones. The tile can be used for various install projects in bathrooms, kitchens and other residential or commercial spaces."
1000064287,GAS SNOW BLOWERS,"HONDA 20"" SS E-START SNOWBLOWER",679.51,,,,,,,,,,,,,"Snow is no match for a Honda HS720AS, electric start snow blower. Designed to plow through the heaviest of snow. Equipped with a legendary Honda four stroke easy starting engine. The HS720AS runs on regular gas, which eliminates the need to mix gas/oil. It's lightweight and easy to use which makes clearing the driveway, walkway, or sidewalks a breeze."
1000065214,GAS SNOW BLOWERS,"MODEL#920027 ARNS PCT 24"" 2STG E-STR",877.09,,,,,,,,,,,,,
1000077197,GAS SNOW BLOWERS,"TORO POWER CLEAR 518 ZE 18"" SS",0.63,,,,,,,,,,,,,
1000129263,GAS SNOW BLOWERS,"TORO POWER CLEAR 721E 21"" SS SNOBLR",573.55,,,,,,,,,,,,,
1000139016,GAS SNOW BLOWERS,"TORO POWER CLEAR 518ZE 18"" SS SNOBLR",413.76,,,,,,,,,,,,,"Tackle small driveway/walkway jobs in no time with the Toro Power Clear Single-Stage 18 in. Gas Snow Blower with push-of-a-button electric start. Quickly and easily clear 18 in. wide by 12 in. deep snow, and blast compacted snow and ice where  you want it up to 25 ft. Ideal for concrete and asphalt surfaces that can park up to 9 cars and 2 - 9 in. of snow at a time. The compact design and foldable chute allows for easy storage and leaves room in the garage room for what matters. Plus, you have peace of  mind knowing that Toro stands behind this product with a full warranty, not just limited coverage. Count on it."
1000139071,GAS SNOW BLOWERS,"TORO POWER CLEAR 721R 21"" SS SNOBLR",505.24,,,,,,,,,,,,,
1000555655,1HDL KITCHEN FAUCETS,MISTOS 1HDL KITCH FAUCET W/SPRAY CH,100.73,0.3,1.22,2.01,N,N,N,N,N,N,N,N,N,"Stylish yet accessible. with a graceful silhouette and well-defined character lines, Mistos kitchen faucet offers a clean, confident look that complements your style. It requires 3-hole installation and includes a coordinating side spray."
1000555662,1HDL KITCHEN FAUCETS,MISTOS 1HDL KITCH FAUCET W/SPRAY SS,119.71,0.32,1.23,2.01,N,N,N,N,N,N,N,N,N,"With a graceful silhouette and well-defined character lines, the Mistos kitchen faucet offers a clean, confident look that complements your style. The matching Side Spray reaches down into the sink for more effective cleaning and up-close tasks. Available in many finishes to match your kitchen decor."
1000602847,"GLOVES,SAFETY APPAREL",3 CU. FT. GARBAGE CAN CADDY RACK,0.15,,,,,,,,,,,,,
1000603686,"GLOVES,SAFETY APPAREL","18""X10"" KNEELING CUSHION",0.23,,,,,,,,,,,,,
1001083761,SPRAY PAINT,PAINTERS TOUCH 2X SATIN BLSSM WHITE,3.9,0.22,0.22,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painter's Touch Ultra Cover 2X 12 oz. Satin Blossom White General Purpose Spray Paint delivers twice the coverage as other competitive brands. Double Cover Technology provides ultimate hiding power and is a Paint and Primer in One allowing projects to be completed quickly. A great value.
1001083764,SPRAY PAINT,PAINTERS TOUCH 2X SATIN CANYON BLACK,3.9,0.22,0.22,0.66,Y,N,N,Y,N,Y,Y,N,Y,Rust-Oleum Painter's Touch Ultra Cover 2X 12 oz. Satin Canyon Black General Purpose Spray Paint delivers twice the coverage as other competitive brands. Double Cover Technology provides ultimate hiding power and is a Paint and Primer in One allowing projects to be completed quickly. A great value.
1001196738,SHINGLES,OC OAKRIDGE DRIFTWOOD (AR),27.03,,,,,,,,,,,,,"Oakridge laminated shingles are The Right Choice for long-lasting performance. They have a warm, inviting look in a wide range of popular colors for a step up from traditional 3-tab shingles. They also offer a Limited Lifetime Warranty (for as long as you own your home) along with an Algae Resistance Limited Warranty. In addition, they provide a 110 MPH wind resistance warranty standard with a 4-nail application. The 130 MPH wind resistance warranty is available with a 6-nail application and Owens Corning Starter Shingle installed in eaves and rakes. Use corresponding Owens Corning Hip and Ridge shingles to best complement the shingle color on your home."
1001196763,SHINGLES,OC OAKRIDGE ONYX BLACK (AR),26.59,,,,,,,,,,,,,"Oakridge laminated shingles are The Right Choice for long-lasting performance. They have a warm, inviting look in a wide range of popular colors for a step up from traditional 3-tab shingles. They also offer a Limited Lifetime Warranty (for as long as you own your home) along with an Algae Resistance Limited Warranty. In addition they provide a 110 MPH wind resistance warranty standard with a 4-nail application. The 130 MPH wind resistance warranty is available with a 6-nail application and Owens Corning Starter Shingle installed in eaves and rakes. Use corresponding Owens Corning Hip and Ridge shingles to best complement the shingle color on your home."
1001197570,GAS SNOW BLOWERS,TORO POWER CLEAR 518ZR SS,342.7,,,,,,,,,,,,,
1001197680,SHINGLES,OC OAKRIDGE BROWNWOOD,2686,,,,,,,,,,,,,"Oakridge laminated shingles have a warm, inviting look in popular colors for a step up from traditional 3-tab shingles. Oakridge shingles are designed to provide long-lasting performance and striking beauty. In addition to a wide range of inviting, popular colors, they also offer the following features and benefits."
1001197681,SHINGLES,OC OAKRIDGE DESERT TAN,27.99,,,,,,,,,,,,,"Oakridge laminated shingles have a warm, inviting look in popular colors for a step up from traditional 3-tab shingles. Oakridge shingles are designed to provide long-lasting performance and striking beauty. In addition to a wide range of inviting, popular colors, they also offer the following features and benefits."
1001197820,SHINGLES,OC OAKRIDGE ESTATE GRAY,28.66,,,,,,,,,,,,,"Oakridge laminated shingles have a warm, inviting look in popular colors for a step up from traditional 3-tab shingles. Oakridge shingles are designed to provide long-lasting performance and striking beauty. In addition to a wide range of inviting, popular colors, they also offer the following features and benefits."
1001197883,SHINGLES,OC OAKRIDGE ONYX BLACK,27.89,,,,,,,,,,,,,"Oakridge laminated shingles have a warm, inviting look in popular colors for a step up from traditional 3-tab shingles. Oakridge shingles are designed to provide long-lasting performance and striking beauty. In addition to a wide range of inviting, popular colors, they also offer the following features and benefits."
1001197944,SHINGLES,OC SUPREME DRIFTWOOD (AR),23.43,,,,,,,,,,,,,"Make the smart choice with Supreme Shingles. Offering a clean and upscale look, each shingle features a traditional 3-tab construction and offers a solid value when you want to balance curb appeal and weather resistance. A tough and rigid construction makes them ideal as the first layer of defense against the forces of nature for your home. Constructed of durable weathering-grade asphalt and a tough fiberglass mat core, Supreme shingles are offered in traditional colors your home will embrace and onlookers will admire."
1001198139,SHINGLES,OC SUPREME DESERT TAN,24.61,,,,,,,,,,,,,"Make the smart choice with Supreme Shingles. Offering a clean and upscale look, each shingle features a traditional 3-tab construction and offers a solid value when you want to balance curb appeal and weather resistance. A tough and rigid construction makes them ideal as the first layer of defense against the forces of nature for your home. Constructed of durable weathering-grade asphalt and a tough fiberglass mat core, Supreme shingles are offered in traditional colors your home will embrace and onlookers will admire."
1001263713,WALL TILE,3X24 METRO GRIS BULLNOSE-EA,5.73,0.03,0.23,1.96,N,N,N,N,N,N,N,N,N,"MSI Metro Gris Bullnose 3 in. x 24 in. Glazed Porcelain Wall Tile combines a matte finish with a medium sheen and handsome black variations in tone to create a perfect look for a variety of decorative schemes. This trim piece is a perfect complement to provide a professional finish to any install. Constructed from durable porcelain material, the tile has a smooth finish to provide a contemporary decor option. The tile features an impervious water absorption rating that is suitable for various installs."
1001293608,PROJECT PANELS,1/4 2X2 MEDIUM DENSITY FIBERBOARD,3.54,,,,,,,,,,,,,
1001293616,PROJECT PANELS,1/2 2X2 MEDIUM DENSITY FIBERBOARD,5.66,,,,,,,,,,,,,
1001413875,GAS SNOW BLOWERS,"TORO SNOWMASTER 724QXE 24"" SS SNOBLR",731.69,,,,,,,,,,,,,"Tear through the roughest snow and ice in record time with Toro's SnowMaster Snow Blower. Make snow blowing less work with the self-propel Personal Pace  system, which matches your walking speed and provides better traction in all snow conditions. Quickly change the chute and deflector direction with a single, smooth motion thanks to the Quick Stick chute control. Featuring a Toro Premium 212cc OHV 4-cycle engine with electric start, this snow blower efficiently throws snow up to 40 ft. It's ultra-maneuverable, easy enough for anyone to handle and still powers through tough, end-of-driveway snow."
1001414142,GAS SNOW BLOWERS,"DO NOT SELL POWERSMART 24"" 2STG E-ST",574.07,,,,,,,,,,,,,
1001492374,WALL TILE,8X12 DELRAY BEIGE-CA-16.15SF,20.37,,,,,,,,,,,,,"The ELIANE Delray Ceramic Floor and Wall Tile series features the timeless marble design. Delray s detailed veining and neutral white and beige colors bring a luxurious feel to any room. Suitable for indoor installation, the Delray series offers versatile options for kitchen and bathroom walls, as well as elegant floors for the entire home. This series has a high sheen with a smooth, glazed finish."
1001837227,GAS SNOW BLOWERS,"MODEL#921045 ARNS DLX 24"" 2STG E-STR",1015.71,,,,,,,,,,,,,
1001844502,GAS SNOW BLOWERS,"CUB CADET 3X 26"" 3STG E-STRT SNOBLR",961.61,,,,,,,,,,,,,
1001845112,GAS SNOW BLOWERS,"ARIENS DELUXE EFI 30"" 2STG SNOBLR",1714.63,,,,,,,,,,,,,
1001849490,WALL TILE,4-1/4X4-1/4 FRESH WHITE-CA-13.04SF,13.11,,,,,,,,,,,,,
1001849547,WALL TILE,4X12 FRSH WHT CERAM-CA-10.33SF,26.65,,,,,,,,,,,,,
1001849571,WALL TILE,3X6 FRESH WHITE CERAMIC-CA-12.5SF,18.09,,,,,,,,,,,,,
1001913886,WALL TILE,3X6 FINESSE BRIGHT WHITE-CA-12.5SF,10.33,,,,,,,,,,,,,
1002226798,CABLE TIES,"CE 14"" NATURAL CABLE TIE 20PK",3.59,0.06,0.2,1.26,N,N,N,N,N,N,N,N,N,Cable Ties are designed for commercial use with wide operating temperature ranges and superior holding power. Cable Ties are manufactured using a superior nylon 6/6 material. All cable ties are UL62275 listed.
1002226799,CABLE TIES,"CE 11"" NATURAL CABLE TIE 20PK",3.28,0.07,0.2,0.96,N,N,N,N,N,N,N,N,N,Cable Ties are designed for commercial use with wide operating temperature ranges and superior holding power. Cable Ties are manufactured using a superior nylon 6/6 material. All cable ties are UL62275 listed.
1002226800,CABLE TIES,"CE 11"" BLK UV RESIST CABLE TIE 20PK",3.27,0.07,0.21,0.95,N,N,N,N,N,N,N,N,N,Cable Ties are designed for commercial use with wide operating temperature ranges and superior holding power. Cable Ties are manufactured using a superior nylon 6/6 material. All cable ties are UL62275 listed.
