PRODUCT_ID,FISCAL_MONTH_END_DT,GROSS_SALES_QTY,NET_SALES_QTY
433469,1 12 2019,3541,2355
433469,2 02 2020,3580,2710
433469,3 03 2019,4769,3353
433469,27 05 2018,3477,2440
433469,24 06 2018,4094,3089
433469,29 07 2018,4446,3081
433469,25 06 2017,3892,3020
835227,3 11 2019,2173,1934
835227,29 07 2018,2372,2123
835227,29 10 2017,2383,2156
835227,26 02 2017,2793,2505
835227,24 09 2017,2420,2180
835227,27 05 2018,2425,2179
835227,30 06 2019,2526,2256
835227,28 01 2018,2540,2301
835227,29 04 2018,2468,2209
835227,25 06 2017,2459,2214
835227,31 03 2019,2815,2537
835227,4 08 2019,2333,2082
835227,2 02 2020,2489,2216
835227,5 05 2019,2531,2272
835227,1 09 2019,2324,2085
835227,25 02 2018,2608,2364
835227,23 09 2018,2165,1934
835227,29 09 2019,2321,2077
835227,28 10 2018,2198,1980
835227,1 12 2019,2387,2149
835227,3 03 2019,2671,2415
835227,26 08 2018,2291,2048
835227,30 07 2017,2425,2163
835227,25 11 2018,2163,1932
835227,29 12 2019,2284,2022
835227,27 08 2017,2481,2222
835227,23 12 2018,2157,1932
835227,26 11 2017,2326,2073
835227,2 06 2019,2359,2122
835227,24 06 2018,2381,2121
835227,25 03 2018,2638,2387
835227,24 12 2017,2373,2139
835227,30 04 2017,2626,2356
835227,26 03 2017,2842,2558
835227,28 05 2017,2543,2282
835227,3 02 2019,2256,2050
305733,29 10 2017,9784,9600
305733,2 02 2020,9790,9589
305733,28 05 2017,11711,11506
305733,2 06 2019,15044,14775
305733,28 01 2018,9504,9316
305733,26 02 2017,7074,6938
305733,27 08 2017,7942,7780
305733,27 05 2018,13956,13716
305733,24 09 2017,8691,8532
305733,25 06 2017,11362,11145
305733,3 11 2019,12385,12145
305733,26 11 2017,10788,10584
305733,26 03 2017,8133,7985
305733,26 08 2018,11840,11603
305733,29 07 2018,13468,13203
305733,1 12 2019,12567,12318
305733,30 04 2017,10209,10046
305733,23 12 2018,9254,9023
305733,30 06 2019,16932,16603
305733,28 10 2018,10883,10678
305733,25 11 2018,11254,11028
305733,5 05 2019,14744,14495
305733,29 09 2019,11846,11602
305733,24 12 2017,11368,11128
305733,29 04 2018,10734,10535
305733,24 06 2018,13602,13350
305733,29 12 2019,11836,11575
305733,23 09 2018,10938,10701
305733,25 03 2018,10117,9923
305733,31 03 2019,12487,12264
305733,1 09 2019,12828,12562
305733,25 02 2018,9433,9232
305733,4 08 2019,15754,15435
305733,3 03 2019,9208,9027
305733,3 02 2019,5907,5762
305733,30 07 2017,10068,9870
310897,1 09 2019,19686,18806
310897,3 02 2019,12535,11972
310897,27 05 2018,13109,12529
310897,4 08 2019,18761,17952
310897,25 06 2017,14160,13622
310897,24 12 2017,12029,11474
310897,29 09 2019,18925,18075
310897,28 01 2018,10500,10065
310897,27 08 2017,14523,13900
310897,24 06 2018,15334,14511
310897,30 06 2019,19221,18376
310897,28 05 2017,13722,13171
310897,29 04 2018,11318,10736
310897,30 04 2017,12795,12306
310897,29 12 2019,17123,16416
310897,29 07 2018,15113,14352
310897,23 12 2018,13189,12568
310897,3 11 2019,19735,18921
310897,31 03 2019,15082,14353
310897,29 10 2017,14097,13437
310897,26 08 2018,14580,13777
310897,26 02 2017,11502,11031
310897,24 09 2017,15375,14654
310897,1 12 2019,19553,18670
310897,3 03 2019,14389,13789
310897,5 05 2019,16260,15563
310897,25 03 2018,11400,10801
310897,30 07 2017,14521,13996
310897,2 06 2019,17725,16886
310897,26 11 2017,13175,12583
310897,2 02 2020,18413,17693
310897,26 03 2017,11867,11432
310897,23 09 2018,13984,13264
310897,28 10 2018,14282,13529
310897,25 02 2018,10827,10339
310897,25 11 2018,13455,12789
287413,28 01 2018,1554,1192
287413,29 12 2019,1244,849
287413,1 09 2019,1493,997
287413,29 04 2018,2341,1708
287413,27 08 2017,1853,1411
287413,28 10 2018,1770,1298
287413,29 10 2017,1672,1164
287413,29 09 2019,1569,1147
287413,4 08 2019,1514,1098
287413,24 06 2018,1917,1272
287413,29 07 2018,1720,1301
287413,25 11 2018,1560,1219
287413,24 09 2017,1582,1135
287413,3 11 2019,1905,1416
287413,25 03 2018,2217,1735
287413,26 08 2018,1644,1132
287413,3 02 2019,1645,1190
287413,3 03 2019,2079,1609
287413,26 02 2017,1847,1373
287413,30 07 2017,1842,1287
287413,26 03 2017,2234,1682
287413,2 02 2020,1996,1594
287413,24 12 2017,1519,1187
287413,28 05 2017,2042,1461
287413,26 11 2017,1588,1195
287413,25 02 2018,1864,1367
287413,30 06 2019,1426,978
287413,27 05 2018,1853,1420
287413,31 03 2019,2195,1608
287413,25 06 2017,1996,1467
287413,5 05 2019,1659,1249
287413,23 12 2018,1632,1222
287413,2 06 2019,1835,1418
287413,23 09 2018,1898,1420
287413,1 12 2019,1729,1236
287413,30 04 2017,2225,1682
758727,2 02 2020,3731,3670
758727,29 07 2018,4186,4135
758727,2 06 2019,3737,3688
758727,29 09 2019,4157,4102
758727,25 06 2017,4683,4628
758727,26 02 2017,3835,3776
758727,1 09 2019,4128,4083
758727,28 10 2018,4285,4238
758727,27 08 2017,4605,4553
758727,31 03 2019,3306,3245
758727,24 12 2017,4420,4341
758727,3 02 2019,2558,2512
758727,23 09 2018,3768,3714
758727,28 05 2017,4669,4611
758727,30 07 2017,4450,4393
758727,25 11 2018,4059,3998
758727,28 01 2018,3551,3506
758727,29 10 2017,5072,5009
758727,30 04 2017,4480,4424
758727,26 03 2017,4209,4153
758727,23 12 2018,3237,3186
758727,3 03 2019,3118,3069
758727,30 06 2019,3944,3885
758727,25 02 2018,3947,3891
758727,5 05 2019,3948,3873
758727,27 05 2018,4729,4662
758727,1 12 2019,4455,4380
758727,26 11 2017,4740,4673
758727,4 08 2019,3831,3795
758727,29 12 2019,3700,3623
758727,24 09 2017,4963,4902
758727,29 04 2018,4724,4657
758727,3 11 2019,4187,4122
758727,25 03 2018,4299,4246
758727,24 06 2018,4808,4730
758727,26 08 2018,3847,3795
254150,26 08 2018,1394,1153
254150,24 06 2018,1167,965
254150,28 01 2018,1204,993
254150,30 07 2017,1340,1114
254150,28 05 2017,1304,1066
254150,26 02 2017,1426,1185
254150,25 03 2018,1313,1103
254150,25 11 2018,75,54
254150,31 03 2019,0,0
254150,3 02 2019,2,-2
254150,2 06 2019,0,0
254150,5 05 2019,0,0
254150,27 05 2018,1180,985
254150,26 11 2017,1219,1007
254150,25 02 2018,1241,1044
254150,28 10 2018,334,277
254150,26 03 2017,1476,1222
254150,3 03 2019,0,0
254150,29 07 2018,1139,941
254150,25 06 2017,1323,1096
254150,29 04 2018,1200,984
254150,23 09 2018,773,633
254150,29 10 2017,1218,993
254150,24 12 2017,1192,988
254150,27 08 2017,1351,1099
254150,30 04 2017,1401,1161
254150,24 09 2017,1238,1016
254150,23 12 2018,4,-7
254150,30 06 2019,0,0
618236,25 06 2017,29545,28341
618236,27 08 2017,27792,26670
618236,1 12 2019,18570,17776
618236,26 11 2017,20752,19768
618236,29 12 2019,15342,14720
618236,3 11 2019,23549,22602
618236,26 02 2017,19936,19227
618236,30 06 2019,27807,26680
618236,27 05 2018,34725,33418
618236,23 12 2018,15280,14606
618236,3 02 2019,14450,13870
618236,30 04 2017,29300,28283
618236,29 07 2018,29272,28076
618236,3 03 2019,16004,15357
618236,5 05 2019,26917,25920
618236,2 06 2019,29847,28673
618236,28 10 2018,21888,20956
618236,29 09 2019,25807,24771
618236,28 05 2017,30948,29814
618236,26 08 2018,28468,27350
618236,24 12 2017,18407,17562
618236,25 03 2018,23919,23074
618236,24 09 2017,26366,25252
618236,29 10 2017,26265,25242
618236,30 07 2017,28387,27269
618236,25 02 2018,20389,19631
618236,26 03 2017,23121,22244
618236,1 09 2019,26692,25555
618236,28 01 2018,16178,15522
618236,2 02 2020,17150,16497
618236,25 11 2018,17450,16657
618236,4 08 2019,27434,26358
618236,29 04 2018,29765,28726
618236,24 06 2018,32028,30754
618236,31 03 2019,20996,20217
618236,23 09 2018,25392,24319
838348,28 05 2017,10347,8694
838348,1 12 2019,0,0
838348,29 12 2019,0,0
838348,23 12 2018,8,-5
838348,26 03 2017,11355,9763
838348,29 10 2017,8371,6900
838348,29 07 2018,47,-112
838348,3 11 2019,0,0
838348,2 06 2019,2,0
838348,26 02 2017,10521,8938
838348,28 01 2018,5631,4741
838348,24 12 2017,5946,5019
838348,25 03 2018,2220,1462
838348,23 09 2018,76,-84
838348,24 09 2017,9282,7749
838348,27 05 2018,199,40
838348,4 08 2019,1,0
838348,27 08 2017,10351,8511
838348,25 11 2018,55,-43
838348,2 02 2020,0,0
838348,24 06 2018,117,-35
838348,26 08 2018,70,36
838348,25 02 2018,5525,4413
838348,1 09 2019,1,0
838348,26 11 2017,6445,5290
838348,31 03 2019,3,-1
838348,3 02 2019,22,10
838348,5 05 2019,8,0
838348,3 03 2019,35,32
838348,29 09 2019,0,0
838348,30 04 2017,10770,9074
838348,25 06 2017,10523,8901
838348,28 10 2018,27,-2
838348,30 06 2019,6,2
838348,29 04 2018,382,-21
838348,30 07 2017,10586,8867
1000022280,5 05 2019,1,0
1000022280,31 03 2019,6,3
1000022280,26 03 2017,15,12
1000022280,25 11 2018,265,244
1000022280,1 09 2019,10,9
1000022280,28 10 2018,85,82
1000022280,28 01 2018,68,59
1000022280,25 03 2018,15,13
1000022280,23 12 2018,111,95
1000022280,3 03 2019,30,24
1000022280,26 02 2017,14,11
1000022280,29 10 2017,77,72
1000022280,29 09 2019,24,23
1000022280,29 12 2019,133,110
1000022280,23 09 2018,36,34
1000022280,3 02 2019,87,79
1000022280,2 06 2019,0,0
1000022280,30 06 2019,1,1
1000022280,26 11 2017,125,117
1000022280,29 07 2018,1,1
1000022280,27 08 2017,5,5
1000022280,30 04 2017,1,1
1000022280,25 06 2017,0,0
1000022280,28 05 2017,0,0
1000022280,3 11 2019,86,81
1000022280,29 04 2018,4,3
1000022280,24 06 2018,0,0
1000022280,1 12 2019,260,240
1000022280,25 02 2018,13,9
1000022280,30 07 2017,1,1
1000022280,4 08 2019,1,1
1000022280,24 12 2017,117,102
1000022280,24 09 2017,38,35
1000022280,26 08 2018,15,14
1000022280,27 05 2018,1,1
1000022280,2 02 2020,32,27
1000057676,27 08 2017,2348,1696
1000057676,24 06 2018,1931,1359
1000057676,4 08 2019,652,439
1000057676,27 05 2018,2054,1447
1000057676,1 12 2019,613,405
1000057676,25 03 2018,2506,1867
1000057676,29 10 2017,2251,1651
1000057676,28 05 2017,2578,1871
1000057676,29 09 2019,654,463
1000057676,24 09 2017,2243,1628
1000057676,3 03 2019,2080,1586
1000057676,26 11 2017,2137,1543
1000057676,29 07 2018,1856,1327
1000057676,31 03 2019,1753,1246
1000057676,26 08 2018,1751,1279
1000057676,5 05 2019,906,576
1000057676,2 06 2019,816,519
1000057676,25 02 2018,2421,1805
1000057676,23 12 2018,1496,1087
1000057676,30 04 2017,2759,2028
1000057676,1 09 2019,647,466
1000057676,24 12 2017,2028,1503
1000057676,23 09 2018,1749,1259
1000057676,25 11 2018,1588,1162
1000057676,30 06 2019,706,455
1000057676,29 04 2018,2224,1631
1000057676,26 03 2017,3040,2269
1000057676,3 11 2019,615,416
1000057676,29 12 2019,496,349
1000057676,28 10 2018,1723,1250
1000057676,3 02 2019,1527,1158
1000057676,28 01 2018,2001,1522
1000057676,2 02 2020,611,437
1000057676,26 02 2017,2932,2191
1000057676,25 06 2017,2320,1722
1000057676,30 07 2017,2306,1696
1000139071,3 03 2019,14,7
1000139071,26 08 2018,1,1
1000139071,26 11 2017,81,77
1000139071,24 06 2018,0,0
1000139071,23 09 2018,4,3
1000139071,27 08 2017,1,1
1000139071,3 11 2019,1,1
1000139071,29 07 2018,1,1
1000139071,25 06 2017,1,1
1000139071,28 01 2018,99,85
1000139071,30 06 2019,1,1
1000139071,30 07 2017,2,2
1000139071,5 05 2019,0,0
1000139071,29 12 2019,9,9
1000139071,26 03 2017,7,3
1000139071,30 04 2017,1,1
1000139071,2 02 2020,1,1
1000139071,29 09 2019,0,0
1000139071,23 12 2018,99,83
1000139071,25 11 2018,281,268
1000139071,4 08 2019,1,0
1000139071,31 03 2019,2,1
1000139071,29 10 2017,34,31
1000139071,1 09 2019,1,1
1000139071,2 06 2019,0,0
1000139071,28 05 2017,1,0
1000139071,24 09 2017,8,7
1000139071,1 12 2019,1,1
1000139071,29 04 2018,3,3
1000139071,24 12 2017,247,227
1000139071,26 02 2017,10,8
1000139071,25 03 2018,2,1
1000139071,27 05 2018,1,1
1000139071,25 02 2018,71,58
1000139071,28 10 2018,44,40
1000139071,3 02 2019,142,126
1001845112,28 01 2018,77,59
1001845112,25 02 2018,18,12
1001845112,4 08 2019,1,0
1001845112,28 10 2018,48,44
1001845112,2 02 2020,22,15
1001845112,29 10 2017,40,37
1001845112,5 05 2019,1,1
1001845112,29 09 2019,15,12
1001845112,30 06 2019,1,1
1001845112,30 07 2017,3,2
1001845112,1 09 2019,6,6
1001845112,25 11 2018,155,138
1001845112,23 12 2018,71,60
1001845112,25 06 2017,3,2
1001845112,2 06 2019,2,2
1001845112,1 12 2019,145,133
1001845112,26 02 2017,80,65
1001845112,27 05 2018,3,2
1001845112,26 08 2018,11,10
1001845112,26 03 2017,52,43
1001845112,27 08 2017,5,5
1001845112,29 04 2018,9,5
1001845112,25 03 2018,34,26
1001845112,31 03 2019,8,3
1001845112,24 06 2018,4,3
1001845112,23 09 2018,21,18
1001845112,26 11 2017,84,76
1001845112,3 11 2019,43,41
1001845112,30 04 2017,5,3
1001845112,24 12 2017,128,111
1001845112,29 12 2019,99,73
1001845112,3 03 2019,47,33
1001845112,24 09 2017,21,19
1001845112,28 05 2017,3,2
1001845112,3 02 2019,90,77
1001845112,29 07 2018,2,2
310830,26 03 2017,6791,6477
310830,29 07 2018,6816,6480
310830,3 11 2019,10189,9740
310830,26 11 2017,7553,7186
310830,29 04 2018,6459,6114
310830,28 10 2018,7210,6856
310830,23 12 2018,6600,6290
310830,3 02 2019,5937,5662
310830,27 08 2017,7792,7440
310830,4 08 2019,8525,8126
310830,29 09 2019,9480,8951
310830,1 09 2019,9494,9037
310830,24 09 2017,8954,8420
310830,3 03 2019,6650,6330
310830,29 10 2017,8185,7774
310830,23 09 2018,6855,6524
310830,25 06 2017,7665,7324
310830,24 12 2017,6570,6260
310830,30 04 2017,7045,6731
310830,2 06 2019,8149,7747
310830,24 06 2018,6828,6461
310830,26 02 2017,6172,5917
310830,25 03 2018,6578,6263
310830,28 01 2018,5718,5457
310830,2 02 2020,8819,8391
310830,29 12 2019,8070,7696
310830,27 05 2018,6601,6300
310830,26 08 2018,6901,6540
310830,5 05 2019,7901,7527
310830,31 03 2019,7500,7119
310830,1 12 2019,9809,9305
310830,28 05 2017,7430,7070
310830,30 06 2019,8391,7971
310830,30 07 2017,7734,7392
310830,25 11 2018,6972,6632
310830,25 02 2018,5925,5647
514399,31 03 2019,32514,28072
514399,30 04 2017,33865,28692
514399,1 09 2019,39713,33290
514399,3 03 2019,22484,18592
514399,25 02 2018,19630,16743
514399,1 12 2019,40365,34786
514399,25 11 2018,36400,31345
514399,24 12 2017,25679,21814
514399,3 11 2019,42765,36403
514399,26 03 2017,24439,21661
514399,28 05 2017,35982,30771
514399,25 06 2017,33797,29140
514399,5 05 2019,35189,30272
514399,25 03 2018,30228,26436
514399,3 02 2019,21764,18220
514399,29 09 2019,38980,32959
514399,29 10 2017,34173,28936
514399,4 08 2019,36472,31056
514399,28 01 2018,15053,12843
514399,30 07 2017,33454,28220
514399,27 05 2018,41271,35127
514399,29 07 2018,39912,34555
514399,24 06 2018,40910,35114
514399,28 10 2018,39262,33667
514399,26 02 2017,20457,17422
514399,23 09 2018,38228,32485
514399,2 06 2019,37435,31749
514399,30 06 2019,35081,30071
514399,24 09 2017,35180,30295
514399,29 04 2018,39084,33475
514399,23 12 2018,30710,25639
514399,2 02 2020,20944,16909
514399,26 11 2017,32359,27333
514399,27 08 2017,32087,27512
514399,26 08 2018,41385,35813
514399,29 12 2019,30176,25369
787991,29 10 2017,16488,13249
787991,24 12 2017,8563,6264
787991,4 08 2019,15342,13099
787991,1 12 2019,12009,10007
787991,1 09 2019,17361,14758
787991,2 06 2019,16163,13912
787991,23 09 2018,17361,14608
787991,26 03 2017,7629,6219
787991,24 09 2017,16939,14351
787991,28 01 2018,2821,2190
787991,28 10 2018,19665,16640
787991,3 03 2019,6480,5421
787991,3 02 2019,5964,4926
787991,29 09 2019,18599,15725
787991,30 04 2017,13795,11914
787991,27 08 2017,16802,13900
787991,30 06 2019,16389,14122
787991,29 04 2018,12620,10567
787991,26 08 2018,16190,13769
787991,3 11 2019,17061,14365
787991,25 03 2018,7885,6951
787991,26 11 2017,12647,10511
787991,25 02 2018,4042,3496
787991,2 02 2020,6981,5649
787991,25 11 2018,13351,11075
787991,24 06 2018,16966,14147
787991,29 07 2018,15447,12743
787991,28 05 2017,16851,14301
787991,5 05 2019,15155,13131
787991,29 12 2019,7264,5876
787991,31 03 2019,10939,9256
787991,30 07 2017,14541,11859
787991,23 12 2018,9821,7470
787991,26 02 2017,5115,4320
787991,25 06 2017,16847,14208
787991,27 05 2018,14888,12616
380198,26 08 2018,364,300
380198,1 12 2019,0,0
380198,29 12 2019,0,0
380198,3 11 2019,0,0
380198,23 09 2018,358,298
380198,25 11 2018,114,87
380198,25 02 2018,443,365
380198,26 11 2017,435,355
380198,26 02 2017,607,511
380198,2 02 2020,0,0
380198,25 03 2018,423,361
380198,2 06 2019,0,0
380198,28 01 2018,430,359
380198,3 03 2019,1,0
380198,26 03 2017,587,491
380198,25 06 2017,498,407
380198,31 03 2019,0,0
380198,24 09 2017,448,375
380198,27 08 2017,476,388
380198,1 09 2019,0,0
380198,29 07 2018,300,245
380198,28 05 2017,499,417
380198,30 06 2019,0,0
380198,29 10 2017,433,354
380198,30 04 2017,537,446
380198,4 08 2019,0,0
380198,5 05 2019,0,0
380198,27 05 2018,384,314
380198,24 06 2018,347,277
380198,3 02 2019,2,-1
380198,24 12 2017,392,318
380198,23 12 2018,5,-5
380198,29 09 2019,0,0
380198,29 04 2018,446,369
380198,28 10 2018,339,292
380198,30 07 2017,474,391
936010,23 09 2018,4938,4697
936010,29 07 2018,4984,4742
936010,23 12 2018,4986,4732
936010,29 09 2019,5159,4885
936010,24 06 2018,4918,4692
936010,26 08 2018,5579,5335
936010,27 08 2017,6618,6342
936010,26 02 2017,5503,5260
936010,29 04 2018,5667,5416
936010,28 05 2017,5461,5205
936010,1 09 2019,6086,5810
936010,24 09 2017,6491,6096
936010,3 03 2019,5539,5297
936010,5 05 2019,5273,4992
936010,30 04 2017,5446,5211
936010,30 07 2017,5713,5415
936010,26 03 2017,5636,5377
936010,25 06 2017,5569,5310
936010,26 11 2017,5643,5391
936010,25 11 2018,4607,4394
936010,2 02 2020,5049,4818
936010,3 02 2019,4946,4707
936010,4 08 2019,5475,5213
936010,29 10 2017,5718,5449
936010,24 12 2017,5510,5248
936010,25 02 2018,6116,5852
936010,27 05 2018,5439,5180
936010,28 10 2018,4644,4418
936010,28 01 2018,5711,5456
936010,25 03 2018,5973,5701
936010,2 06 2019,4956,4720
936010,1 12 2019,4771,4519
936010,30 06 2019,5161,4916
936010,29 12 2019,4520,4252
936010,3 11 2019,4889,4634
936010,31 03 2019,5515,5254
1000022276,24 06 2018,2,1
1000022276,4 08 2019,2,1
1000022276,23 09 2018,71,66
1000022276,3 11 2019,288,271
1000022276,5 05 2019,7,6
1000022276,24 09 2017,91,84
1000022276,25 06 2017,2,2
1000022276,26 02 2017,178,148
1000022276,26 08 2018,30,27
1000022276,2 06 2019,3,2
1000022276,28 05 2017,2,2
1000022276,3 02 2019,572,530
1000022276,29 09 2019,86,81
1000022276,27 08 2017,17,15
1000022276,29 10 2017,172,160
1000022276,24 12 2017,774,729
1000022276,31 03 2019,53,42
1000022276,26 11 2017,425,399
1000022276,23 12 2018,407,368
1000022276,30 07 2017,4,3
1000022276,29 07 2018,3,2
1000022276,25 02 2018,161,140
1000022276,29 12 2019,696,617
1000022276,26 03 2017,105,85
1000022276,30 04 2017,6,2
1000022276,28 01 2018,634,565
1000022276,30 06 2019,2,1
1000022276,25 03 2018,133,116
1000022276,29 04 2018,27,21
1000022276,2 02 2020,216,193
1000022276,25 11 2018,796,749
1000022276,3 03 2019,249,213
1000022276,28 10 2018,199,186
1000022276,27 05 2018,5,3
1000022276,1 09 2019,33,32
1000022276,1 12 2019,1068,1003
1002608359,28 01 2018,1039,1027
1002608359,4 08 2019,3617,3566
1002608359,31 03 2019,3308,3261
1002608359,2 06 2019,3180,3137
1002608359,3 11 2019,6013,5950
1002608359,28 10 2018,4136,4082
1002608359,25 03 2018,2220,2197
1002608359,29 10 2017,263,260
1002608359,29 12 2019,14037,13726
1002608359,27 08 2017,1,1
1002608359,25 06 2017,0,0
1002608359,30 07 2017,1,1
1002608359,23 12 2018,10131,9936
1002608359,3 03 2019,3322,3268
1002608359,2 02 2020,4362,4269
1002608359,29 07 2018,2748,2714
1002608359,25 11 2018,8509,8402
1002608359,24 12 2017,1431,1402
1002608359,25 02 2018,1889,1872
1002608359,24 09 2017,1,1
1002608359,30 06 2019,3187,3138
1002608359,1 12 2019,19186,18968
1002608359,1 09 2019,3744,3687
1002608359,26 11 2017,1188,1176
1002608359,5 05 2019,3434,3374
1002608359,29 04 2018,2522,2489
1002608359,23 09 2018,2487,2441
1002608359,24 06 2018,2752,2714
1002608359,26 08 2018,2594,2560
1002608359,3 02 2019,4032,3950
1002608359,27 05 2018,2705,2673
1002608359,29 09 2019,3428,3374
289324,26 02 2017,2207,1698
289324,26 08 2018,2724,2059
289324,30 04 2017,2704,2008
289324,3 03 2019,2321,1842
289324,27 05 2018,2056,1565
289324,4 08 2019,1646,1286
289324,28 10 2018,2005,1552
289324,25 02 2018,2559,1993
289324,25 06 2017,2291,1858
289324,29 09 2019,1720,1244
289324,30 06 2019,1556,1152
289324,1 12 2019,1486,1106
289324,23 12 2018,1806,1376
289324,28 05 2017,2922,2326
289324,3 11 2019,1556,1122
289324,25 03 2018,2686,2006
289324,3 02 2019,1606,1221
289324,28 01 2018,2004,1495
289324,5 05 2019,1766,1286
289324,24 09 2017,2340,1709
289324,24 06 2018,2155,1616
289324,29 10 2017,2153,1581
289324,29 12 2019,1910,1490
289324,2 06 2019,1474,991
289324,27 08 2017,2634,1905
289324,31 03 2019,2009,1579
289324,25 11 2018,1889,1330
289324,24 12 2017,2590,1997
289324,29 07 2018,1985,1421
289324,2 02 2020,1627,1114
289324,23 09 2018,2005,1606
289324,29 04 2018,2412,1829
289324,26 11 2017,2771,2187
289324,1 09 2019,1581,971
289324,26 03 2017,3088,2585
289324,30 07 2017,2246,1690
523198,26 02 2017,9467,7912
523198,28 05 2017,18066,14852
523198,4 08 2019,23063,19368
523198,25 06 2017,17897,15245
523198,29 07 2018,22766,18733
523198,1 12 2019,22028,18033
523198,3 03 2019,10729,9212
523198,29 04 2018,16573,14244
523198,28 10 2018,27854,23350
523198,27 05 2018,19723,16826
523198,30 07 2017,17390,14774
523198,29 09 2019,27211,23245
523198,29 10 2017,19030,15935
523198,30 04 2017,16884,14352
523198,24 09 2017,19390,16748
523198,25 02 2018,7013,5504
523198,30 06 2019,22811,19185
523198,5 05 2019,21332,18252
523198,29 12 2019,14695,12282
523198,31 03 2019,16507,14011
523198,1 09 2019,26013,22433
523198,23 09 2018,23538,19766
523198,26 08 2018,24515,21273
523198,23 12 2018,15145,12230
523198,25 03 2018,11188,9732
523198,27 08 2017,18504,15741
523198,25 11 2018,20128,16775
523198,24 12 2017,12129,10015
523198,2 06 2019,24206,20627
523198,2 02 2020,11056,8818
523198,24 06 2018,23089,19390
523198,26 03 2017,11079,9362
523198,3 02 2019,10804,9003
523198,26 11 2017,16958,14204
523198,3 11 2019,26877,22734
523198,28 01 2018,5738,4593
516579,4 08 2019,0,0
516579,3 11 2019,1,1
516579,28 10 2018,29,26
516579,1 09 2019,1,1
516579,29 07 2018,1,1
516579,26 08 2018,1,1
516579,26 02 2017,60,48
516579,23 12 2018,36,31
516579,30 04 2017,4,3
516579,2 06 2019,0,0
516579,26 03 2017,44,35
516579,30 06 2019,0,0
516579,29 12 2019,1,1
516579,25 06 2017,0,0
516579,26 11 2017,270,252
516579,3 02 2019,59,55
516579,29 09 2019,1,1
516579,2 02 2020,1,1
516579,27 08 2017,11,10
516579,3 03 2019,22,17
516579,29 04 2018,18,15
516579,28 05 2017,1,1
516579,30 07 2017,1,1
516579,28 01 2018,256,230
516579,24 09 2017,56,52
516579,31 03 2019,3,3
516579,24 06 2018,2,2
516579,29 10 2017,189,173
516579,23 09 2018,17,15
516579,25 02 2018,61,55
516579,24 12 2017,504,468
516579,27 05 2018,1,1
516579,5 05 2019,1,1
516579,25 03 2018,64,56
516579,25 11 2018,66,59
516579,1 12 2019,1,1
827573,27 05 2018,3348,2859
827573,29 09 2019,2952,2480
827573,26 02 2017,3662,3134
827573,26 08 2018,3174,2692
827573,4 08 2019,3326,2817
827573,29 04 2018,3604,3068
827573,30 04 2017,3748,3199
827573,25 02 2018,3757,3204
827573,29 10 2017,3218,2749
827573,3 03 2019,3639,3092
827573,23 12 2018,3226,2758
827573,25 06 2017,3514,3010
827573,23 09 2018,3018,2567
827573,24 09 2017,3132,2647
827573,26 11 2017,3372,2887
827573,26 03 2017,3764,3214
827573,30 07 2017,3411,2890
827573,1 09 2019,3054,2557
827573,3 02 2019,3206,2733
827573,2 02 2020,3166,2646
827573,30 06 2019,3688,3137
827573,27 08 2017,3343,2849
827573,3 11 2019,2958,2472
827573,1 12 2019,3042,2533
827573,24 06 2018,3863,3372
827573,29 12 2019,2885,2412
827573,5 05 2019,3347,2849
827573,24 12 2017,3555,3020
827573,28 01 2018,3697,3181
827573,29 07 2018,3410,2927
827573,25 11 2018,2989,2545
827573,2 06 2019,3455,2950
827573,31 03 2019,3587,3055
827573,25 03 2018,3872,3304
827573,28 10 2018,3060,2615
827573,28 05 2017,3586,3079
519157,23 09 2018,8102,6675
519157,1 12 2019,4644,3669
519157,24 06 2018,8727,7438
519157,30 07 2017,1835,1439
519157,3 11 2019,6063,5024
519157,29 12 2019,3871,3135
519157,25 11 2018,5202,4246
519157,24 09 2017,2822,2417
519157,26 08 2018,6836,6057
519157,27 05 2018,6850,5834
519157,28 05 2017,1542,1147
519157,3 02 2019,3582,3030
519157,30 06 2019,5560,4856
519157,26 02 2017,2731,2281
519157,26 11 2017,5973,4920
519157,25 06 2017,1848,1581
519157,26 03 2017,2085,1700
519157,23 12 2018,4379,3557
519157,5 05 2019,5666,4778
519157,31 03 2019,4271,3515
519157,29 07 2018,7570,6500
519157,4 08 2019,5698,4913
519157,3 03 2019,3837,3172
519157,2 02 2020,3739,3172
519157,2 06 2019,5657,4722
519157,29 10 2017,3854,3212
519157,25 03 2018,6974,6113
519157,28 01 2018,5912,4840
519157,27 08 2017,1517,1147
519157,30 04 2017,2125,1779
519157,24 12 2017,5810,4671
519157,25 02 2018,8241,6868
519157,1 09 2019,6026,5024
519157,28 10 2018,7171,6159
519157,29 04 2018,6794,5826
519157,29 09 2019,6305,5281
630380,26 08 2018,11424,11058
630380,27 05 2018,14639,14166
630380,29 09 2019,14891,14438
630380,26 11 2017,10411,10022
630380,3 03 2019,9832,9491
630380,25 03 2018,10181,9871
630380,29 12 2019,12141,11688
630380,26 02 2017,9991,9657
630380,30 04 2017,12853,12478
630380,25 02 2018,8991,8718
630380,3 11 2019,15400,14918
630380,24 06 2018,13832,13373
630380,25 06 2017,13059,12590
630380,30 06 2019,14753,14233
630380,1 09 2019,14543,14057
630380,27 08 2017,10717,10368
630380,5 05 2019,14382,13934
630380,29 07 2018,12356,11902
