id,city_name,signup_os,signup_channel,signup_timestamp,bgc_date,vehicle_added_date,vehicle_make,vehicle_model,vehicle_year,first_completed_trip_timestamp
9e4279d3-8b6a-4821-aada-54fa4401635d,Berton,ios web,NA,2017-07-10T22:47:56Z,2017-07-10T22:48:39Z,2017-07-10T22:48:06Z,Chrysler,200,2015,2017-07-13T22:07:27Z
9f80e069-33e6-4d36-8ce5-c900a5f9db1f,Wrouver,android web,Referral,2017-07-30T21:40:04Z,2017-07-30T21:43:08Z,2017-07-30T21:40:52Z,NA,Turbo Terrific,2017,2017-08-01T22:38:25Z
a022ad92-ab69-4cff-8e6e-d14914e04d21,Berton,ios web,Paid,2017-07-02T18:48:00Z,2017-07-02T19:30:18Z,2017-07-02T19:29:34Z,Honda,Accord,2005,NA
a6f84495-9163-4420-b7e3-ddb7274487c1,Strark,NA,R2D,2017-07-10T18:50:51Z,NA,2017-07-10T18:51:02Z,Lexus,CT,2016,NA
b381a97b-18ea-427d-9f76-2f23d5ffab94,Berton,ios web,NA,2017-07-27T06:16:27Z,2017-07-27T06:18:45Z,2017-07-27T06:16:59Z,Honda,CR-V,2013,NA
c5e58ed4-9b93-4907-b6e0-eb99b309a01b,Berton,ios web,Referral,2017-07-11T22:23:19Z,2017-07-11T22:24:45Z,2017-07-11T22:23:43Z,Honda,Civic,2017,2017-07-19T00:46:12Z
cb1ff1e9-bcb4-425e-bd70-1dfead9a1c28,Berton,ios web,Referral,2017-07-02T18:38:17Z,2017-07-02T18:39:49Z,2017-07-02T18:39:07Z,Toyota,Camry,2016,NA
d9cca497-1cfe-47c2-a011-db277ee617b4,Wrouver,NA,Referral,2017-07-10T19:46:27Z,NA,2017-07-10T19:46:41Z,Lexus,RX,2009,2017-07-30T13:45:09Z
faf0b44a-1970-409d-b51d-b15a29ac028d,Wrouver,NA,R2D,2017-07-09T05:13:28Z,NA,2017-07-09T05:14:07Z,BMW,M3,2002,NA
1884635c-05d7-454e-9837-f85116c538df,Berton,ios web,Referral,2017-07-21T21:03:05Z,2017-07-21T21:05:18Z,2017-07-21T21:03:18Z,Ford,Explorer Sport Trac,2002,2017-07-25T18:44:37Z
1b06e158-0048-4458-a74f-0e94308dbe99,Strark,NA,R2D,2017-07-04T23:30:47Z,NA,2017-08-10T01:27:07Z,Mercedes-Benz,S-Class,2017,NA
1b06e158-0048-4458-a74f-0e94308dbe99,Strark,NA,R2D,2017-07-04T23:30:47Z,NA,2017-08-10T01:27:07Z,Mercedes-Benz,S-Class,2017,NA
2ce0cf18-da33-4948-875d-666ec5a55d91,Strark,NA,R2D,2017-07-21T07:14:11Z,NA,2017-07-21T07:14:43Z,Chevrolet,Malibu,2013,NA
6752df4b-ca74-4a45-b72d-5c9b61ac3f05,Strark,ios web,Referral,2017-07-11T22:36:17Z,2017-07-11T22:37:34Z,2017-07-11T22:36:44Z,Toyota,Sienna,2016,2017-07-24T02:07:41Z
6e7b443e-e2b9-4f54-8f23-4ea28bd678a1,Strark,NA,R2D,2017-07-23T03:11:53Z,2017-07-23T03:12:33Z,2017-07-23T03:12:18Z,Cadillac,SRX,2010,NA
71d7f675-b736-4219-8b53-b45f0f5ba51b,Strark,android web,Paid,2017-07-25T09:12:18Z,2017-08-04T09:45:59Z,2017-07-25T09:12:42Z,Ford,F-150,2017,NA
949cd07a-10b0-4f21-885b-b700979fcdc3,Berton,android web,Referral,NA,2017-07-21T23:05:11Z,2017-07-21T23:04:28Z,Volkswagen,GLI,2012,2017-07-31T18:13:24Z
c86ed0fb-ec7e-4c2b-ba4e-8b0b4dad4746,Strark,NA,Referral,2017-07-12T22:45:40Z,NA,2017-07-12T22:50:59Z,Dodge,Charger,2006,2017-07-14T06:21:54Z
da9f2de6-8ba3-4719-937b-fe257174dd3c,Strark,mac,Referral,2017-07-20T20:29:04Z,2017-07-20T20:29:40Z,NA,BMW,5-series,2010,NA
e912e15d-ce7c-4d0a-9064-81790ae333fc,Strark,NA,Referral,2017-07-26T20:47:32Z,NA,NA,Honda,Accord,2015,NA
f3b4e1b3-81e7-42ae-92ba-77b884a32647,Strark,ios web,Referral,2017-07-24T02:30:29Z,2017-07-24T02:30:52Z,NA,NA,Mean Machine,2013,2017-08-21T22:54:11Z
fe2540c9-83a9-4181-be18-2fe8554e6148,Berton,NA,Referral,2017-07-13T18:27:52Z,NA,2017-07-13T18:28:06Z,Nissan,Sentra,2011,NA
092fbd3c-e6e1-4041-9068-5bae9d4a1dd5,Strark,NA,Referral,NA,NA,2017-07-05T20:33:27Z,Honda,Civic,2017,2017-07-08T02:06:20Z
184e7acc-aeb0-4ca2-9588-8ddee8f0bcc3,Berton,NA,NA,2017-07-26T22:23:52Z,NA,2017-07-26T22:24:10Z,Chevrolet,Malibu,2013,NA
2c39df6a-529e-42d5-ac68-dbb0ec5832c2,Strark,NA,NA,NA,NA,2017-07-14T20:43:11Z,Toyota,Corolla,2017,2017-07-29T02:44:38Z
6be4651a-e4e0-4f7b-8c58-e490f900ee70,Strark,NA,R2D,2017-07-13T21:33:28Z,NA,2017-07-13T21:35:24Z,Nissan,Maxima,2000,NA
bb498dba-fded-4776-abaf-b9192c1178c3,Strark,NA,NA,2017-07-15T09:36:27Z,NA,2017-07-15T09:36:40Z,Toyota,Camry,2012,2017-07-27T20:31:39Z
ed5fc2b4-81d4-49ea-8b70-eab542b1f7d6,Berton,ios web,Dost,2017-07-07T01:31:15Z,2017-07-07T01:31:42Z,2017-07-07T01:31:24Z,Dodge,Challenger,2016,NA
117eb67c-b0df-44c1-9329-e7666f383075,Strark,NA,R2D,2017-07-23T18:58:02Z,NA,2017-07-23T18:58:20Z,Honda,Accord,2013,2017-07-28T05:39:12Z
4ccc96b9-66a5-4e17-849c-268f26bc5e1b,Strark,android web,Organic,2017-07-10T23:23:21Z,2017-07-10T23:25:37Z,2017-07-10T23:23:47Z,Honda,Pilot,2011,2017-07-13T22:26:30Z
b1d4ec83-0beb-49e6-9aba-bbecaa285636,Strark,android web,Paid,2017-07-10T21:45:32Z,2017-07-10T21:46:46Z,2017-07-10T21:46:03Z,Mitsubishi,Lancer,2003,NA
c2b4d682-486c-47da-a12b-0bb5a7b11573,Strark,other,Paid,2017-07-07T16:03:18Z,2017-07-07T16:06:57Z,2017-07-07T16:03:26Z,Kia,Optima,2015,2017-07-13T18:36:53Z
dd769399-15a2-4f8a-acf0-aa425e4aad37,Strark,NA,Referral,2017-07-30T17:14:03Z,2017-07-30T17:16:09Z,2017-07-30T17:14:27Z,Nissan,Pathfinder,2014,2017-08-09T23:27:08Z
dd82ae02-cdc1-444c-afb8-1772611e4349,Strark,NA,R2D,2017-07-11T09:53:15Z,NA,2017-08-02T06:19:39Z,Buick,Enclave,2009,NA
e9343db7-9698-4308-b94f-06221ac8cd15,Strark,NA,Referral,NA,NA,2017-07-18T19:34:53Z,Nissan,Versa,2014,2017-07-21T22:40:38Z
02a97add-a47c-477d-af0b-d1605e0eaf5b,Berton,ios web,Referral,2017-07-29T21:40:06Z,2017-07-29T21:41:21Z,2017-07-29T21:40:25Z,Mercedes-Benz,M-Class,2012,2017-08-12T19:07:30Z
0d0d1e3a-9a10-4ebc-93a2-d1da6e38dd07,Strark,NA,Paid,2017-07-31T03:56:56Z,2017-07-31T03:57:34Z,2017-07-31T03:57:15Z,NA,Mystery Machine KITT,2012,NA
1fdd51db-bf85-417f-b39a-f39387327169,Wrouver,NA,R2D,2017-07-30T02:50:56Z,NA,2017-07-30T02:51:15Z,Kia,Optima,2015,NA
22ceae82-5b9c-4985-8009-9dd48eb98d9f,Strark,ios web,Referral,2017-07-12T18:44:12Z,2017-07-12T18:44:56Z,NA,Honda,Accord,2017,2017-07-15T23:27:03Z
231a64ae-b084-4063-ab2a-f8a3a1587e1f,Strark,ios web,NA,2017-07-04T20:32:02Z,2017-07-04T20:32:34Z,2017-07-04T20:32:09Z,Toyota,Camry,2011,NA
3f9fa536-0705-4491-b6fb-ba1ad0a696d0,Strark,NA,R2D,2017-07-23T04:34:23Z,NA,2017-07-23T04:34:47Z,Honda,Accord,2017,NA
548f35c4-7016-4ba6-8a0b-c10b53dc0efe,Wrouver,NA,R2D,2017-07-26T20:52:23Z,NA,NA,Honda,Accord,2004,NA
5ab85655-5794-4ac0-bf25-6d2dbdcf8d43,Strark,android web,Organic,2017-07-16T04:15:19Z,2017-07-16T04:16:17Z,2017-07-16T04:15:41Z,Kia,Forte,2016,NA
5f3e0f51-48a2-45c0-b452-7c58f1fd0663,Strark,NA,R2D,2017-07-03T16:34:18Z,NA,NA,Nissan,Altima,2009,NA
688a21aa-1b8a-4c5d-aec4-9c1d1c8ae416,Strark,NA,Referral,NA,NA,2017-07-02T21:02:28Z,Honda,Civic,2017,2017-07-04T00:20:03Z
799825fa-896e-4c33-93b2-54d76a1df1a3,Berton,ios web,Referral,2017-07-06T04:22:56Z,2017-07-06T04:23:29Z,2017-07-06T04:23:12Z,Toyota,Corolla,2015,NA
7b3126eb-1138-45cb-ab70-30b09ec41c7d,Strark,other,NA,2017-07-04T08:27:23Z,2017-07-04T08:28:25Z,2017-07-04T08:27:46Z,Acura,Integra,1998,2017-07-18T00:59:10Z
8cdf5c52-54b0-40be-89a2-7a2bd64f930b,Strark,NA,R2D,2017-07-01T01:17:34Z,NA,2017-07-01T01:18:46Z,Jaguar,XJ,2004,2017-07-12T21:08:55Z
a3ad2d3b-6b3b-43d2-98fa-58a8929e9c70,Wrouver,android web,Paid,2017-07-29T19:22:12Z,2017-07-29T19:23:13Z,2017-07-29T19:22:24Z,Scion,iM,2016,NA
a3ad2d3b-6b3b-43d2-98fa-58a8929e9c70,Wrouver,android web,Paid,2017-07-29T19:22:12Z,2017-07-29T19:23:13Z,2017-07-29T19:22:24Z,Scion,iM,2016,NA
b798e3a6-3f57-4140-b1fd-46b7f5b4692d,Strark,other,Referral,2017-07-08T17:28:02Z,2017-07-08T17:28:33Z,2017-07-08T17:28:20Z,Toyota,Camry,2017,2017-08-05T17:16:02Z
e3e4fce4-11d9-4fd3-b432-9e1a3811f9cd,Berton,ios web,NA,2017-07-25T20:21:57Z,2017-07-25T20:32:18Z,2017-07-25T20:22:08Z,Mercedes-Benz,C-Class,2012,2017-08-02T20:06:44Z
e485f928-ba0d-4059-81a1-4e1a71266b9e,Berton,ios web,Referral,2017-07-03T05:40:15Z,2017-07-03T05:40:44Z,2017-07-03T05:40:28Z,Toyota,Corolla,2016,NA
e8cfb2fe-df20-4baf-9c58-b95f619521fe,Berton,android web,Referral,2017-07-25T05:47:43Z,2017-07-25T05:48:17Z,2017-07-25T05:47:58Z,Ford,Fusion,2012,NA
0410f55a-14e9-477f-ad35-5e8a4ba3d682,Strark,NA,R2D,2017-07-06T02:12:24Z,NA,2017-07-06T02:12:31Z,Honda,Accord,2014,2017-07-11T02:52:51Z
1818c39f-c4d1-4131-a82c-2112fa3cda89,Strark,NA,Paid,2017-07-15T02:43:09Z,NA,2017-07-15T02:43:40Z,Honda,Odyssey,2016,2017-07-25T03:59:50Z
1818c39f-c4d1-4131-a82c-2112fa3cda89,Strark,NA,Paid,2017-07-15T02:43:09Z,NA,2017-07-15T02:43:40Z,Honda,Odyssey,2016,2017-07-25T03:59:50Z
514c3fca-291d-480d-a0a5-b30df744b818,Berton,android web,Referral,2017-07-05T22:29:25Z,2017-07-06T15:17:13Z,2017-07-05T22:29:46Z,Nissan,Sentra,2015,2017-07-23T01:40:44Z
5253cc23-b035-41cf-9115-8ea2a54666de,Strark,other,Referral,2017-07-24T00:57:29Z,2017-07-24T00:58:14Z,2017-07-24T00:57:42Z,Honda,Civic,2014,2017-07-26T00:13:05Z
b3fd6126-c794-409e-afb6-0ccaf2a10265,Strark,NA,R2D,2017-07-27T06:37:58Z,NA,NA,NA,Millennium Falcon,2010,2017-07-28T22:03:58Z
f461a0a3-7f5d-4977-8303-4a9e0397aa09,Wrouver,other,Referral,NA,2017-07-17T19:22:21Z,2017-07-17T19:16:10Z,Nissan,Versa,2011,2017-07-19T18:53:43Z
1c15434b-ca0a-48c0-b921-95fe368ed88e,Berton,windows,Referral,2017-07-16T01:05:26Z,2017-07-16T01:06:11Z,NA,Mercedes-Benz,C-Class,2013,NA
2e1d1e16-4dc6-4e9a-8788-b04016e2e9dc,Berton,ios web,Paid,NA,2017-07-15T16:07:19Z,2017-07-15T16:05:11Z,Toyota,Camry,2009,2017-07-28T23:11:05Z
440b3b5b-8003-4e00-904f-ac8ee1aefd7f,Berton,mac,Referral,2017-07-12T19:08:45Z,2017-07-12T19:25:20Z,2017-07-12T19:22:54Z,Ford,Focus,2017,2017-07-24T23:21:01Z
58dc9b72-ff83-4b4b-a02b-178e002df5a5,Berton,mac,Paid,2017-07-03T20:03:13Z,2017-07-03T20:04:08Z,2017-07-03T20:03:42Z,Honda,Civic,2011,2017-07-12T17:58:00Z
5a0eb7b0-d39b-40c1-ad3c-755e6a7dce52,Berton,NA,Organic,2017-07-31T00:34:40Z,2017-07-31T00:35:10Z,2017-07-31T00:34:47Z,Mazda,121,2014,NA
957ba25e-305a-4c98-881d-53483c30bff8,Strark,ios web,Referral,2017-07-24T02:57:36Z,2017-07-24T03:06:14Z,2017-07-24T02:57:39Z,Kia,Sportage,2016,2017-08-08T16:20:26Z
a82ac2bc-23cb-48eb-9f74-67c346c3f074,Berton,android web,Paid,2017-07-24T15:15:11Z,2017-07-24T15:15:55Z,2017-07-24T15:15:24Z,Hyundai,Tucson,2017,NA
ba213c54-c17f-42b5-983b-2532f00e9748,Berton,NA,Referral,2017-07-16T20:50:53Z,NA,2017-07-16T20:51:05Z,Toyota,Corolla,2017,NA
cb60687a-fb20-45fb-8878-0b68785e124e,Strark,ios web,Referral,NA,2017-07-07T06:30:02Z,2017-07-07T06:29:18Z,Honda,Fit,2015,2017-07-08T05:02:21Z
e6dea367-3920-4f4c-a09e-f104c5b6f781,Strark,NA,NA,NA,NA,2017-07-19T15:48:41Z,Toyota,Camry,2016,2017-07-29T23:42:24Z
21a4ac91-0484-4702-a7bb-ea688ebce8b7,Strark,NA,R2D,2017-07-06T05:26:43Z,NA,2017-07-06T05:27:08Z,Chevrolet,Traverse,2017,NA
28f231b9-4980-468f-8302-67f7a306a145,Berton,ios web,Organic,NA,2017-07-14T18:02:46Z,2017-07-14T18:02:21Z,Lincoln,MKT,2014,NA
368cd1d2-7e8f-4aad-a732-e34f75f572a0,Strark,android web,Referral,2017-07-30T17:24:59Z,2017-07-30T20:11:51Z,2017-07-30T17:25:09Z,Toyota,Prius,2013,NA
3fca301d-631c-4a97-90e2-88e9a1fbf7d0,Strark,ios web,Organic,2017-07-28T04:41:32Z,2017-07-28T04:42:08Z,2017-07-28T04:41:46Z,Honda,Civic,2016,2017-08-17T01:33:12Z
466c0b22-f4e8-4fd6-bdb9-f73a5fd73a9e,Strark,android web,Referral,NA,2017-07-16T01:56:15Z,2017-07-16T01:55:36Z,Honda,Accord,2016,2017-07-20T23:37:50Z
539fff08-024a-41d0-8a83-a71541251502,Strark,ios web,Referral,NA,2017-07-07T22:28:31Z,2017-07-07T22:27:52Z,Mazda,CX-3,2007,NA
55913313-cb02-4c3d-9e59-a3d11af626d5,Wrouver,ios web,NA,2017-07-27T16:39:45Z,2017-07-27T16:40:15Z,2017-07-27T16:39:59Z,NA,The Homer,2015,2017-08-02T20:45:01Z
6b120255-ae65-40d5-a369-b7b5b08fc4c5,Strark,android web,Referral,2017-07-25T21:27:25Z,2017-07-25T21:28:41Z,2017-07-25T21:27:56Z,Chevrolet,Trax,2017,2017-08-04T00:52:45Z
764cf8f3-4dad-4de7-b11d-e9e3581543f5,Strark,NA,NA,NA,NA,2017-07-24T17:47:11Z,Honda,Accord,2017,2017-08-10T05:19:04Z
8597dc41-5b01-4d3e-8912-6b1539e90ef3,Strark,ios web,Paid,NA,2017-07-10T20:51:53Z,2017-07-10T20:51:26Z,Kia,Soul,2015,2017-07-12T22:31:05Z
95de0aa3-ab82-4409-8e9d-071d94af2c83,Strark,NA,Paid,2017-07-02T21:36:17Z,NA,2017-07-02T21:38:08Z,Toyota,Corolla,2016,NA
b43b80be-45b3-43e4-bff6-791cde66f309,Strark,ios web,Referral,2017-07-06T03:42:44Z,2017-07-06T03:43:49Z,2017-07-06T03:42:45Z,Hyundai,Elantra,2017,NA
d7bed4cc-c564-49af-b683-ace42459d51f,Berton,ios web,Referral,2017-07-09T01:50:26Z,2017-07-12T01:10:02Z,NA,Ford,Fiesta,2017,NA
e725f797-cb8a-4484-acfb-9b7883bfbe61,Strark,NA,R2D,2017-07-13T19:29:42Z,NA,2017-07-13T19:29:51Z,NA,Boulder Mobile,2005,2017-07-23T01:02:32Z
04034238-158c-418c-8780-d6ca314c3e5b,Strark,ios web,Referral,2017-07-13T03:12:30Z,2017-07-13T03:15:18Z,2017-07-13T03:13:14Z,Toyota,Corolla,2014,2017-07-16T21:25:01Z
1eb20cb2-1148-45be-8ef4-34e1a0a00c26,Strark,ios web,Referral,2017-07-04T08:14:25Z,2017-07-04T08:15:18Z,NA,Subaru,XV Crosstrek,2015,NA
453d1d1b-319b-4d8e-b527-da5f1b4151b0,Wrouver,android web,Paid,2017-07-12T04:57:10Z,2017-07-12T04:57:48Z,2017-07-12T04:57:32Z,Chevrolet,Blazer,1996,NA
4edcc100-3644-442f-b781-2d59dfea80d5,Wrouver,mac,Paid,2017-07-27T12:09:22Z,2017-07-27T12:10:06Z,2017-07-27T12:09:35Z,Toyota,Prius,2013,2017-07-29T02:51:23Z
5cf0b39e-521e-4faf-91d1-6c87c84882a3,Berton,ios web,Paid,2017-07-28T04:15:19Z,2017-08-29T01:28:49Z,2017-07-28T04:16:00Z,Toyota,Camry,2017,NA
7e3388af-4413-48db-8eb6-c94a06a95467,Strark,NA,Paid,2017-07-31T22:56:35Z,2017-07-31T22:57:59Z,2017-07-31T22:57:19Z,Ford,Fiesta,2016,NA
7f6dd52c-7331-49c7-87da-88a18b28a3bc,Berton,NA,Dost,2017-07-14T18:44:49Z,NA,NA,Honda,Ridgeline,2012,2017-07-29T04:51:48Z
91471c36-2733-4f29-b8ca-2d0ce8bd5b82,Berton,NA,Referral,2017-07-16T23:56:58Z,NA,2017-07-16T23:57:12Z,Mazda,323,2015,2017-08-10T01:51:29Z
edd09bc6-0821-4318-a1b7-94a1e0404367,Berton,NA,R2D,NA,NA,2017-07-17T04:37:13Z,Dodge,Dart,2015,NA
1acfea33-da79-492c-a8d8-be6a32c5d5e6,Strark,NA,Referral,2017-07-10T07:43:32Z,NA,2017-07-10T07:44:46Z,Mazda,CX-5,2015,2017-08-02T22:32:45Z
1acfea33-da79-492c-a8d8-be6a32c5d5e6,Strark,NA,Referral,2017-07-10T07:43:32Z,NA,2017-07-10T07:44:46Z,Mazda,CX-5,2015,2017-08-02T22:32:45Z
2c5deb36-68f1-4dcf-8ccc-bdab94d2593a,Strark,NA,Referral,2017-07-17T18:06:10Z,NA,2017-07-17T18:06:24Z,Honda,Accord,2016,2017-07-24T17:06:08Z
781f26ac-4932-4127-bbbc-9b81490833cf,Strark,mac,Referral,2017-07-28T08:11:42Z,2017-07-28T08:15:31Z,2017-07-28T08:13:05Z,Honda,Accord,2016,NA
bcfe2859-f788-4227-981f-35303ba5e7d4,Strark,mac,Referral,2017-07-12T17:11:52Z,2017-07-12T17:12:34Z,2017-07-12T17:12:06Z,Lexus,IS,2006,2017-07-12T21:52:39Z
e28a3f53-04f9-4f44-a7f8-f7f4c00a0837,Strark,NA,NA,2017-07-18T18:44:24Z,NA,2017-07-18T18:46:41Z,Ford,Ranger,2001,2017-08-07T19:28:23Z
e6600e8b-f210-4796-b271-8296ad3581b0,Strark,NA,R2D,2017-07-17T16:59:37Z,NA,2017-07-17T16:59:44Z,Scion,xB,2006,2017-07-28T19:03:27Z
ee91e8b4-a80e-4dc4-b0a4-0de3a05d8926,Strark,ios web,Referral,2017-07-07T07:23:33Z,2017-07-07T07:24:28Z,2017-07-07T07:24:00Z,Volkswagen,Jetta,2011,NA
fb17f449-4dc3-49ce-b90a-de0d10817baf,Strark,ios web,Paid,2017-07-11T23:35:02Z,2017-07-11T23:35:27Z,2017-07-11T23:35:14Z,BMW,5-series,2016,2017-07-13T07:44:33Z
fb17f449-4dc3-49ce-b90a-de0d10817baf,Strark,ios web,Paid,2017-07-11T23:35:02Z,2017-07-11T23:35:27Z,2017-07-11T23:35:14Z,BMW,5-series,2016,2017-07-13T07:44:33Z
0d2d0965-6f5e-4357-bb5b-18aef44c443e,Berton,NA,R2D,2017-07-16T21:01:36Z,NA,NA,Hyundai,Tucson,2017,NA
0f419a2e-fc8d-4449-b570-e1f0293d9317,Wrouver,NA,R2D,2017-07-09T20:03:49Z,NA,2017-10-02T17:45:00Z,Chevrolet,Traverse,2014,NA
0f419a2e-fc8d-4449-b570-e1f0293d9317,Wrouver,NA,R2D,2017-07-09T20:03:49Z,NA,2017-10-02T17:45:00Z,Chevrolet,Traverse,2014,NA
2300e7de-6cf3-4496-8af8-dd5c16278dfc,Strark,ios web,Referral,2017-07-23T19:02:25Z,2017-07-23T19:02:58Z,2017-07-23T19:02:37Z,Dodge,Durango,2013,2017-07-25T03:05:07Z
34cbc8df-9e08-45ad-9c77-2dcf27195c22,Strark,android web,Paid,2017-07-14T18:43:15Z,2017-07-14T18:43:59Z,2017-07-14T18:43:32Z,Ford,Fusion,2012,2017-07-25T04:38:54Z
903f525c-0a72-4c27-8e6d-e830ae84fafb,Strark,other,Paid,2017-07-26T03:49:52Z,2017-07-26T03:55:12Z,2017-07-26T03:50:41Z,Mercedes-Benz,E-Class,2010,2017-07-29T00:36:23Z
a81bf488-69e0-45f8-84f2-dfdf383190c7,Strark,other,Paid,2017-07-29T18:36:35Z,2017-07-29T18:37:30Z,2017-07-29T18:36:46Z,Honda,Odyssey,2006,2017-08-06T02:54:16Z
a81bf488-69e0-45f8-84f2-dfdf383190c7,Strark,other,Paid,2017-07-29T18:36:35Z,2017-07-29T18:37:30Z,2017-07-29T18:36:46Z,NA,Batmobile,2006,2017-08-06T02:54:16Z
a81bf488-69e0-45f8-84f2-dfdf383190c7,Strark,other,Paid,2017-07-29T18:36:35Z,2017-07-29T18:37:30Z,2017-07-29T18:36:46Z,Honda,Odyssey,2006,2017-08-06T02:54:16Z
c0715941-8463-47d2-8e09-e1c8d5034cf9,Strark,ios web,Organic,2017-07-18T00:42:55Z,2017-07-18T00:46:12Z,2017-07-18T00:45:31Z,Scion,xB,2009,NA
c7f670c6-0a63-41be-9363-ce9076beb71e,Strark,NA,Referral,2017-07-27T08:34:48Z,NA,NA,NA,Magic Schoolbus,2011,NA
d4b9f5d7-20cd-409f-b966-655483b40fdf,Strark,NA,R2D,2017-07-10T00:20:19Z,NA,2017-07-10T00:20:37Z,Subaru,BRZ,2016,NA
df001b6d-d4c3-4cfa-a49a-d13747b2b3d4,Berton,NA,R2D,2017-07-06T15:19:37Z,NA,2017-07-06T15:19:42Z,BMW,3-series,2008,NA
f46820f9-b4fc-4147-863b-e0f018ee6cec,Berton,NA,R2D,2017-07-27T14:38:42Z,NA,NA,Nissan,Rogue,2014,2017-08-09T19:42:52Z
f46820f9-b4fc-4147-863b-e0f018ee6cec,Berton,NA,R2D,2017-07-27T14:38:42Z,NA,NA,Nissan,Rogue,2014,2017-08-09T19:42:52Z
2bd56c5e-2424-4b16-9809-8a15002607c6,Wrouver,NA,Referral,2017-07-23T02:10:34Z,NA,2017-07-23T02:10:48Z,Toyota,RAV4,2017,NA
4bfeaef4-bc95-4304-a895-12a4b4fa902c,Strark,NA,Referral,2017-07-11T02:01:16Z,NA,2017-07-11T02:01:27Z,Hyundai,Elantra,2016,NA
53a5bb48-f809-46a5-8dd9-012aff53a109,Strark,NA,Referral,2017-07-20T19:26:30Z,NA,2017-07-20T19:26:40Z,Nissan,Altima,2015,NA
5b0f54c0-fcd9-4115-a515-c38d0c8f72c8,Wrouver,windows,Organic,2017-07-06T20:39:57Z,2017-07-11T20:05:32Z,2017-07-11T20:00:11Z,Toyota,Prius,2008,2017-07-12T04:14:08Z
6261adf8-a42c-4a70-9992-1f2f8230faa0,Strark,ios web,Referral,2017-07-13T15:47:10Z,2017-08-06T20:12:45Z,2017-07-13T15:47:38Z,Jeep,Wrangler,2015,NA
65b52bb4-d341-4633-b45e-86fbc5230146,Berton,NA,Referral,2017-07-10T23:34:56Z,NA,NA,BMW,3-series,2006,2017-07-11T20:21:45Z
66c1a41c-306a-4229-b89e-3dbd2927eb27,Berton,NA,R2D,2017-07-02T21:15:12Z,NA,2017-07-06T01:45:07Z,Hyundai,Accent,2016,NA
7596a74b-2a62-47d0-b2dd-cc665eeb36bc,Berton,NA,NA,NA,NA,2017-07-17T21:26:43Z,Chevrolet,Camaro,2015,NA
aaf8d5ef-68f4-4a66-8282-93f26fe5612f,Wrouver,other,Paid,2017-07-16T18:25:23Z,2017-07-16T18:26:56Z,2017-07-16T18:25:39Z,Toyota,Sienna,2016,2017-07-23T04:10:28Z
0522f54f-996f-4b00-b4b7-5e08383c8bb4,Strark,mac,Referral,NA,NA,NA,Toyota,Prius,2016,NA
3c516a5a-4871-47d4-bddc-c4e2c5e19bbc,Strark,NA,Organic,2017-07-06T18:56:45Z,2017-07-06T18:57:00Z,2017-07-06T18:56:52Z,Volkswagen,Touareg,2008,NA
419b624d-85ad-4b11-9551-47fc51200da9,Strark,NA,Referral,2017-07-08T22:20:09Z,2017-07-08T22:22:53Z,NA,Toyota,Corolla,2017,2017-07-17T03:02:36Z
515409f1-1736-48f1-83c1-e9a65bdf645f,Strark,NA,Referral,2017-07-10T19:56:51Z,NA,2017-07-10T19:57:05Z,Nissan,Sentra,2013,2017-07-12T14:44:05Z
5d8254cf-e8e2-4eaf-a401-c46f3a4cceaf,Strark,NA,R2D,2017-07-28T00:46:00Z,NA,2017-07-28T00:46:09Z,Toyota,Camry,2016,2017-08-04T23:45:31Z
67742d81-a1e0-4ad3-af28-a16e57900aa8,Berton,NA,R2D,2017-07-17T00:15:03Z,NA,2017-07-17T00:15:10Z,Lexus,RX,2015,NA
6ab845d1-7d5d-4a0b-98a5-e5bcb5737f5d,Strark,android web,Referral,2017-07-20T17:53:40Z,2017-07-20T17:54:20Z,2017-07-20T17:53:52Z,Cadillac,XTS,2017,2017-07-26T23:16:13Z
6ab845d1-7d5d-4a0b-98a5-e5bcb5737f5d,Strark,android web,Referral,2017-07-20T17:53:40Z,2017-07-20T17:54:20Z,2017-07-20T17:53:52Z,Cadillac,XTS,2017,2017-07-26T23:16:13Z
6ab845d1-7d5d-4a0b-98a5-e5bcb5737f5d,Strark,android web,Referral,2017-07-20T17:53:40Z,2017-07-20T17:54:20Z,2017-07-20T17:53:52Z,Cadillac,XTS,2017,2017-07-26T23:16:13Z
a1bff309-5468-4b04-9c61-87a83df1362a,Wrouver,NA,Referral,2017-07-16T04:33:35Z,2017-07-16T04:35:11Z,2017-07-16T04:42:25Z,GMC,Terrain,2014,2017-07-19T04:55:08Z
a9aaaec4-40f8-4c7d-b906-aa12a2bed2f0,Strark,ios web,Referral,2017-07-10T03:31:44Z,2017-07-10T03:34:23Z,2017-07-10T03:33:18Z,Toyota,Prius,2017,NA
c44eda05-bfce-4f34-891e-38d1fa442288,Strark,NA,R2D,2017-07-29T00:37:41Z,NA,2017-07-29T00:38:08Z,Volkswagen,Golf,2016,NA
dc8a060f-6d28-4fee-ae35-eed00cf58f58,Strark,NA,NA,2017-07-08T01:22:20Z,NA,2017-07-08T01:22:55Z,Nissan,Sentra,2015,NA
de818a15-b712-4587-ab1d-c9e4edb5f4f3,Strark,NA,R2D,2017-07-15T18:23:17Z,NA,2017-07-15T18:23:23Z,Nissan,Altima,2013,NA
