time_offset,speed,roadvel,bodyacc,yaw_rate
132.499,58.42,0.2368,-0.0999,-0.013
132.509,58.31,0.2176,-0.08,-0.013
132.519,58.31,0.2144,-0.0399,-0.013
132.529,58.31,0.2208,-0.08,-0.013
132.539,58.21,0.2336,-0.0399,-0.011
132.548,58.21,0.2336,-0.0399,-0.011
132.557,58.21,0.2528,0.1799,-0.011
132.566,58.21,0.2528,0.24,-0.01
132.576,58.21,0.24,0.24,-0.01
132.585,58.21,0.2368,0.3,-0.012
132.595,58.21,0.2368,0.3,-0.012
132.604,58.1,0.224,-0.06,-0.012
132.614,58.1,0.2048,-0.2599,-0.012
132.624,58.1,0.1664,-0.16,-0.011
132.634,58.1,0.1504,-0.22,-0.011
132.644,58.03,0.1504,-0.1799,-0.009
132.654,58.03,0.1504,-0.1799,-0.009
132.664,58.03,0.1664,-0.16,-0.009
132.673,58.03,0.1856,0.0999,-0.009
132.682,58.03,0.1888,-0.0399,-0.009
132.692,58.03,0.1824,-0.06,-0.009
132.701,57.92,0.1792,-0.22,-0.009
132.71,57.92,0.1792,-0.22,-0.009
132.72,57.92,0.1824,-0.1999,-0.008
132.729,57.92,0.176,-0.1799,-0.008
132.739,57.92,0.1631,0.08,-0.008
132.748,57.92,0.1631,0.08,-0.008
132.758,57.92,0.1568,-0.0999,-0.008
132.767,57.81,0.1472,-0.3399,-0.009
132.776,57.7,0.1408,-0.1199,-0.007
132.786,57.7,0.1408,-0.1199,-0.007
132.795,57.7,0.1951,0.0999,-0.007
132.805,57.7,0.1951,0.0999,-0.009
132.814,57.7,0.2048,0.3,-0.009
132.823,57.7,0.2016,0.3399,-0.008
132.833,57.7,0.1856,0.0999,-0.008
132.842,57.7,0.1856,0.0999,-0.008
132.851,57.7,0.1728,-0.24,-0.008
132.861,57.59,0.1696,0.1799,-0.007
132.87,57.59,0.1856,0.22,-0.007
132.88,57.59,0.1728,0.0199,-0.009
132.889,57.59,0.1504,0.0199,-0.009
132.898,57.59,0.1504,0.0199,-0.009
132.908,57.52,0.1311,0.04,-0.011
132.917,57.52,0.1824,0.2,-0.012
132.927,57.52,0.1824,0.2,-0.012
132.936,57.52,0.24,0.3399,-0.011
132.946,57.52,0.24,0.3399,-0.011
132.955,57.52,0.1951,0.32,-0.011
132.965,57.41,0.176,0.22,-0.01
132.974,57.41,0.144,-0.16,-0.011
132.984,57.41,0.144,-0.16,-0.011
132.994,57.41,0.144,-0.16,-0.011
133.003,57.41,0.1184,-0.2999,-0.01
133.012,57.41,0.1056,-0.14,-0.01
133.022,57.31,0.0864,-0.0999,-0.01
133.031,57.31,0.0896,0.1799,-0.01
133.041,57.31,0.0896,0.1799,-0.01
133.05,57.31,0.1664,0.58,-0.01
133.059,57.2,0.2591,0.5199,-0.012
133.069,57.2,0.2144,0.46,-0.012
133.079,57.2,0.1696,0.0199,-0.009
133.088,57.2,0.1696,0.0199,-0.009
133.098,57.2,0.0896,-0.48,-0.009
133.107,57.2,0.064,-0.3399,-0.008
133.117,57.09,0.1216,0.24,-0.009
133.126,57.09,0.1216,0.24,-0.009
133.136,57.09,0.1248,0.2599,-0.009
133.145,57.09,0.128,0.0999,-0.01
133.155,57.09,0.1248,-0.22,-0.01
133.164,57.02,0.112,-0.24,-0.007
133.173,57.02,0.112,-0.24,-0.007
133.183,57.02,0.0928,0.04,-0.008
133.192,57.02,0.0928,0.04,-0.008
133.201,57.02,0.1024,-0.08,-0.008
133.211,57.02,0.1024,-0.14,-0.008
133.22,57.02,0.1024,-0.14,-0.008
133.23,56.91,0.1024,-0.1999,-0.008
133.24,56.91,0.1024,-0.1999,-0.008
133.249,56.91,0.1024,-0.1799,-0.009
133.259,56.91,0.0832,0.16,-0.01
133.268,56.91,0.0832,0.16,-0.01
133.278,56.91,0.0864,0.1799,-0.01
133.287,56.8,0.0896,0.06,-0.013
133.296,56.8,0.1056,-0.06,-0.013
133.306,56.8,0.112,-0.1199,-0.012
133.316,56.8,0.0896,-0.2799,-0.007
133.326,56.8,0.0896,-0.2799,-0.007
133.335,56.8,0.0768,-0.24,-0.007
133.345,56.7,0.064,-0.24,-0.01
133.354,56.7,0.0416,-0.08,-0.01
133.363,56.7,0.032,-0.14,-0.012
133.373,56.7,0.032,-0.14,-0.012
133.382,56.7,0.032,-0.4199,-0.013
133.392,56.7,0.032,-0.4199,-0.013
133.401,56.7,0.0288,-0.3399,-0.015
133.41,56.7,0.0384,-0.4399,-0.015
133.42,56.7,0.0384,-0.4399,-0.015
133.431,56.59,0.0576,-0.3799,-0.013
133.44,56.59,0.0576,-0.3799,-0.013
133.449,56.59,0.048,-0.3399,-0.015
133.459,56.59,0.0192,-0.3599,-0.014
133.468,56.59,0.0192,-0.3599,-0.014
133.477,56.59,0.0128,-0.2599,-0.014
133.487,56.59,0.0224,-0.16,-0.017
133.496,56.59,0.064,-0.0999,-0.017
133.505,56.59,0.0736,-0.24,-0.018
133.517,56.52,0.0256,-0.1999,-0.016
133.526,56.52,0.0256,-0.1999,-0.016
133.536,56.52,0.0031,-0.2799,-0.016
133.545,56.52,0.0031,-0.3599,-0.016
133.554,56.52,0.0031,-0.3399,-0.016
133.564,56.52,0.0288,-0.22,-0.015
133.573,56.52,0.0288,-0.22,-0.015
133.582,56.52,0.1056,0.04,-0.012
133.592,56.52,0.1056,0.04,-0.012
133.601,56.52,0.128,0.5,-0.011
133.611,56.52,0.064,0.3,-0.011
133.62,56.52,0.064,0.3,-0.011
133.629,56.52,0.0384,0.2,-0.013
133.639,56.52,0.0288,0.22,-0.013
133.648,56.52,0.096,-0.16,-0.014
133.657,56.52,0.1056,0.08,-0.013
133.667,56.52,0.1056,0.08,-0.013
133.676,56.52,0.096,0.14,-0.013
133.685,56.41,0.0671,0.3,-0.011
133.695,56.41,0.0768,0.2799,-0.011
133.704,56.41,0.1184,0.3,-0.01
133.715,56.41,0.1792,0.2799,-0.01
133.725,56.41,0.1792,0.2799,-0.01
133.734,56.41,0.1631,0.38,-0.01
133.743,56.41,0.1472,0.2,-0.011
133.752,56.41,0.128,0.2799,-0.011
133.762,56.41,0.1248,0.22,-0.012
133.771,56.41,0.1248,0.22,-0.012
133.781,56.41,0.112,0.3399,-0.014
133.79,56.41,0.112,0.2,-0.014
133.799,56.41,0.1184,0.2599,-0.012
133.809,56.41,0.1311,0.04,-0.012
133.818,56.41,0.1311,0.04,-0.012
133.828,56.3,0.1311,0.0199,-0.01
133.838,56.3,0.1088,0.3599,-0.01
133.847,56.3,0.0704,0.46,-0.01
133.856,56.3,0.1056,0.3599,-0.011
133.866,56.3,0.1056,0.3599,-0.011
133.875,56.3,0.1248,0.1799,-0.011
133.884,56.3,0.1504,0.24,-0.011
133.894,56.3,0.1631,0.32,-0.011
133.903,56.3,0.1472,0.2,-0.011
133.914,56.3,0.1216,0.54,-0.011
133.924,56.3,0.1216,0.54,-0.011
133.933,56.3,0.1088,0.14,-0.011
133.943,56.19,0.112,0.0199,-0.013
133.952,56.19,0.1248,0.06,-0.013
133.962,56.19,0.1408,-0.0999,-0.011
133.971,56.19,0.1408,-0.0999,-0.011
133.98,56.19,0.1184,0.16,-0.01
133.99,56.19,0.1184,-0.0399,-0.01
133.999,56.12,0.0991,0.48,-0.012
134.008,56.12,0.1088,0.5,-0.012
134.018,56.12,0.1088,0.5,-0.012
134.027,56.12,0.1376,0.2599,-0.015
134.037,56.12,0.1408,0,-0.015
134.046,56.12,0.1184,-0.0999,-0.012
134.056,56.12,0.0768,0.04,-0.01
134.065,56.12,0.0768,0.04,-0.01
134.074,56.12,0.0704,0.3599,-0.01
134.084,56.12,0.0671,0.3599,-0.012
134.093,56.12,0.08,0.0999,-0.012
134.102,56.12,0.0896,0.12,-0.011
134.112,56.12,0.0896,0.12,-0.011
134.122,56.01,0.0896,-0.2599,-0.01
134.131,56.01,0.0704,0.08,-0.01
134.141,56.01,0.0512,0.2799,-0.009
134.15,56.01,0.0512,0.2,-0.009
134.159,56.01,0.0512,0.2,-0.009
134.169,56.01,0.0576,0.2599,-0.008
134.178,56.01,0.0896,0.14,-0.008
134.188,56.01,0.0896,-0.0399,-0.008
134.197,56.01,0.0576,-0.0199,-0.007
134.206,56.01,0.0448,0.04,-0.007
134.215,56.01,0.0448,0.04,-0.007
134.225,55.9,0.0256,0.2599,-0.006
134.234,55.9,0.0224,0.0199,-0.006
134.244,55.9,0.0416,-0.08,-0.006
134.253,55.9,0.0832,-0.0399,-0.007
134.263,55.9,0.0832,-0.0399,-0.007
134.272,55.9,0.0736,0.08,-0.007
134.281,55.9,0.0544,-0.0999,-0.005
134.291,55.9,0.032,0,-0.005
134.3,55.9,0.0351,0.04,-0.011
134.31,55.9,0.0351,0.04,-0.011
134.32,55.9,0.0416,0,-0.01
134.329,55.9,0.0128,-0.08,-0.01
134.338,55.8,-0.0288,-0.3599,-0.01
134.348,55.8,-0.0383,-0.3599,-0.01
134.357,55.8,-0.0383,-0.3599,-0.01
134.367,55.8,-0.0288,-0.08,-0.01
134.376,55.8,0.0031,-0.06,-0.011
134.385,55.8,0.0031,-0.0399,-0.011
134.395,55.8,-0.0063,0.06,-0.011
134.404,55.8,-0.0063,0.06,-0.011
134.414,55.8,-0.0095,0.14,-0.011
134.423,55.8,-0.0063,0.3,-0.012
134.432,55.8,-0.0063,0.2599,-0.012
134.442,55.8,-0.0127,-0.0199,-0.013
134.451,55.8,-0.0127,-0.0199,-0.013
134.46,55.8,-0.0288,-0.1199,-0.013
134.47,55.8,-0.0351,-0.4,-0.013
134.479,55.69,-0.0351,-0.1999,-0.01
134.489,55.69,-0.032,0.22,-0.01
134.498,55.69,-0.032,0.22,-0.01
134.507,55.69,-0.0288,0.08,-0.011
134.517,55.69,-0.0127,-0.16,-0.012
134.527,55.69,-0.0447,-0.2999,-0.012
134.536,55.69,-0.0671,-0.4399,-0.01
134.546,55.69,-0.0671,-0.4399,-0.01
134.555,55.69,-0.0671,-0.1999,-0.01
134.565,55.69,-0.0415,0.0999,-0.01
134.574,55.69,-0.0447,0.06,-0.011
134.583,55.69,-0.0447,0.2,-0.011
134.593,55.69,-0.0447,0.2,-0.011
134.602,55.69,-0.0799,-0.24,-0.009
134.612,55.69,-0.0799,-0.22,-0.009
134.623,55.69,-0.0608,-0.32,-0.01
134.632,55.69,-0.0543,0.0199,-0.01
134.644,55.69,-0.064,-0.06,-0.008
134.653,55.69,-0.0543,0.06,-0.011
134.663,55.69,-0.0543,0.06,-0.011
134.672,55.69,-0.0511,0.06,-0.011
134.681,55.69,-0.0447,0.24,-0.012
134.691,55.69,-0.0063,0.2799,-0.012
134.7,55.69,0.0096,0.54,-0.014
134.71,55.69,0.0096,0.54,-0.014
134.72,55.69,0.016,0.2599,-0.016
134.729,55.69,-0.0671,-0.1199,-0.016
134.739,55.69,-0.096,-0.1199,-0.015
134.748,55.69,-0.1055,0.08,-0.015
134.757,55.69,-0.1055,0.08,-0.015
134.767,55.69,-0.0895,0.4399,-0.019
134.776,55.69,-0.0223,0.14,-0.019
134.786,55.69,-0.0063,-0.0999,-0.019
134.795,55.69,-0.0351,-0.2599,-0.017
134.805,55.69,-0.1055,0.0199,-0.017
134.815,55.69,-0.1055,0.0199,-0.017
134.824,55.69,-0.1023,-0.08,-0.019
134.833,55.69,-0.0928,0.2599,-0.019
134.843,55.69,-0.0447,0.1799,-0.023
134.852,55.8,-0.0191,0.5,-0.023
134.861,55.8,-0.0191,0.5,-0.023
134.871,55.8,-0.0031,-0.3799,-0.023
134.88,55.69,-0.0671,-0.4599,-0.021
134.89,55.69,-0.1248,-0.3599,-0.021
134.899,55.69,-0.1248,0,-0.021
134.909,55.69,-0.1248,0,-0.021
134.919,55.69,-0.0735,0.4399,-0.021
134.928,55.69,0.032,0.38,-0.022
134.938,55.69,0.0416,0.38,-0.024
134.947,55.69,0.016,0.14,-0.024
134.957,55.69,0.016,0.14,-0.024
134.966,55.69,-0.0127,-0.14,-0.023
134.975,55.69,-0.0543,0.0999,-0.022
134.985,55.69,-0.064,-0.06,-0.022
134.994,55.69,-0.1151,0.16,-0.025
135.003,55.69,-0.1151,0.16,-0.025
135.013,55.69,-0.0799,0.2799,-0.025
135.022,55.69,-0.0191,-0.0199,-0.026
135.031,55.69,-0.0159,-0.32,-0.026
135.041,55.69,-0.0288,-0.3599,-0.026
135.05,55.69,-0.0288,-0.3599,-0.026
135.059,55.69,-0.0288,-0.0199,-0.027
135.069,55.69,-0.0447,0.3399,-0.027
135.078,55.69,-0.032,0.7599,-0.031
135.088,55.69,-0.0095,0.32,-0.031
135.097,55.69,-0.0095,0.32,-0.031
135.106,55.8,0.0256,0.14,-0.035
135.116,55.8,0.0288,0.0999,-0.036
135.126,55.8,-0.0575,-0.1799,-0.036
135.135,55.69,-0.0895,-0.32,-0.037
135.145,55.69,-0.0895,-0.32,-0.037
135.154,55.69,-0.1471,-0.2799,-0.037
135.164,55.69,-0.1631,-0.2799,-0.039
135.173,55.69,-0.1663,0.14,-0.041
135.182,55.69,-0.1375,-0.2799,-0.041
135.192,55.69,-0.1375,-0.2799,-0.041
135.201,55.69,-0.0608,-0.58,-0.04
135.211,55.69,-0.1439,-0.66,-0.04
135.22,55.69,-0.2847,-0.5999,-0.044
135.23,55.69,-0.3295,-0.82,-0.044
135.24,55.69,-0.2623,-0.64,-0.048
135.249,55.69,-0.2623,-0.64,-0.048
135.258,55.69,-0.1663,-0.5999,-0.048
135.268,55.69,0.1311,0.0199,-0.048
135.278,55.69,0.1344,0.2,-0.046
135.288,55.69,0.0736,0.64,-0.046
135.297,55.69,0.0736,0.64,-0.046
135.306,55.69,-0.0575,0.22,-0.046
135.316,55.69,-0.1023,-0.16,-0.046
135.326,55.69,-0.1343,-0.08,-0.05
135.335,55.8,-0.128,-0.08,-0.05
135.345,55.8,-0.128,-0.08,-0.05
135.354,55.8,-0.0735,0.4,-0.05
135.364,55.8,-0.0415,0.4,-0.054
135.373,55.8,-0.0031,0.58,-0.057
135.382,55.8,-0.0063,0.5,-0.057
135.392,55.8,-0.0063,0.5,-0.057
135.401,55.8,-0.0447,-0.1999,-0.054
135.411,55.8,-0.0895,-0.2799,-0.054
135.42,55.8,-0.0895,0.04,-0.056
135.429,55.8,-0.096,0.2,-0.056
135.439,55.8,-0.096,0.2,-0.056
135.448,55.8,-0.0895,0.3599,-0.057
135.457,55.9,-0.0799,0.04,-0.06
135.467,55.9,-0.0608,-0.56,-0.06
135.476,55.9,-0.0608,-0.56,-0.06
135.486,55.8,-0.1151,0.1799,-0.062
135.495,55.8,-0.1151,0.1799,-0.062
135.504,55.8,-0.1119,0.2,-0.065
135.514,55.9,-0.0895,0.16,-0.067
135.523,55.9,-0.0895,0.16,-0.067
135.533,55.9,-0.0223,-0.1999,-0.067
135.542,55.9,-0.0383,-0.1999,-0.064
135.551,55.9,-0.0575,-0.22,-0.064
135.56,55.8,-0.0479,0.08,-0.062
135.57,55.8,-0.0479,0.08,-0.062
135.579,55.9,-0.0031,0.3599,-0.061
135.589,55.9,0.0224,0.82,-0.061
135.598,55.9,0.0608,0.5999,-0.06
135.607,55.9,0,0,-0.06
135.617,55.9,0,0,-0.06
135.628,55.9,-0.0383,0.0199,-0.062
135.637,55.9,-0.1023,0.5999,-0.062
135.646,55.9,-0.0383,1.0999,-0.059
135.656,56.01,0.048,1.7,-0.063
135.666,56.01,0.3296,1.58,-0.063
135.675,56.01,0.3296,1.58,-0.063
135.685,56.01,0.304,0.9,-0.061
135.694,56.01,0.304,0.9,-0.061
135.704,56.01,0.1856,1.04,-0.054
135.713,56.01,0.1376,1.06,-0.054
135.722,56.01,0.1376,1.06,-0.054
135.733,56.01,0.0288,0.32,-0.058
135.742,56.01,0.0288,0.32,-0.058
135.751,56.01,0.1664,0.66,-0.058
135.761,56.01,0.2144,0.6799,-0.06
135.77,56.01,0.2144,0.6799,-0.06
135.78,56.01,0.1984,0.62,-0.06
135.789,56.01,0.1568,0.56,-0.06
135.798,56.01,0.0512,0.5199,-0.06
135.807,56.01,0.016,0.04,-0.057
135.818,56.01,0.0544,-0.2799,-0.059
135.828,56.01,0.1728,0.3,-0.059
135.837,56.01,0.1728,0.3,-0.059
135.846,56.01,0.1888,0.06,-0.056
135.856,56.01,0.1536,0.06,-0.056
135.865,56.01,0.1152,0.22,-0.053
135.875,56.01,0.1152,0.22,-0.053
135.884,56.01,0.1631,0.06,-0.059
135.893,56.01,0.1728,-0.0999,-0.059
135.903,56.01,0.1184,0.06,-0.062
135.912,56.01,0.0832,-0.1799,-0.062
135.921,56.01,0.0832,-0.1799,-0.062
135.93,56.01,0.1056,-0.4199,-0.057
135.94,56.01,0.1056,-0.4399,-0.054
135.949,56.01,0.1951,0,-0.054
135.958,55.9,0.2112,0.16,-0.057
135.968,55.9,0.2112,0.16,-0.057
135.977,55.9,0.192,0.3599,-0.057
135.987,55.9,0.1631,0.0999,-0.057
135.996,55.9,0.1216,-0.0199,-0.057
136.005,56.01,0.208,0.46,-0.055
136.015,56.01,0.208,0.46,-0.055
136.024,56.01,0.2496,0.46,-0.057
136.034,56.01,0.2591,0.64,-0.057
136.043,56.01,0.2208,0.62,-0.058
136.053,56.01,0.208,0.38,-0.058
136.062,56.01,0.208,0.38,-0.058
136.071,56.01,0.2144,0.56,-0.056
136.081,56.01,0.2623,0.3,-0.056
136.09,56.01,0.2752,0.2799,-0.056
136.099,56.01,0.2271,0.3599,-0.055
136.109,56.01,0.2271,0.3599,-0.055
136.119,56.01,0.1824,0.2599,-0.055
136.128,56.01,0.1344,-0.06,-0.052
136.138,56.12,0.1344,0.08,-0.052
136.147,56.12,0.2303,0.54,-0.052
136.156,56.12,0.2303,0.54,-0.052
136.165,56.12,0.2623,0.5199,-0.051
136.175,56.12,0.3168,0.5999,-0.051
136.184,56.12,0.3296,0.2799,-0.048
136.194,56.12,0.3263,0.2,-0.048
136.204,56.12,0.3392,0.7,-0.046
136.214,56.12,0.3392,0.7,-0.046
136.223,56.12,0.3231,0.5199,-0.046
136.232,56.12,0.3136,0.5,-0.046
136.242,56.01,0.288,0.38,-0.046
136.251,56.01,0.272,-0.0999,-0.046
136.26,56.01,0.272,-0.0999,-0.046
136.27,56.12,0.1984,0.2,-0.044
136.279,56.12,0.1216,-0.16,-0.045
136.288,56.12,0.1088,-0.0199,-0.045
136.298,56.01,0.1216,-0.24,-0.047
136.307,56.01,0.1216,-0.24,-0.047
136.317,56.01,0.1472,-0.16,-0.047
136.327,56.12,0.1504,-0.2799,-0.044
136.337,56.01,0.1504,-0.4399,-0.043
136.346,56.01,0.128,-0.32,-0.043
136.355,56.01,0.128,-0.32,-0.043
136.365,56.01,0.1216,-0.1799,-0.041
136.374,56.01,0.128,-0.5,-0.041
136.384,56.01,0.1472,-0.4399,-0.043
136.393,56.01,0.192,-0.5999,-0.043
136.402,56.01,0.192,-0.5999,-0.043
136.412,56.01,0.2464,-0.0399,-0.04
136.421,56.01,0.256,0.3599,-0.041
136.43,56.01,0.2496,0.4399,-0.041
136.44,56.01,0.2432,0.56,-0.043
136.45,56.01,0.2432,0.56,-0.043
136.459,56.01,0.2368,0.58,-0.043
136.468,56.01,0.176,0.2799,-0.041
136.478,56.01,0.1472,0.06,-0.04
136.487,56.01,0.1536,0.22,-0.04
136.496,56.01,0.1536,0.22,-0.04
136.506,56.12,0.144,0,-0.04
136.515,56.12,0.1056,-0.16,-0.04
136.525,56.12,0.0608,-0.0999,-0.041
136.535,56.12,0.0608,-0.4199,-0.039
136.544,56.12,0.0608,-0.4199,-0.039
136.553,56.12,0.0928,-0.5199,-0.039
136.563,56.12,0.1088,-0.1799,-0.04
136.572,56.12,0.1184,-0.24,-0.04
136.581,56.12,0.0768,-0.16,-0.042
136.591,56.12,0.048,-0.3399,-0.042
136.6,56.12,0.048,-0.3399,-0.042
136.61,56.12,0.048,-0.92,-0.044
136.619,56.01,0.112,-0.4399,-0.045
136.629,56.01,0.144,0,-0.045
136.639,56.01,0.16,0.0199,-0.044
136.648,56.01,0.16,0.0199,-0.044
136.657,56.01,0.1344,-0.16,-0.044
136.667,56.01,0.048,-0.3399,-0.042
136.677,56.01,0.032,-0.0199,-0.041
136.686,56.01,0.0416,-0.0199,-0.041
136.696,56.01,0.0512,0.2799,-0.044
136.706,56.01,0.0512,0.2799,-0.044
136.716,56.01,0.0832,0.38,-0.044
136.725,56.12,0.1024,0.64,-0.042
136.735,56.12,0.1184,0.1799,-0.042
136.744,56.12,0.08,0.2799,-0.041
136.754,56.12,0.08,0.2799,-0.041
136.763,56.12,0.08,0.3,-0.039
136.772,56.12,0.0896,0.58,-0.039
136.782,56.12,0.1184,0.0999,-0.04
136.791,56.12,0.1376,0.08,-0.04
136.801,56.12,0.1376,0.08,-0.04
136.81,56.12,0.176,0.04,-0.039
136.819,56.12,0.1536,0.3599,-0.038
136.828,56.12,0.1728,0.58,-0.038
136.838,56.12,0.2048,0.82,-0.04
136.847,56.12,0.2048,0.82,-0.04
136.857,56.12,0.2016,0.56,-0.04
136.866,56.12,0.1504,0.66,-0.04
136.876,56.12,0.0736,-0.1799,-0.039
136.886,56.12,0.0576,-0.1799,-0.039
136.895,56.12,0.0576,-0.1799,-0.039
136.905,56.12,0.0448,0.08,-0.038
136.915,56.12,-0.0159,-0.24,-0.038
136.925,56.12,-0.0575,-0.4399,-0.038
136.934,56.12,-0.0895,-0.4,-0.038
136.943,56.12,-0.0895,-0.4,-0.037
136.952,56.12,0.0031,-0.7599,-0.037
136.962,56.12,0.128,0.1799,-0.039
136.971,56.12,0.1696,0.3,-0.039
136.981,56.12,0.1728,0.3,-0.039
136.991,56.12,0.1504,0.3,-0.039
137,56.12,0.1504,0.3,-0.039
137.01,56.12,0.0832,0.0199,-0.036
137.02,56.12,0.032,-0.4,-0.036
137.029,56.12,0.0128,-0.3599,-0.036
137.039,56.12,0,0,-0.038
137.048,56.12,0,0,-0.038
137.058,56.12,0.0256,-0.32,-0.038
137.067,56.12,0.0512,-0.14,-0.035
137.076,56.12,0.0832,0.38,-0.034
137.086,56.12,0.0832,0.38,-0.034
137.095,56.12,0.0832,0.38,-0.034
137.104,56.19,0.0768,0.46,-0.036
137.113,56.19,0.0896,0.4,-0.036
137.124,56.19,0.0704,0.3599,-0.035
137.134,56.19,0.0608,0.4199,-0.035
137.143,56.19,0.0608,0.4199,-0.035
137.152,56.19,0.048,-0.1999,-0.035
137.161,56.19,0.0576,0.1799,-0.034
137.171,56.19,0.0576,0,-0.034
137.18,56.19,0.0671,0.46,-0.035
137.19,56.19,0.064,0.1799,-0.035
137.199,56.19,0.064,0.1799,-0.035
137.208,56.19,0.0512,0.4399,-0.035
137.218,56.19,0.0351,0.1799,-0.036
137.227,56.19,0.0544,0.2799,-0.036
137.238,56.19,0.08,0.54,-0.035
137.247,56.19,0.08,0.54,-0.035
137.256,56.19,0.1184,0.3599,-0.035
137.266,56.3,0.1248,0.46,-0.033
137.276,56.19,0.112,0.54,-0.032
137.286,56.19,0.0928,0.54,-0.032
137.295,56.19,0.0928,0.54,-0.032
137.304,56.3,0.0928,0.2599,-0.035
137.314,56.3,0.1152,0.08,-0.035
137.323,56.3,0.1568,-0.0399,-0.034
137.332,56.3,0.1568,0.12,-0.034
137.342,56.3,0.1568,0.12,-0.034
137.351,56.3,0.1311,0.4,-0.032
137.36,56.3,0.1088,0.48,-0.034
137.37,56.3,0.1088,0.56,-0.034
137.379,56.3,0.1216,0.58,-0.036
137.389,56.3,0.1216,0.58,-0.036
137.398,56.3,0.144,0.2599,-0.036
137.407,56.3,0.1311,-0.16,-0.033
137.416,56.3,0.1216,-0.06,-0.035
137.426,56.3,0.1216,-0.06,-0.035
137.436,56.3,0.1311,0.5,-0.035
137.445,56.3,0.1344,0.5,-0.034
137.455,56.3,0.1408,0.2799,-0.034
137.464,56.3,0.16,-0.1199,-0.036
137.474,56.3,0.16,-0.1199,-0.036
137.483,56.3,0.1472,0.08,-0.038
137.492,56.3,0.1472,0.08,-0.038
137.502,56.3,0.128,0.16,-0.036
137.511,56.3,0.1311,0.3399,-0.036
137.52,56.3,0.1311,0.3399,-0.036
137.529,56.3,0.1248,0.38,-0.035
137.539,56.3,0.1152,-0.0199,-0.035
137.548,56.3,0.0704,-0.08,-0.035
137.558,56.3,0.0736,-0.4199,-0.033
137.567,56.3,0.0736,-0.4199,-0.033
137.577,56.3,0.1184,0.2599,-0.033
137.586,56.3,0.1344,0.5199,-0.033
137.595,56.3,0.1472,0.32,-0.033
137.605,56.3,0.1344,0.12,-0.032
137.614,56.3,0.1344,0.12,-0.032
137.624,56.41,0.0576,-0.22,-0.031
137.633,56.41,0.0416,-0.5199,-0.031
137.642,56.41,0.0544,-0.08,-0.031
137.651,56.41,0.0544,0,-0.031
137.661,56.41,0.0544,0,-0.031
137.67,56.41,0.0704,0.04,-0.031
137.679,56.41,0.1024,0.04,-0.03
137.689,56.41,0.1024,0.04,-0.03
137.698,56.41,0.048,-0.4199,-0.028
137.708,56.41,-0.0127,-0.58,-0.028
137.718,56.41,-0.0127,-0.58,-0.028
137.728,56.41,-0.0351,-0.4399,-0.028
137.738,56.41,-0.0383,-0.2599,-0.028
137.747,56.41,0.0224,-0.3799,-0.028
137.756,56.41,0.0384,-0.2999,-0.029
137.765,56.41,0.0384,-0.2999,-0.029
137.775,56.41,0.032,-0.14,-0.029
137.784,56.41,-0.0415,-0.4399,-0.027
137.794,56.41,-0.0767,-0.6199,-0.027
137.803,56.41,-0.1023,-0.74,-0.027
137.812,56.41,-0.1023,-0.74,-0.027
137.822,56.41,-0.0447,-0.5999,-0.028
137.831,56.41,-0.0191,-0.4,-0.028
137.841,56.52,0.0064,-0.5199,-0.028
137.85,56.52,-0.0095,-0.5999,-0.028
137.859,56.52,-0.0095,-0.5999,-0.028
137.869,56.52,-0.0447,-0.6999,-0.027
137.878,56.52,-0.0671,-0.66,-0.03
137.887,56.52,-0.0671,-0.66,-0.03
137.897,56.52,-0.0447,0.14,-0.029
137.906,56.52,-0.0447,0.14,-0.029
137.917,56.52,-0.0288,0.06,-0.029
137.926,56.59,-0.0288,-0.0199,-0.029
137.936,56.59,-0.0383,-0.5199,-0.029
137.945,56.59,-0.0575,-0.6199,-0.028
137.955,56.59,-0.0479,0.2599,-0.026
137.965,56.59,-0.0479,0.2599,-0.026
137.974,56.59,-0.0447,-0.5,-0.026
137.984,56.59,-0.0127,-0.0199,-0.028
137.993,56.59,0,0.72,-0.028
138.002,56.7,0.048,0.3599,-0.027
138.012,56.7,0.048,0.3599,-0.027
138.021,56.7,0.0736,0.58,-0.031
138.03,56.7,0.0256,0.14,-0.031
138.04,56.7,-0.0127,-0.24,-0.028
138.049,56.7,-0.0928,-0.14,-0.028
138.059,56.7,-0.0928,-0.14,-0.028
138.068,56.7,-0.0991,0,-0.027
138.077,56.7,-0.0191,0.4199,-0.025
138.087,56.7,-0.0191,0.4199,-0.025
138.096,56.7,0.0576,0,-0.026
138.106,56.7,0.0576,0,-0.026
138.116,56.7,0.064,0.12,-0.026
138.125,56.7,0.0704,0.08,-0.026
138.134,56.7,0.0768,0.24,-0.026
138.144,56.8,0.0064,0.4,-0.028
138.153,56.8,0.0064,0.4,-0.028
138.162,56.91,0.0031,0.48,-0.027
138.172,56.91,0.0576,-0.1199,-0.027
138.181,56.91,0.0864,0.06,-0.027
138.191,56.91,0.0671,-0.08,-0.027
138.2,56.91,0.0671,-0.08,-0.027
138.209,56.8,0.0384,0.16,-0.027
138.219,56.8,-0.0383,0.3599,-0.028
138.228,56.8,-0.0255,0.3,-0.028
138.237,56.91,0.0288,-0.22,-0.028
138.247,56.91,0.0288,-0.22,-0.028
138.256,56.91,0.048,0.24,-0.028
138.265,56.91,0.0736,0.08,-0.026
138.275,56.91,0.096,0.82,-0.024
