treatment,company_size,campaign_spend,campaign_budget
FALSE,small,23.9208,20.3769
FALSE,small,6.8539,6.362
FALSE,large,125.9704,120.3975
FALSE,small,65.7544,84.7497
FALSE,small,7.9128,5.7467
FALSE,large,203.9391,191.1418
FALSE,small,889.4716,727.1168
FALSE,small,25.4328,16.512
FALSE,small,68.816,67.7758
FALSE,medium,25.2442,22.2397
FALSE,small,25.2144,25.046
FALSE,large,86.8754,72.7868
FALSE,large,206.3524,204.1278
FALSE,small,22.0529,30.4406
FALSE,medium,35.6237,33.9047
FALSE,large,71.1748,102.7897
FALSE,small,65.3069,43.4266
FALSE,large,45.6,82.4359
FALSE,small,4.1211,3.8674
FALSE,small,12919.4781,12729.864
FALSE,small,10080.2791,8634.4701
FALSE,large,575.4465,550.5738
FALSE,large,55591.9462,66027.2506
FALSE,small,49.1637,26.9866
FALSE,large,100.5777,96.0353
FALSE,small,4.1817,1.4129
FALSE,small,5.8966,3.8349
FALSE,small,36001.9793,34466.2347
FALSE,small,7.3454,6.8403
FALSE,large,7.2521,4.0061
FALSE,small,7.4322,5.6954
FALSE,small,10.0057,7.2271
FALSE,large,449.555,878.8546
FALSE,large,1000.512,998.3193
FALSE,large,268.0592,264.0705
FALSE,medium,5.781,4.9154
FALSE,large,472.6699,463.503
FALSE,small,18.4007,14.2772
FALSE,large,239.0659,473.516
FALSE,small,12000.465,11568.472
FALSE,large,166.6014,138.0493
FALSE,small,29.3228,23.7028
FALSE,small,11.1524,10.2217
FALSE,medium,230.9046,228.9436
FALSE,large,181.6617,170.4859
FALSE,small,100.1021,98.6852
FALSE,small,235.6888,418.8745
FALSE,small,3156.4485,3217.9209
FALSE,large,479.1918,473.3012
FALSE,large,243.5111,311.6711
FALSE,large,256.3198,254.8642
FALSE,large,90.8717,128.6112
FALSE,small,63.4787,63.3395
FALSE,small,28.9203,22.7395
FALSE,large,50.1814,49.2176
FALSE,large,661.8879,643.0505
FALSE,large,32.6582,31.2643
FALSE,large,116.3755,108.7289
FALSE,small,180.9225,286.1752
FALSE,small,1800.6543,1656.3319
FALSE,small,201.6389,398.4488
FALSE,small,9600.5017,8280.4103
FALSE,small,179.8241,240.5539
FALSE,medium,14.7925,14.7677
FALSE,small,200.1707,186.2319
FALSE,large,193.3579,168.533
FALSE,small,103.4028,20.6806
FALSE,medium,73.8213,72.5245
FALSE,medium,3884.8304,3678.9191
FALSE,medium,40.3478,39.5113
FALSE,small,143.9138,133.7683
FALSE,large,1000.2413,995.2261
FALSE,small,10.0083,5.0951
FALSE,small,50.0806,49.8427
FALSE,large,1314.9006,1231.9675
FALSE,medium,115.4024,180.6333
FALSE,small,2420.662,4749.4295
FALSE,large,62.0154,61.7151
FALSE,large,202.2089,192.8074
FALSE,small,5.9406,1.974
FALSE,large,30.4551,22.7115
FALSE,small,841.5121,572.5604
FALSE,small,1400.1485,1217.3885
FALSE,small,16.0334,14.8305
FALSE,small,5.8691,4.0888
FALSE,medium,19461.4831,18690.0408
FALSE,small,10.9859,9.3253
FALSE,large,21.2595,12.5904
FALSE,small,6.1567,5.9047
FALSE,small,50.657,44.9244
FALSE,large,155.4616,148.2723
FALSE,large,53.663,52.6775
FALSE,small,15.7768,13.1093
FALSE,small,32.2732,28.2147
FALSE,small,4174.7438,3182.5944
FALSE,large,58668.3712,69303.6424
FALSE,small,13.4139,2.6828
FALSE,medium,135.5681,113.7119
FALSE,medium,16.4297,16.1549
FALSE,small,31.1584,44.7736
FALSE,small,145.0384,110.3158
FALSE,small,9208.5522,4089.8757
FALSE,small,3004.146,1751.0107
FALSE,large,17.2097,14.2595
FALSE,large,862.6723,1141.1817
FALSE,large,85.3018,82.2433
FALSE,small,12001.476,9375.0576
FALSE,small,2.108,0.78
FALSE,large,41787.5524,26409.6405
FALSE,large,205.9613,203.9015
FALSE,large,1109.5184,1077.4418
FALSE,small,5.5484,3.5336
FALSE,small,13.3957,12.3414
FALSE,small,6.3497,5.6674
FALSE,large,28.0955,20.6103
FALSE,large,269.8771,483.5212
FALSE,small,1.8645,0.5762
FALSE,large,39.9308,39.678
FALSE,small,25.7212,23.8707
FALSE,small,14.1062,9.6231
FALSE,medium,5.5263,1.1053
FALSE,large,224.7241,219.2245
FALSE,small,1058.0076,727.7416
FALSE,large,50.3986,95.2787
FALSE,large,33.1912,32.2883
FALSE,small,4.6423,3.5088
FALSE,large,58.466,83.8961
FALSE,small,7202.3964,7018.1068
FALSE,small,42.4111,42.0672
FALSE,small,1419.0127,988.5929
FALSE,small,40.4164,32.7349
FALSE,small,52.278,55.0643
FALSE,small,29.2851,23.3275
FALSE,large,1500.4092,1548.3977
FALSE,small,95.4953,91.3303
FALSE,small,76.5313,74.8869
FALSE,small,13.1763,10.4951
FALSE,medium,2.9424,2.1857
FALSE,large,160.2928,157.4434
FALSE,large,1109.9977,1086.2803
FALSE,small,20.2683,14.033
FALSE,large,87.5729,134.6576
FALSE,small,7825.454,7189.2841
FALSE,small,12.2476,2.4495
FALSE,small,4.9467,2.8916
FALSE,medium,10.869,9.3922
FALSE,large,138.4878,127.282
FALSE,small,35.4708,33.9159
FALSE,medium,280.2782,277.1794
FALSE,small,6.416,3.461
FALSE,small,52.3914,50.2883
FALSE,small,1.9969,1.5698
FALSE,small,5.1238,2.958
FALSE,large,53.2328,47.552
FALSE,small,1558.6389,1321.7624
FALSE,small,11.5161,10.5335
FALSE,small,38.572,29.6437
FALSE,large,44.2127,36.8955
FALSE,large,281.1557,288.8718
FALSE,small,152.3598,123.4785
FALSE,small,20.0086,17.7857
FALSE,small,10.0329,8.5459
FALSE,small,78.2848,73.8952
FALSE,medium,72.6184,66.0442
FALSE,large,31.3613,24.1408
FALSE,large,569.2068,547.3923
FALSE,small,28357.2654,26940.6983
FALSE,small,384.5657,290.8684
FALSE,small,9.6101,8.7164
FALSE,medium,146.052,142.1425
FALSE,small,482.1323,454.5613
FALSE,small,33.2234,42.8045
FALSE,small,10847.7305,9552.9684
FALSE,small,8.9502,8.0758
FALSE,small,504.6256,319.4355
FALSE,large,255.334,259.3807
FALSE,small,8.8368,7.6753
FALSE,small,10.8758,7.7328
FALSE,large,201273.1511,189134.1818
FALSE,large,288.9559,296.9239
FALSE,medium,751.3608,645.7481
FALSE,small,192001.475,277349.4231
FALSE,large,624.0824,619.1078
FALSE,small,13.2563,22.7828
FALSE,medium,280.7241,277.2769
FALSE,large,85.1296,122.8028
FALSE,small,24002.4072,21541.6222
FALSE,medium,174.7156,173.3406
FALSE,small,52.4149,98.9258
FALSE,large,28.8651,32.0577
FALSE,large,246.1649,240.5226
FALSE,small,234.7565,448.0445
FALSE,small,720.9551,566.7429
FALSE,medium,50.6363,80.3269
FALSE,small,4.5769,2.3562
FALSE,small,2780.4255,2228.1034
FALSE,large,237.0719,230.7866
FALSE,small,40.38,46.8492
FALSE,large,539.6836,888.1096
FALSE,large,101.2967,120.4671
FALSE,large,449.4418,892.983
FALSE,small,40.4163,38.5253
FALSE,medium,72.1984,67.4896
FALSE,small,15.7754,9.0145
FALSE,small,4202.3186,4032.8712
FALSE,small,5.6574,5.073
FALSE,small,12.3519,12.2059
FALSE,small,14.5096,10.0235
FALSE,large,50.2575,53.3244
FALSE,large,70021.7978,59477.6309
FALSE,large,90608.1573,92486.0548
FALSE,small,123.2524,119.4172
FALSE,small,1200.9669,978.5278
FALSE,large,85.2396,76.2586
FALSE,small,2176.8624,2023.0212
FALSE,large,6.645,5.6382
FALSE,large,197.9357,195.92
FALSE,small,5.7525,3.5634
FALSE,large,251.608,235.7932
FALSE,large,539072.0194,942539.8511
FALSE,large,87.6211,83.3261
FALSE,small,11.3411,9.7948
FALSE,large,1340.0836,1608.9343
FALSE,medium,42.4198,42.2176
FALSE,small,54.7232,55.9142
FALSE,small,1440.7063,1438.23
FALSE,small,3.8888,1.3862
FALSE,small,24.4736,33.3234
FALSE,small,1399.3825,899.7811
FALSE,small,5321.2639,2467.7507
FALSE,large,7.1349,5.8076
FALSE,small,11.6724,9.0945
FALSE,large,100.35,97.4935
FALSE,medium,201.5929,354.7626
FALSE,large,326.3678,317.8465
FALSE,medium,100.1239,97.3428
FALSE,large,100.7561,152.7113
FALSE,large,33.0345,31.953
FALSE,small,6.0107,3.808
FALSE,small,13.3449,16.3851
FALSE,small,7.5412,5.437
FALSE,medium,301.7005,179.9425
FALSE,small,501.3311,863.2136
FALSE,large,48.5239,38.0177
FALSE,small,16.1928,16.116
FALSE,small,244.8352,239.4529
FALSE,small,27.0567,18.4698
FALSE,small,22.2148,18.1617
FALSE,small,10.1997,8.5025
FALSE,small,1002.9675,972.1665
FALSE,medium,471.5032,467.0555
FALSE,small,21.5348,21.0188
FALSE,small,23760.2253,13485.9817
FALSE,large,114.3454,103.6353
FALSE,large,2500.5185,3985.8113
FALSE,medium,176.0727,330.0613
FALSE,large,58.8897,50.9142
FALSE,small,45.2846,47.3114
FALSE,small,2.9926,1.8081
FALSE,small,3.7304,1.7377
FALSE,large,93.5262,78.3838
FALSE,large,2899.9694,4380.4935
FALSE,medium,151.7644,302.3935
FALSE,small,181.3441,175.3305
FALSE,small,13893.6292,13450.4626
FALSE,small,1200.908,1150.697
FALSE,large,1122.1396,1047.2658
FALSE,large,252.7948,223.3717
FALSE,small,7.0067,3.1549
FALSE,small,18703.4243,16463.9727
FALSE,large,689.9501,681.116
FALSE,large,486.5813,370.8993
FALSE,large,100.8453,98.1725
FALSE,small,6.4596,4.1506
FALSE,large,21.1763,21.1381
FALSE,large,14.0112,13.0749
FALSE,medium,26.2652,25.2447
FALSE,large,449.0187,381.3463
FALSE,small,181.1152,204.0851
FALSE,large,100.7361,91.8466
FALSE,small,26.6535,18.3145
FALSE,small,386.5915,260.8817
FALSE,small,26.0181,24.898
FALSE,small,5.6703,4.7065
FALSE,large,4.4893,3.6251
FALSE,small,7.8099,1.8119
FALSE,small,66.1933,104.3786
FALSE,small,27.2368,49.5604
FALSE,small,18003.436,16211.4167
FALSE,large,3115.9624,3068.0376
FALSE,small,15.6005,10.5965
FALSE,small,17.2524,16.93
FALSE,small,181.9091,343.0289
FALSE,small,11.2081,10.9697
FALSE,small,54.8996,45.5662
FALSE,large,328.5162,297.0372
FALSE,small,46.3797,45.4819
FALSE,large,36.1998,35.5401
FALSE,medium,10.4053,6.7797
FALSE,large,19.7752,19.3551
FALSE,small,250001.7904,305890.2653
FALSE,small,1202.1682,240.4336
FALSE,small,22.819,16.3147
FALSE,large,44.5115,42.202
FALSE,medium,78.8908,71.4383
FALSE,small,45.0687,44.0628
FALSE,small,7.0133,4.6895
FALSE,small,235.8091,222.0417
FALSE,small,8.4902,6.8401
FALSE,large,20961.2046,4555.0601
FALSE,medium,101.0432,119.375
FALSE,small,5.2379,4.89
FALSE,small,14.0154,8.9318
FALSE,small,14.9499,7.6994
FALSE,large,148.7462,148.2895
FALSE,small,106.4127,104.8256
FALSE,medium,49.1819,48.8019
FALSE,small,40.9792,38.6423
FALSE,small,10.9316,9.2784
FALSE,small,52.9917,39.3939
FALSE,large,56.2138,50.5218
FALSE,small,26.6487,24.3485
FALSE,small,46.8307,35.6433
FALSE,large,94.9199,94.5056
FALSE,small,7.8315,1.5663
FALSE,large,70.1727,75.2903
FALSE,small,13.7983,6.2364
FALSE,medium,58.945,58.6823
FALSE,small,26.0469,24.6848
FALSE,large,339.0122,647.985
FALSE,large,202.3686,201.3754
FALSE,large,76.6094,73.6765
FALSE,large,32.7321,18.676
FALSE,large,1848.4717,1842.9639
FALSE,large,245.9484,444.1001
FALSE,large,954.9911,917.161
FALSE,large,91.3366,174.2621
FALSE,small,10.0144,5.7375
FALSE,small,1261.4947,909.9324
FALSE,small,6.5072,2.4267
FALSE,large,87.6084,95.9749
FALSE,small,269.1841,263.1145
FALSE,medium,61.1326,61.1096
FALSE,large,18.7186,18.3815
FALSE,small,17.1668,16.5379
FALSE,small,149.3702,270.0964
FALSE,small,24.6319,19.1562
FALSE,small,32.116,25.3083
FALSE,medium,52865.5621,96601.6994
FALSE,large,17.7839,11.3724
FALSE,medium,68.9783,58.461
FALSE,large,70.8845,61.1481
FALSE,small,1389.4099,779.1922
FALSE,large,178.3261,139.12
FALSE,small,10.7976,2.1595
FALSE,large,277.4993,276.9724
FALSE,small,143.429,142.3208
FALSE,large,90.8219,104.8261
FALSE,small,55.7001,42.3443
FALSE,medium,15.2972,26.9147
FALSE,small,51.0163,50.279
FALSE,small,13.8175,8.8139
FALSE,small,9600.0049,4279.3229
FALSE,large,78545.1347,76184.8881
FALSE,large,46107.4814,46012.1125
FALSE,small,101.4367,100.5197
FALSE,small,3.1582,2.2758
FALSE,small,450.3541,861.7168
FALSE,small,62581.4864,77611.1266
FALSE,small,28.4188,27.5367
FALSE,large,64.5492,112.0683
FALSE,large,539.0178,932.5824
FALSE,small,831.5505,166.3101
FALSE,large,145.818,135.3915
FALSE,large,150.8618,138.9796
FALSE,small,4934.9956,4862.1204
FALSE,small,11.3819,11.3518
FALSE,large,1549.4058,1469.4681
FALSE,small,28.7048,28.2005
FALSE,small,30.1465,39.5608
FALSE,small,15.9988,6.1977
FALSE,small,5.209,2.0042
FALSE,large,1050.5419,994.6155
FALSE,large,31081.522,47688.226
FALSE,large,4.261,2.9387
FALSE,large,22.3108,29.318
FALSE,small,92.0878,91.1581
FALSE,small,13.9024,12.5674
FALSE,large,45.2322,86.3757
FALSE,small,39.0081,30.5207
FALSE,small,183.6281,183.3654
FALSE,large,14.6141,12.8227
FALSE,small,196.9232,187.8985
FALSE,large,6.2606,4.5363
FALSE,small,22.0049,19.7592
FALSE,large,5903.2905,5708.4131
FALSE,small,22.0062,36.6341
FALSE,medium,100.521,96.4209
FALSE,large,480.1115,476.0817
FALSE,large,49.2046,48.2482
FALSE,small,760.9447,1010.686
FALSE,large,27.9943,21.2785
FALSE,small,10.306,9.3546
FALSE,small,18.1249,16.9216
FALSE,large,1401.2295,1324.7905
FALSE,small,29.5891,34.0025
FALSE,small,202.0781,394.2909
FALSE,small,282.5351,275.9021
FALSE,large,84001.627,82281.7121
FALSE,small,10.2158,9.8013
FALSE,large,406.3515,764.6948
FALSE,small,19.5114,16.8367
FALSE,large,91.7414,170.2282
FALSE,medium,4.395,3.6545
FALSE,small,14.6832,12.4716
FALSE,small,50.0781,58.9805
FALSE,large,60.8311,56.6033
FALSE,large,2168.1115,2101.289
FALSE,small,37.1814,35.712
FALSE,small,27.7854,23.5571
FALSE,small,12.3943,5.6846
FALSE,small,10.0677,5.3003
FALSE,small,5.2235,3.9425
FALSE,large,156.3893,235.2666
FALSE,medium,3588.5453,3472.738
FALSE,small,12.1656,8.2257
FALSE,large,630.8648,966.8921
FALSE,medium,150.8181,241.9614
FALSE,small,12.418,12.296
FALSE,medium,66.8618,119.6141
FALSE,small,4.9136,1.8727
FALSE,large,301.3985,299.4769
FALSE,large,5.7492,5.0322
FALSE,medium,100.7304,100.7263
FALSE,small,900.6619,1681.1049
FALSE,large,28.9394,22.7147
FALSE,small,1.3063,0.5829
FALSE,small,180.649,267.6248
FALSE,large,150.8083,148.1672
FALSE,small,7200.8097,7763.569
FALSE,small,1920.4106,1052.3933
FALSE,large,208.483,203.976
FALSE,small,10.9483,10.4198
FALSE,medium,263.4307,262.6463
FALSE,large,34.0698,30.282
FALSE,small,6.5638,6.0083
FALSE,small,1.3228,0.7369
FALSE,small,588.791,559.0846
FALSE,small,7945.0157,4439.5759
FALSE,small,10.3612,18.6468
FALSE,small,8.9258,3.0025
FALSE,large,47.1794,72.8587
FALSE,small,960.7834,901.3258
FALSE,large,92.748,118.4175
FALSE,small,53.1723,50.4935
FALSE,large,301.4829,299.5314
FALSE,small,21.7877,20.1415
FALSE,small,9.3542,6.9739
FALSE,small,787.6353,766.8172
FALSE,small,67.2932,48.7475
FALSE,small,101.9591,176.6106
FALSE,small,44.4272,79.682
FALSE,large,2070.1442,2015.7941
FALSE,large,193.9166,175.3895
FALSE,large,28.0657,26.1835
FALSE,small,1920.3631,1579.673
FALSE,small,1469.8641,293.9728
FALSE,small,26.3198,25.8929
FALSE,large,130.2338,144.7606
FALSE,small,181.086,258.1001
FALSE,small,41.2642,37.402
FALSE,small,16.4213,13.2513
FALSE,small,482.019,380.4305
FALSE,small,2402.7072,1822.0398
FALSE,large,3.6657,3.3259
FALSE,large,23.8055,21.7509
FALSE,small,3151.8462,2751.6162
FALSE,small,5.2133,3.9081
FALSE,large,96.887,79.0543
FALSE,large,40.7164,43.7107
FALSE,large,19.8849,13.3938
FALSE,small,270.846,258.1746
FALSE,large,159.5957,146.8036
FALSE,small,11.4779,8.9621
FALSE,small,2762.0166,2635.3353
FALSE,small,2.7149,2.7064
FALSE,small,40.8583,38.3339
FALSE,large,1402.3669,1321.3582
FALSE,small,6.73,1.4257
FALSE,small,5.1046,1.8902
FALSE,small,144.9251,144.0294
FALSE,small,48.187,37.8347
FALSE,small,45.5177,37.2132
FALSE,large,22.5363,22.5266
FALSE,large,7.6376,5.1093
FALSE,large,82970.9048,78683.5778
FALSE,small,10.8761,10.5285
FALSE,medium,39.7992,37.8987
FALSE,small,14.0209,11.7453
FALSE,large,21251.5775,14082.675
FALSE,medium,148.4807,146.3811
FALSE,large,25.4166,19.2812
FALSE,small,78.9982,147.3219
FALSE,small,25.8608,25.3063
FALSE,small,96.9169,95.8077
FALSE,large,63.5911,62.9879
FALSE,small,12.6815,10.0181
FALSE,small,1200.9314,1114.4995
FALSE,large,44640.8316,85172.5484
FALSE,small,6262.9439,5333.1644
FALSE,small,12.7671,21.5561
FALSE,large,7.6316,6.3525
FALSE,small,33.0767,26.5708
FALSE,small,21.2774,20.7688
FALSE,small,6.8912,6.7074
FALSE,small,85.4736,85.0637
FALSE,small,1201.5112,1193.314
FALSE,small,6.903,6.2356
FALSE,small,24.3322,23.9253
FALSE,small,8.8784,1.7757
FALSE,small,600.0309,796.4792
FALSE,small,20.4103,13.3928
FALSE,large,83.1011,79.2094
FALSE,large,241.6733,153.7221
FALSE,large,270.9881,498.0273
FALSE,small,84.3862,80.3522
FALSE,large,3290.6274,3705.0708
FALSE,small,14.6834,14.2304
FALSE,small,14554.2554,27786.6858
FALSE,large,8.9809,1.7962
FALSE,medium,4.0254,1.5952
FALSE,large,600.09,574.7654
FALSE,small,101.9439,97.6087
FALSE,medium,34.9866,26.8691
FALSE,large,56.8469,46.892
FALSE,small,31.616,13.5764
FALSE,small,10001.3791,14405.7178
FALSE,large,64.9232,64.708
FALSE,large,158.17,150.005
FALSE,small,13.1429,10.1858
FALSE,medium,17.3658,13.7324
FALSE,small,482.4284,424.3849
FALSE,large,171.6396,153.2093
FALSE,small,8.7929,3.7512
FALSE,small,131.7608,143.5861
FALSE,large,28.4814,21.6125
FALSE,small,100.7753,99.1392
FALSE,small,100.9725,94.4579
FALSE,small,20.4845,17.6877
FALSE,large,200.0606,178.2639
FALSE,small,25.1676,17.4323
FALSE,large,95.6729,68.5174
FALSE,medium,97.3894,193.6276
FALSE,small,7.0555,5.9774
FALSE,small,47.9136,87.6557
FALSE,small,7.7329,10.9997
FALSE,small,7.2391,6.3057
FALSE,small,1210.2733,1141.8873
FALSE,medium,377.1845,367.3958
FALSE,small,27.5839,53.0341
FALSE,small,6.9436,6.8181
FALSE,large,203.3906,196.8333
FALSE,small,8.0157,5.3204
FALSE,large,171.6242,167.089
FALSE,large,5.4521,2.573
FALSE,large,320.6789,240.079
FALSE,large,773.9965,767.1589
FALSE,small,91.7024,71.9725
FALSE,medium,17.419,17.1838
FALSE,large,17.3351,8.8636
FALSE,small,21.8443,20.4646
FALSE,large,69.7366,126.2721
FALSE,small,9600.4647,8717.7997
FALSE,large,46.8346,45.4738
FALSE,small,1200.9139,1178.7272
FALSE,small,26.7167,26.0823
FALSE,small,86.0656,66.4644
FALSE,large,91.6262,105.2295
FALSE,small,25.3327,24.0894
FALSE,small,8.1617,5.3569
FALSE,small,279.3533,200.4962
FALSE,small,6790.4084,6646.1026
FALSE,small,11.7542,8.5269
FALSE,small,6445.5404,6201.0454
FALSE,small,18.141,13.6934
FALSE,large,293.6523,259.2143
FALSE,small,29.6489,29.2954
FALSE,small,47.9672,44.3363
FALSE,small,15.644,3.1288
FALSE,large,316.1676,288.97
FALSE,medium,36.685,27.0797
FALSE,small,23.0458,13.4956
FALSE,small,30.8708,45.5537
FALSE,large,202.2188,193.4903
FALSE,small,26.6225,24.317
FALSE,small,480.1977,361.4395
FALSE,small,101.0807,92.9828
FALSE,small,6001.9967,4903.6325
FALSE,small,14.5409,13.764
FALSE,large,386.4292,375.6088
FALSE,large,63.9818,52.9178
FALSE,small,29.2578,24.9495
FALSE,large,13.4234,10.1647
FALSE,large,27.2487,21.6839
FALSE,small,56.0456,63.4339
FALSE,large,33.0977,31.2686
FALSE,small,14.2494,9.5196
FALSE,small,22.5162,19.3983
FALSE,small,102.4971,92.188
FALSE,large,159.2021,151.623
FALSE,small,122.6015,117.1331
FALSE,large,1313.3839,1235.4567
FALSE,medium,278.4631,268.7794
FALSE,small,27.8676,15.5487
FALSE,small,1003.24,961.4006
FALSE,medium,19.9339,19.7923
FALSE,small,3.6841,1.7316
FALSE,medium,60.8854,58.3358
FALSE,small,18.4851,11.7551
FALSE,large,40.7483,35.5295
FALSE,large,656.8434,1289.8924
FALSE,small,50.6825,44.0738
FALSE,small,14.4326,23.3248
FALSE,small,11.263,7.965
FALSE,small,901.9032,1450.7171
FALSE,large,151.391,109.0094
FALSE,large,261.151,241.6971
FALSE,large,755.3614,705.0212
FALSE,large,238.661,217.9246
FALSE,large,26.5088,26.2902
FALSE,small,7.3487,3.9567
FALSE,large,100.9715,91.8211
FALSE,small,19.4245,21.3815
FALSE,small,20.0947,22.3542
FALSE,large,109.4243,94.3307
FALSE,small,21.8099,13.2515
FALSE,large,764.8645,706.673
FALSE,medium,100.3691,95.577
FALSE,small,33.2611,24.9385
FALSE,small,16.2148,14.038
FALSE,small,34.9859,29.6139
FALSE,small,10.3855,7.4516
FALSE,large,59.4384,34.5202
FALSE,medium,132.1192,196.876
FALSE,large,22.6678,17.3787
FALSE,small,51.1314,97.458
FALSE,small,2906.9841,1407.2657
FALSE,large,1000.8617,1174.3339
FALSE,small,72.5126,14.5025
FALSE,small,1223.3015,493.8771
FALSE,small,180.7708,322.0905
FALSE,small,11.4228,9.4524
FALSE,small,5.2218,2.6736
FALSE,small,14.9074,14.5632
FALSE,small,35.3823,30.0628
FALSE,large,40.8267,35.3201
FALSE,small,47.2713,43.2876
FALSE,large,8.2398,4.4647
FALSE,small,16.0142,14.4131
FALSE,small,11.1963,9.5487
FALSE,small,15.8942,11.5634
FALSE,small,1403.3507,280.6701
FALSE,medium,5.7971,1.9863
FALSE,small,23.1519,13.3225
FALSE,small,25.6076,22.1031
FALSE,small,4801.0958,3243.7563
FALSE,large,36.6538,47.9571
FALSE,large,315.0859,285.3085
FALSE,small,19.9398,16.4521
FALSE,small,361.6618,72.3324
FALSE,small,603.0791,157.4814
FALSE,small,1440.1212,1254.2914
FALSE,small,2.7046,2.6937
FALSE,large,1315.2723,1271.9064
FALSE,small,15.9959,11.4887
FALSE,small,9.7265,9.3302
FALSE,large,13.6672,7.9949
FALSE,small,12.399,11.6579
FALSE,small,34.2838,27.1921
FALSE,large,224.7537,211.7266
FALSE,large,30.7231,13.4094
FALSE,medium,51.8463,38.1118
FALSE,small,1224.9944,1168.4157
FALSE,small,5.0746,4.0667
FALSE,small,43.1214,36.6312
FALSE,small,24.7419,21.6491
FALSE,small,2778.6059,2437.7998
FALSE,large,45.5576,52.3074
FALSE,small,201.6868,201.4576
FALSE,large,7.2083,5.2661
FALSE,large,20960.1053,9483.0427
FALSE,medium,21.2936,22.508
FALSE,small,180.166,219.9175
FALSE,large,540.0751,539.1801
FALSE,small,51.9357,46.6959
FALSE,small,1574.8079,1025.1582
FALSE,small,94.7423,93.2761
FALSE,large,89.2505,84.2813
FALSE,small,701.1154,696.1635
FALSE,medium,8989.4619,13617.1943
FALSE,large,94.0787,77.5436
FALSE,small,720.5564,608.3783
FALSE,large,17143.5208,16473.6126
FALSE,small,24000.8725,36780.148
FALSE,small,201.1923,340.7115
FALSE,small,100.4116,150.2746
FALSE,small,21.7609,17.1698
FALSE,small,10.0151,8.5305
FALSE,medium,93.7991,91.9585
FALSE,large,82493.413,99437.2717
FALSE,small,2925.6283,585.1257
FALSE,small,11.2643,10.2635
FALSE,small,101.5823,140.1872
FALSE,small,10.3201,8.5539
FALSE,large,1201.8038,1910.6468
FALSE,large,1311.8673,1198.9843
FALSE,small,12.2865,2.4573
FALSE,large,88.4189,82.8791
FALSE,small,25.8841,24.7973
FALSE,small,41.0285,37.9298
FALSE,small,56.7769,11.3554
FALSE,medium,1.2155,0.8679
FALSE,small,27.5696,26.7106
FALSE,small,58.4697,56.0222
FALSE,large,18.3142,15.9457
FALSE,large,99.5931,88.3433
FALSE,medium,150.9633,147.6506
FALSE,small,53.0148,49.9928
FALSE,small,83.7974,87.8315
FALSE,large,22.784,19.5771
FALSE,small,1896.9659,3157.1608
FALSE,small,120001.1962,118038.5195
FALSE,large,45.6015,56.6863
FALSE,large,87.6885,83.5547
FALSE,large,250.2734,420.1937
FALSE,large,82.5587,67.5583
FALSE,small,22.8802,19.3771
FALSE,small,1500.6937,1630.8928
FALSE,large,568.7498,549.0916
FALSE,large,10.6872,7.7265
FALSE,large,50.2973,49.7887
FALSE,small,46.0469,67.0635
FALSE,large,38.655,28.1533
FALSE,small,180.7542,273.5077
FALSE,small,25.5301,19.7126
FALSE,large,360.5927,338.8479
FALSE,small,29.4954,18.9429
FALSE,small,116.7056,115.9805
FALSE,small,101.4386,92.4754
FALSE,large,92.1279,122.5349
FALSE,small,4.7491,2.7775
FALSE,small,233.3065,233.0376
FALSE,small,3228.2858,645.6572
FALSE,small,12001.4613,11365.3824
FALSE,small,7.2657,4.4405
FALSE,small,450.8392,449.7184
FALSE,small,6488.8864,6769.9066
FALSE,small,13.1169,12.4455
FALSE,large,114.3599,104.9052
FALSE,medium,32.4565,28.8363
FALSE,medium,101.7308,100.858
FALSE,small,101.8004,85.5717
FALSE,large,1299.6351,1853.4245
FALSE,small,99.932,87.0833
FALSE,small,8.6773,1.7355
FALSE,small,358.4574,87.0052
FALSE,large,30.9968,12.9472
FALSE,small,6.4943,3.011
FALSE,large,21.0892,19.2541
FALSE,small,8.1616,11.0403
FALSE,small,6.5931,5.5677
FALSE,large,75.6452,64.8232
FALSE,small,14.5946,9.9656
FALSE,large,96000.033,93854.5364
FALSE,small,32.7294,27.4493
FALSE,small,16.2537,15.723
FALSE,small,36.8693,32.9444
FALSE,small,52.9328,50.6182
FALSE,large,101.7795,101.6858
FALSE,small,20.0808,11.7752
FALSE,small,30.8715,29.2231
FALSE,large,689.6934,676.2444
FALSE,large,150.7466,147.3767
FALSE,large,1604.1767,1560.308
FALSE,small,15.0472,14.8247
FALSE,large,236.3724,227.1614
FALSE,small,15.759,23.2739
FALSE,medium,4.6277,3.9252
FALSE,small,21.3015,20.1449
FALSE,small,4801.365,3208.4494
FALSE,small,17.1357,7.781
FALSE,large,166.9353,157.5398
FALSE,large,15173.2811,14887.3565
FALSE,large,36489.8766,34802.8869
FALSE,small,50.2353,47.7483
FALSE,small,14.8881,11.6634
FALSE,small,101.4414,98.3137
FALSE,small,101.5666,97.7602
FALSE,large,161.112,152.1017
FALSE,small,47.5729,37.1856
FALSE,small,6490.0849,10150.674
FALSE,large,45.4261,77.3285
FALSE,large,180.15,206.0863
FALSE,large,103.6836,101.2891
FALSE,small,13.1334,6.1896
FALSE,small,22.3346,32.2776
FALSE,large,6.6056,6.0394
FALSE,medium,135.889,123.9219
FALSE,small,100.3475,176.9045
FALSE,small,75.3114,15.0623
FALSE,medium,5385.5112,4535.1811
