datecreated,SubtotalExTax,bottles,prem,user_trans,AttributedSource,InstalledAt
12/24/2016,946.83,21,1,40A27192-C0E5-479D-8BDA-EACBE036B5CC,,
1/17/2017,149.94,6,0,B84F06EA-71A7-41DA-A166-E55C83582E88,,
1/17/2017,119.94,6,0,4580DA6A-98C5-481C-86C7-DA223C1B1648,,
1/17/2017,149.94,6,0,42F76BD0-D5F1-4821-A698-CB062BA3CA47,,
12/18/2016,209.94,6,0,50C1A45D-30E2-4161-B1D9-E5B9D4B86D3D,,
1/17/2017,149.94,6,0,4536F5F7-3CA8-4E50-8D43-22B88174E809,,
1/18/2017,149.94,6,0,81CA2172-924A-4CD8-806F-88F49EEBB3FF,,
1/24/2017,375.88,12,0,9368B042-B90B-4B1A-9FEB-B7A59B5A44D5,,
1/24/2017,203.93,7,0,515CB69B-D6BA-4A65-8E10-461825548E3D,,
1/25/2017,179.91,9,0,81CA2172-924A-4CD8-806F-88F49EEBB3FF,,
1/25/2017,119.94,6,0,81CA2172-924A-4CD8-806F-88F49EEBB3FF,,
1/25/2017,119.94,6,0,FC4A0FE3-4028-4E0E-BEBA-D613211B6019,,
1/24/2017,359.88,12,0,998EB511-1B0B-405D-AC69-4D0C48DA485B,,
1/24/2017,634.88,13,0,100A5452-56A8-4E12-91CB-B2AB6D5D541C,,
1/24/2017,119.94,6,0,7E8E365D-9A29-41E1-8447-56CA3AC91C60,,
12/22/2016,213.43,8,0,35A66368-68A7-42F2-B0B3-CBD4CB1AB3BE,,
1/26/2017,79.96,4,0,D5125200-9EE0-4968-BFEF-4CE95A194238,,
12/22/2016,299.94,6,0,D167E9A8-7C3F-448D-8FBB-CC41974FC07F,,
1/26/2017,191.91,9,0,59358A5E-2977-4A12-BE1F-1A9B3CF02B34,,
1/25/2017,785.94,7,1,6A78D3F1-69C1-4AC1-BE79-F3E8FCEB1527,,
1/25/2017,149.94,6,0,B8155440-CE80-439B-8809-701BC92609EF,,
12/22/2016,89.94,6,0,3F223972-FE85-418D-97C8-32F7D8FB44B0,,
1/25/2017,119.94,6,0,B42AE0C9-290B-4A03-ACD7-2CFCEEDA39EF,,
1/25/2017,119.94,6,0,10C0F6BB-6ECE-4A66-A110-A27843F9C01F,,
12/28/2016,199.96,4,0,F91CB69D-D890-4788-B3EB-075B2107E976,,
1/27/2017,147.94,6,0,81CA2172-924A-4CD8-806F-88F49EEBB3FF,,
12/28/2016,199.96,4,0,C6F5A9B7-97B4-43D9-B0DC-08479148D511,,
1/29/2017,149.97,3,0,FA627463-3B7D-455A-8A83-88BD8202C384,,
1/29/2017,175.96,4,0,00517CFA-357E-48E7-B6E0-2DFCAF6CE546,,
1/31/2017,79.96,4,0,FC0B7C07-BEF7-4A08-88F1-EEC3C94AE394,,
2/4/2017,229.92,8,0,998EB511-1B0B-405D-AC69-4D0C48DA485B,,
2/4/2017,104.94,6,0,750C3FC8-C98C-4FDB-AA96-1A346375E5DA,,
12/29/2016,165.94,6,0,AE7CDCFB-91C2-4241-99AE-2EBE3FA424A7,,
12/31/2016,139.96,4,0,E2258D1B-76B1-4221-976F-A9517A141E6C,,
2/4/2017,104.94,6,0,5B5339AC-5628-4D0A-A00D-5C3AEB4B388A,,
2/5/2017,239.94,6,0,54E5AB49-EFFA-4B6B-960D-EAF593750F5F,,
1/5/2017,179.96,4,0,483CD3D8-F214-46B9-9A16-EDC77176EF2B,,
2/6/2017,104.94,6,0,E5D5517A-EEE1-404F-BAF9-C6D9E0C8A2AC,,
2/8/2017,279.96,4,0,7B52D10F-07A1-44A7-84E1-D66B0D819E4A,,
2/8/2017,279.96,4,0,8678BF4F-0E1B-4870-B749-FE4558940E74,,
2/8/2017,279.96,4,0,09BEC4F5-B6DB-4233-B762-D9B7458F2CCB,,
1/17/2017,155.94,7,0,1ACF04B1-1D87-4643-89D2-EE3CB2FACBF5,,
2/8/2017,279.96,4,0,2E9EE9E4-324C-47A5-8D68-5F7583809862,,
2/8/2017,279.96,4,0,2C3D3237-87C7-4CD6-BBDE-825FB48C3FFF,,
1/24/2017,129.94,6,0,3868C46A-01FE-4B35-B544-1161ED02B147,,
12/26/2016,199.96,4,0,8DA5E9B3-BC2C-4250-B4C6-F4CDABE7D545,,
12/26/2016,139.96,4,0,C45F21A5-0641-484B-8B0E-C6894F9F0277,,
2/9/2017,839.88,12,0,BD5E226B-C0FE-4A82-ADE5-248E34C2BAB8,,
2/9/2017,463.88,12,0,D0F19B24-791D-4C5F-A789-25B39922081B,,
12/28/2016,199.96,4,0,953C19B9-3DF2-4AD4-A83E-2BC08011B55F,,
2/11/2017,101.94,6,0,E74FD38C-2293-42EF-BC04-ED69E0FA2E91,,
2/11/2017,203.88,12,0,B8155440-CE80-439B-8809-701BC92609EF,,
2/11/2017,149.94,6,0,B8155440-CE80-439B-8809-701BC92609EF,,
2/11/2017,107.94,7,0,0B7F92DB-1573-4CFC-A123-D71CAF297F4A,,
2/12/2017,101.94,6,0,3418C712-A1D6-4107-9583-DFC6ABF6F8D5,,
2/12/2017,2169.88,13,0,4E656F08-9F07-4EB2-AB5A-5646332EFD3E,,
1/29/2017,1188.84,14,0,A9005C69-7F15-47E3-8F57-095C5D311F01,,
2/12/2017,311.88,12,0,A66D93E4-2269-493C-AF1C-4BE97132B379,,
2/4/2017,399.9,10,0,0670C9C1-4E71-428A-81FE-A40FBD955666,,
2/13/2017,474.94,10,0,BC06EF4E-D023-489D-A07B-31B956AA35D4,,
2/14/2017,322.43,8,0,C435259E-E887-4F4A-B03B-FF4DE2BB6DA4,,
2/4/2017,104.94,6,0,28EB8F23-7F02-4DA9-80B2-E1F21A1DAEEE,,
2/15/2017,245.94,6,0,483CD3D8-F214-46B9-9A16-EDC77176EF2B,,
2/15/2017,137.22,6,0,B43F10DC-3D57-4335-B636-C1571CFDBFA8,,
2/15/2017,299.94,6,0,09BEC4F5-B6DB-4233-B762-D9B7458F2CCB,,
2/15/2017,294.94,7,0,29D25AB3-1FB3-4009-B568-241C14C2CD90,,
2/5/2017,211.47,6,0,6F658F7C-7149-4F49-94A3-949C5A2595B9,,
2/15/2017,299.94,6,0,CC738C1F-8684-468B-A516-46D2F0FE372F,,
2/8/2017,279.96,4,0,9D2A6875-9FDF-4682-90B2-8E83BAFFB04F,,
2/16/2017,79.96,4,0,E74FD38C-2293-42EF-BC04-ED69E0FA2E91,,
2/16/2017,349.92,9,0,528B35C8-F83E-4719-99AC-5F1E03AF7583,,
2/16/2017,209.94,6,0,03FB6DEC-2FF4-4EA6-AB16-3C8D4BD24CCD,,
2/16/2017,416.4,13,0,973DEDA1-9120-43D1-8A0B-04E007CE13A1,,
2/16/2017,139.96,4,0,7ADCAAFD-03DC-41E9-B529-AA66FAB8E48C,,
2/17/2017,479.92,12,0,3534A722-604C-4285-90E1-775D997ADA01,,
2/17/2017,879.7,6,0,CDB7EC20-51EE-48D9-8CEA-C5735AB9CA64,,
2/8/2017,419.94,6,0,0670C9C1-4E71-428A-81FE-A40FBD955666,,
2/17/2017,209.94,6,0,47E5DA0F-C8EF-4808-81D3-ADBB772B8B38,,
2/8/2017,204.96,5,0,A081095C-3B25-41AD-ABDD-7E4817DE759F,,
2/17/2017,209.94,6,0,C982DA7D-8670-4CFA-B22B-FFBF415E6D30,,
2/17/2017,359.8,4,0,A4ADC774-8E78-4085-AB52-2B974824FFC8,,
2/18/2017,179.9,2,0,15361A97-61E2-42BC-8093-1FB6C08676BA,,
2/18/2017,139.96,4,0,7CC238C8-D863-46BB-9A00-F237C54B3688,,
2/18/2017,179.94,6,0,7DD09A78-FDB1-45A4-82B7-C18FA5EBFDA4,,
2/18/2017,359.8,4,0,8546E544-2160-4DB7-B4FB-CB124347E140,,
2/19/2017,275.85,4,1,6A78D3F1-69C1-4AC1-BE79-F3E8FCEB1527,,
2/19/2017,314.96,6,0,6C3B2036-4100-4B92-ADC6-2F427573D7D4,,
1/26/2017,239.88,12,0,DDFC4B3B-E764-4522-84D7-918536F39D46,,
1/25/2017,119.94,6,0,B362467D-33CB-45B9-A4C8-20E3F1DC3B30,,
2/19/2017,119.94,6,0,D78F5B6E-3C29-4A84-B48D-33778F9EF06F,,
1/26/2017,119.94,6,0,0DB73808-F7CC-440F-9313-6CDD8022F67D,,
2/19/2017,59.96,4,0,43BEC967-54F3-4787-A1D9-3F8D276A68C7,,
2/20/2017,275.86,14,0,BC06EF4E-D023-489D-A07B-31B956AA35D4,,
2/12/2017,299.94,6,0,8A46760C-E057-42A0-B568-C75EE669B988,,
2/15/2017,62.99,1,0,38CAE514-EE80-4A34-900A-CDC259785395,,
2/21/2017,294.96,4,0,72852986-B1CD-4F64-B558-7B1C9ADAD890,,
2/15/2017,299.94,6,0,96E01361-A084-4B72-A5D3-7C15B6ABADC7,,
2/25/2017,113.94,6,0,B42AE0C9-290B-4A03-ACD7-2CFCEEDA39EF,,
3/2/2017,191.88,12,0,DDFD6DB5-8BE5-4D18-83FA-249938784240,,
3/2/2017,191.88,12,0,05838A2D-B399-4444-B11D-CA647348C0E8,,
3/2/2017,179.94,6,0,FEF576D7-4532-4CE2-9ED9-822335432CD4,,
3/2/2017,116.22,6,0,7C532BAC-63E3-4A3B-B0AF-E7640AC13AB4,,
3/2/2017,289.9,2,1,F002DCF0-83A1-4E03-B63A-01E627C22C7A,,
3/2/2017,289.9,2,1,F002DCF0-83A1-4E03-B63A-01E627C22C7A,,
3/2/2017,89.97,3,0,DD7931A1-3305-48C3-8EE9-ECDC9BB4B289,,
3/2/2017,185.94,7,0,C00169C3-F285-46BA-B8F4-FB482E7559AF,,
3/2/2017,179.94,6,0,7377E971-A105-4113-97FF-F4D77ADB44EF,,
3/3/2017,179.94,6,0,9CDAD754-8148-44B1-8EB5-5409B4008BA1,,
3/3/2017,681.41,12,0,50CDBF85-E330-4991-9E81-96B4477CE562,,
3/3/2017,95.94,6,0,6F677DA8-DFEF-42B0-BBC4-227795C0A4BA,,
2/16/2017,69.98,2,0,3166CD3D-372A-48B8-80F7-4B8DB2447155,,
3/4/2017,579.8,4,0,CDB7EC20-51EE-48D9-8CEA-C5735AB9CA64,,
3/4/2017,425.4,11,0,0670C9C1-4E71-428A-81FE-A40FBD955666,,
3/4/2017,161.94,6,0,2C3D9FCF-35F2-4675-8D0F-01B4DB83AEAF,,
3/4/2017,209.94,6,0,7BAA5EAC-3B93-49F3-9F0F-CCD31365A423,,
3/5/2017,225.92,8,0,9C0A0471-A5DA-48AA-A70D-5DF548122D0B,,
3/5/2017,188.94,6,0,2E893F81-4989-428E-9EB9-1EE75F8DE432,,
2/17/2017,359.8,4,0,09D04F9D-4310-4530-9EF7-594967568416,,
3/8/2017,419.88,12,0,E2DC751D-59C2-4773-A1BB-380B1E0C92EF,,
3/8/2017,284.88,12,0,A66D93E4-2269-493C-AF1C-4BE97132B379,,
3/8/2017,260.9,10,0,C8EB5EAF-A523-4D65-8155-1AE5B80FC561,,
3/8/2017,260.9,10,0,C8EB5EAF-A523-4D65-8155-1AE5B80FC561,,
3/7/2017,254.88,12,0,B84F06EA-71A7-41DA-A166-E55C83582E88,,
3/7/2017,134.94,6,0,59F0BCBC-15E5-455D-9546-037F1C0664CA,,
3/7/2017,387.88,13,0,4E656F08-9F07-4EB2-AB5A-5646332EFD3E,,
3/8/2017,134.94,6,0,E3C1C355-E49F-485E-BA48-BDD2C6CBCE69,,
2/17/2017,359.8,4,0,FE12F927-9EF5-4993-8BD6-1036D4C8B559,,
3/10/2017,79.96,4,0,3BD852DE-452F-49BC-AC33-045F91C64C49,,
3/10/2017,339.92,8,0,22853D96-6AF2-4E64-88F9-F8FBECA4093C,,
2/18/2017,139.96,4,0,CFBB1AF1-1272-4928-864A-15F9B26A0F50,,
3/9/2017,260.9,10,0,C8EB5EAF-A523-4D65-8155-1AE5B80FC561,,
3/10/2017,119.94,6,0,5B5339AC-5628-4D0A-A00D-5C3AEB4B388A,,
3/13/2017,95.98,2,0,55225665-63C6-46A6-B79E-133D9DAF9F87,,
3/11/2017,69.98,2,0,969D2499-32F6-4146-B783-EB1E7D240BC6,,
3/11/2017,131.96,4,0,656501BC-9F1F-41F2-9B2E-BF60CC83449E,,
3/12/2017,63.96,4,0,D5125200-9EE0-4968-BFEF-4CE95A194238,,
2/9/2017,279.96,4,0,B7B3440E-95E4-4268-A8CA-3574DF927D49,,
3/12/2017,400.66,13,0,973DEDA1-9120-43D1-8A0B-04E007CE13A1,,
3/14/2017,599.88,12,0,0F1B25F3-D3A4-4DFC-86A1-F047819521AB,,
3/14/2017,134.94,6,0,59F0BCBC-15E5-455D-9546-037F1C0664CA,,
3/13/2017,201.94,6,0,BEA786FC-CB62-4E30-835A-FAF865FF8AA8,,
2/11/2017,254.88,12,0,4F5ABE99-0783-4149-BC13-08BA7CBD39A7,,
2/12/2017,101.94,6,0,41830012-4556-48F7-AC0B-A9EBE434BFE3,,
3/14/2017,167.22,7,0,1471E9A5-8AAA-4EFA-B9D8-4C70B5D5E415,,
2/20/2017,119.94,6,0,4AAECA1F-7FA3-428F-906A-FE4D898DD8AE,,
2/25/2017,113.94,6,0,8BA1F712-F9A9-42BA-A47B-CB8C757AC3F2,,
3/15/2017,281.16,12,0,4FF00DC0-DD3D-4587-9585-ABCE1CD886E5,,
3/14/2017,230.68,8,0,7C532BAC-63E3-4A3B-B0AF-E7640AC13AB4,,
3/14/2017,119.94,6,1,AC4ED708-F95F-4DD0-847C-348DE26BA17A,,
3/3/2017,542.91,12,0,EE3C9E46-1AF0-4846-BC6E-5D458D61E568,,
3/6/2017,125.96,4,0,7A81FC1B-6FC0-4F70-8662-A4ECBA75A873,,
3/14/2017,138.7,6,0,2DA80338-3AAB-472C-8B9A-F2253E722127,,
3/14/2017,304.69,10,0,12350E37-BEB7-4F10-8567-683CC47A00BB,,
3/17/2017,171.96,4,0,65593263-3CA0-4F49-9558-C679CEC95CCE,,
3/8/2017,188.94,6,0,B6A833A0-97BB-4D49-9BD6-4A5090E84206,,
3/17/2017,159.96,4,0,4F80E89B-DA5C-48A0-89A4-37EBDEA75164,,
3/16/2017,161.22,6,0,E991E53F-945F-4384-9EF8-B998ED9AA691,,
3/16/2017,167.22,7,0,1471E9A5-8AAA-4EFA-B9D8-4C70B5D5E415,,
3/11/2017,509.88,12,0,6D602AEF-99A1-41DB-A0ED-EA7DC3C6CBB2,,
3/11/2017,197.94,6,0,11020BA5-8666-4A62-97B7-9B2BF02C3758,,
3/17/2017,119.94,6,0,B43F10DC-3D57-4335-B636-C1571CFDBFA8,,
3/12/2017,176.7,7,0,FD467315-FA7B-402D-A00C-BF92FC5DBC29,,
3/18/2017,1893.88,37,0,50CDBF85-E330-4991-9E81-96B4477CE562,,
2/19/2017,299.96,4,0,A466390D-421B-451D-B1CC-3F94933D3FE3,,
3/18/2017,119.94,6,0,7C532BAC-63E3-4A3B-B0AF-E7640AC13AB4,,
3/18/2017,259.94,6,0,E1C3EB31-BAF6-454B-9A09-60C6AA49876D,,
3/18/2017,245.94,7,0,FE4AC666-BD49-4755-B982-2CB9D72F4AA6,,
3/18/2017,345.8,5,1,ED120AC2-0120-41DB-BB96-6002607CD043,,
2/19/2017,299.96,4,0,A466390D-421B-451D-B1CC-3F94933D3FE3,,
2/19/2017,119.94,6,0,D1B5430F-F77B-4044-B0B6-49A60E75D4B6,,
3/27/2017,185.88,12,0,63187A77-3D85-4D35-8C52-74D26EA71AB8,,
3/24/2017,95.94,6,0,4580DA6A-98C5-481C-86C7-DA223C1B1648,,
3/27/2017,125.46,6,0,B43F10DC-3D57-4335-B636-C1571CFDBFA8,,
2/20/2017,78.72,4,0,FC1C4933-9DC0-40D4-9B5F-D230CC110F91,,
3/27/2017,145.44,9,0,1471E9A5-8AAA-4EFA-B9D8-4C70B5D5E415,,
3/15/2017,119.94,6,0,1FB4DD19-4F22-47B9-A3FF-139792A9D0DC,,
3/27/2017,178.5,6,0,26C44CDD-6A0C-4B7A-9749-DAF2A9C81FFC,,
3/27/2017,178.5,6,0,E68FFAEF-42D0-41E0-908D-ED9CDC476533,,
3/14/2017,161.22,6,0,B7D79EC0-86E5-4B4D-80A1-6B76BA75C87E,,
3/28/2017,178.5,6,0,13AA2A22-0C97-4D4C-A156-FA35E27B8450,,
3/28/2017,180.34,10,0,9AED4854-25EF-418F-8D1A-6BDAB63799BE,,
3/14/2017,127.44,6,0,338DBE34-B820-4AF6-AD00-BC00A0EA1307,,
3/28/2017,107.94,6,0,E3C1C355-E49F-485E-BA48-BDD2C6CBCE69,,
3/28/2017,179.88,12,0,0D59CC1A-1947-4B0A-B624-FB764495AC78,,
3/16/2017,1929.88,13,0,46EE5251-0384-411A-8B7A-7452AB0C5C06,,
3/28/2017,388.44,12,0,5C2D65CE-7548-4C49-A9C4-EEE6363C2339,,
3/16/2017,383.82,18,0,46EE5251-0384-411A-8B7A-7452AB0C5C06,,
3/29/2017,135.94,7,0,608BAA57-8C3B-4F1B-8576-0AA7402D7BE5,,
3/30/2017,79.96,4,0,3BD852DE-452F-49BC-AC33-045F91C64C49,,
3/30/2017,159.96,4,0,13AA2A22-0C97-4D4C-A156-FA35E27B8450,,
3/30/2017,239.94,6,0,2E9EE9E4-324C-47A5-8D68-5F7583809862,,
3/30/2017,159.96,4,0,03FB6DEC-2FF4-4EA6-AB16-3C8D4BD24CCD,,
3/30/2017,159.96,4,0,09BEC4F5-B6DB-4233-B762-D9B7458F2CCB,,
3/30/2017,159.96,4,0,5D3ECCC1-422D-4F7D-8569-531654F23AF0,,
3/19/2017,554.79,9,0,9FB09704-358B-4CBB-8431-AD740767166C,,
3/18/2017,509.88,12,0,223F94AD-AD5C-4CA6-A2EB-549362E01B6A,,
3/30/2017,159.96,4,0,D1B4C2D1-8040-4C1B-9B09-781759B7F982,,
3/30/2017,159.96,4,0,29382CE5-B51A-40B8-8F72-972A553115EF,,
3/31/2017,239.94,6,0,2560BD47-4877-4675-BA69-68AA3A5EECFB,,
4/1/2017,71.98,2,0,1CD338DE-E532-41A2-A88D-5451A32BFAA1,,
3/21/2017,139.96,4,0,8FA63147-D5F0-451E-96A6-7E238A090021,,
3/31/2017,677.82,18,0,4270B341-DE04-4246-A7F0-2C4BE4447CC6,,
3/21/2017,199.96,4,0,E68FFAEF-42D0-41E0-908D-ED9CDC476533,,
4/6/2017,419.94,6,0,09BEC4F5-B6DB-4233-B762-D9B7458F2CCB,,
4/6/2017,168.93,7,0,3DF0F1DE-1412-4E6A-A788-8E5CFA4E56B1,,
4/6/2017,209.94,6,0,95678AD4-DB01-475B-B102-86FB696D0795,,
4/6/2017,839.88,12,0,2330AB19-C818-4AB8-BF4A-10F80D1E7300,,
4/5/2017,223.92,8,0,B84F06EA-71A7-41DA-A166-E55C83582E88,,
4/7/2017,85.98,3,0,B48EF184-21E6-46BB-8180-39DDD1A8FF3A,,
3/27/2017,178.5,6,0,601A9C5F-E746-4A45-B335-EA73A0C5638C,,
4/7/2017,159.96,4,0,3E953AAB-7076-4504-BF3F-D853756AEF4E,,
4/6/2017,95.94,6,0,21D9E97D-A45D-4385-963D-26761D375D51,,
4/6/2017,279.96,4,0,FFFB0BA0-2729-4514-94EE-53C8087C3632,,
4/6/2017,419.94,6,0,82F96F86-2020-4F2C-9FD1-C3A3BE740D46,,
4/6/2017,849.88,13,0,9A3E61E1-459B-4559-AF2A-260A0AF153CF,,
3/28/2017,215.88,12,0,9E91BD0C-A64C-4645-834A-490D00924901,,
4/8/2017,113.94,6,0,18A83850-FFFD-46E0-93CC-11366AAADB6B,,
4/8/2017,299.9,10,0,5F3ED187-AC66-4E48-AE58-B362B0FD1201,,
4/8/2017,95.94,6,0,4580DA6A-98C5-481C-86C7-DA223C1B1648,,
3/28/2017,107.94,6,0,BD943E04-1139-4067-96E9-45F9548760C3,,
3/28/2017,148.95,5,0,3E953AAB-7076-4504-BF3F-D853756AEF4E,,
4/8/2017,107.94,7,0,B355DCDD-F198-47F8-8285-C885381F8642,,
4/8/2017,269.94,6,0,3534A722-604C-4285-90E1-775D997ADA01,,
4/8/2017,179.96,4,0,FF99D816-2313-4BAE-B3B3-E3A3E835300B,,
4/8/2017,269.94,6,0,7ADCAAFD-03DC-41E9-B529-AA66FAB8E48C,,
4/8/2017,209.88,12,0,B8155440-CE80-439B-8809-701BC92609EF,,
4/8/2017,143.94,6,0,B8155440-CE80-439B-8809-701BC92609EF,,
4/8/2017,113.94,6,0,433F968A-E820-4919-8EBD-A7A96CC37125,,
4/8/2017,293.9,10,0,4B79EF3E-A64D-4017-9168-42BC02FBBD7C,,
4/9/2017,179.96,4,0,8FA63147-D5F0-451E-96A6-7E238A090021,,
4/10/2017,163.94,7,0,65A85325-8546-41FA-A292-7352D76A9791,,
4/10/2017,75.96,4,0,35958E00-8245-4D61-9EC2-B60F9998F1FB,,
4/10/2017,215.94,6,0,07E68794-4BFA-4C19-BC4A-D10FCCC160F7,,
4/10/2017,113.94,6,0,E74FD38C-2293-42EF-BC04-ED69E0FA2E91,,
4/10/2017,215.94,6,0,69603FAB-3F63-4656-AB64-D88FA1B6244F,,
4/10/2017,191.92,8,0,B8155440-CE80-439B-8809-701BC92609EF,,
3/29/2017,377.12,13,0,2EBD4EB5-9823-4670-9630-2CABE7E6A15B,,
4/10/2017,111.94,6,0,3BD852DE-452F-49BC-AC33-045F91C64C49,,
4/10/2017,157.95,5,0,ABC1BAC8-9ABF-4BE8-B35B-232D0B73B25F,,
4/11/2017,119.94,7,0,4580DA6A-98C5-481C-86C7-DA223C1B1648,,
4/11/2017,215.94,6,0,795B1A9A-0FE8-45FF-A453-4DFF78848DA4,,
4/11/2017,113.94,6,0,D532C50F-601E-4295-B639-BAD408729696,,
4/11/2017,75.96,4,0,3BD852DE-452F-49BC-AC33-045F91C64C49,,
4/11/2017,215.94,6,0,2FE8402C-3FD1-4574-A831-BA95CD779078,,
4/11/2017,1373.64,36,0,B467B387-F68C-41C9-AD1A-0F9B191C0D0E,,
4/12/2017,143.96,4,0,88F7D24F-2346-4E50-8154-170C583FA85A,,
4/12/2017,138.96,4,0,ABC1BAC8-9ABF-4BE8-B35B-232D0B73B25F,,
3/30/2017,73.96,4,0,AC5F74C9-3588-427C-908A-850E8C769300,,
4/13/2017,199.96,4,0,7ADCAAFD-03DC-41E9-B529-AA66FAB8E48C,,
4/13/2017,199.96,4,0,2C3D3237-87C7-4CD6-BBDE-825FB48C3FFF,,
3/30/2017,159.96,4,0,37797774-AF2E-4D7B-84AF-65EC591BAE71,,
4/13/2017,299.94,6,0,09BEC4F5-B6DB-4233-B762-D9B7458F2CCB,,
4/1/2017,212.94,6,0,9DDC5D2D-BE09-4E13-8769-CA8D87EB440A,,
3/31/2017,227.88,12,0,F6C005D3-24F7-412E-9EC5-299E57C77E10,,
3/31/2017,159.96,4,0,FC4CE2AC-CDBF-41AB-AA60-05918BA163FB,,
4/7/2017,209.94,6,0,2476D996-743D-413A-903D-4C5E8329EF21,,
4/14/2017,279.92,8,0,70241791-3175-4A64-8AE1-2FAB58412FAB,,
4/14/2017,119.94,6,0,3402B25A-5E9F-4604-BDA9-D95E45E6E497,,
4/14/2017,159.96,4,1,4AD0B422-9D44-440B-8976-27222504232D,,
3/20/2017,199.96,4,0,BC159585-A1F5-4C26-82E5-3B39DBA7CB2A,,
3/27/2017,315.3,12,0,4A225FD9-AE8F-4430-9891-E20400A33C43,,
4/15/2017,159.96,4,0,6D602AEF-99A1-41DB-A0ED-EA7DC3C6CBB2,,
4/15/2017,209.94,6,0,7C532BAC-63E3-4A3B-B0AF-E7640AC13AB4,,
3/27/2017,105.94,7,0,AFBA6831-2E8E-4D01-88C2-160C243D9595,,
4/8/2017,101.94,6,0,A3D04503-3050-403B-AF5E-37F3BE5818A1,,
4/20/2017,189.88,13,0,4F46C960-CC22-4263-B49A-4B116B7D016C,,
4/20/2017,89.94,6,0,C43129A3-0A49-467E-9EBF-0D39323DF531,,
4/7/2017,165.96,5,0,4A50A90A-4035-4AD3-AC1C-F67341A0E338,,
4/20/2017,274.94,6,0,D86F0E52-8F2C-427D-A631-8EC1DE3303D0,,
4/20/2017,274.94,6,0,D86F0E52-8F2C-427D-A631-8EC1DE3303D0,,
4/21/2017,89.94,6,0,7A81FC1B-6FC0-4F70-8662-A4ECBA75A873,,
4/7/2017,165.96,5,0,4A50A90A-4035-4AD3-AC1C-F67341A0E338,,
4/21/2017,197.94,6,0,5C89994A-94B2-4B87-BD85-DF5D5CAB969D,,
4/21/2017,188.88,12,0,4E95C418-5FBE-40B0-9E01-1BBE63CA2692,,
4/22/2017,101.94,6,0,C1C24E72-CF8F-4FB1-BD73-16849F9455AB,,
4/10/2017,143.96,4,0,B9A4AFAA-AC26-471D-AC21-9DE8CF845D5F,,
4/22/2017,239.94,6,0,9D2A6875-9FDF-4682-90B2-8E83BAFFB04F,,
4/22/2017,215.94,7,0,528B35C8-F83E-4719-99AC-5F1E03AF7583,,
4/22/2017,131.94,6,0,B7DF8A00-06F8-42D9-AAD9-456995751CE1,,
4/21/2017,89.94,6,0,E68FFAEF-42D0-41E0-908D-ED9CDC476533,,
4/23/2017,759.8,13,0,58822E38-BC43-4AEE-8969-B7E2AD426213,,
4/23/2017,89.94,6,0,59F0BCBC-15E5-455D-9546-037F1C0664CA,,
4/13/2017,199.96,4,0,96BD96AA-2FD3-4024-A046-2949CC892DA3,,
4/23/2017,59.96,4,0,3BD852DE-452F-49BC-AC33-045F91C64C49,,
4/23/2017,98.94,6,0,0DB8E066-ECDE-431A-AD6E-25981F441643,,
4/23/2017,137.96,4,0,ABC1BAC8-9ABF-4BE8-B35B-232D0B73B25F,,
4/13/2017,119.94,6,0,56348C46-8426-4F8A-9C0C-0EB03AAE6BA6,,
4/23/2017,179.88,12,0,D80A6590-5C24-482D-A59D-9EC18D7AF2D9,,
4/7/2017,159.96,4,0,A0E7DD11-C173-4270-898C-9486D615AD6C,,
4/20/2017,89.94,6,0,8132294D-4302-4BB3-8152-B0241F05EEC4,,
4/24/2017,131.34,6,0,26C44CDD-6A0C-4B7A-9749-DAF2A9C81FFC,,
4/24/2017,89.94,6,0,05838A2D-B399-4444-B11D-CA647348C0E8,,
4/26/2017,965.94,7,0,2A42E4D6-048C-4857-B8A2-617270C648CF,,
4/25/2017,209.94,6,0,A8BFF5F2-296C-4E6C-8E8D-44FB2E33423E,,
4/21/2017,89.94,6,0,C98AAC69-6A85-4B3D-9208-5319C444B64E,,
4/22/2017,155.94,6,0,B5D2A168-DB1B-401A-8FEB-2A9389E64B63,,
4/26/2017,119.94,6,0,B42AE0C9-290B-4A03-ACD7-2CFCEEDA39EF,,
4/26/2017,209.96,4,0,54D2310B-CA8F-4F97-A11A-F58C489BD67D,,
4/26/2017,171.96,4,0,ABC1BAC8-9ABF-4BE8-B35B-232D0B73B25F,,
4/26/2017,171.96,4,0,ABC1BAC8-9ABF-4BE8-B35B-232D0B73B25F,,
4/13/2017,199.96,4,0,6DC494B3-97F6-42D6-AE00-0F4F2422146C,,
4/27/2017,171.96,4,0,0F909FC8-C57D-4578-BF70-36334F196FCE,,
4/27/2017,419.94,6,0,764BFDC7-2264-4F16-A47B-3386BB6220AD,,
4/13/2017,125.94,7,0,76E76074-BB70-4E35-BF6E-F990939A410C,,
4/27/2017,59.96,4,0,7D247317-AA73-4C51-90A0-454A692B0683,,
4/14/2017,107.94,6,0,778A323E-C3EB-4203-A943-7CB484A2F88D,,
4/14/2017,125.94,7,0,FF365F51-6E9B-467A-BD33-E251FF271DEE,,
4/27/2017,107.94,6,0,38EB599C-D453-4B33-8E0A-5052796152B1,,
4/28/2017,459.92,8,0,5EE7F16F-97FA-48FA-A458-3EDEBAB7A92A,,
4/28/2017,358.47,7,0,985EA2F9-E6C5-44EC-A79D-2957C1BE8A57,,
